#Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
Boschhof;Türkheim Boschhof;10512;de:08117:512;08117024;Geislingen an der Steige;Türkheim;GP;7;"Bus;Ruftaxi";RT350,350;50350_,75350_;2;50,75;9,790693634;48,58395445
Kantstraße;Göppingen Kantstr.;11000;de:08117:1000;08117026;Göppingen;Göppingen;GP;5,6;Bus;901;31901_;1;31;9,660445008;48,70797514
Schillerplatz;Göppingen Schillerplatz;11001;de:08117:1001;08117026;Göppingen;Göppingen;GP;5,6;Bus;903,905;31903_,31905_;2;31;9,651045599;48,70400002
Kaiserbau (Agentur für Arbeit);Göpp. Kaiserbau (Ag. für Arb.);11004;de:08117:1004;08117026;Göppingen;Göppingen;GP;5,6;"Bus;Nachtbus";901,901A,903,933,933A,940,941A,942,972,980,980A,983,983A,984,984A,N93,N94,N97,N98;31901_,31901a,31903_,31933_,31933a,31940_,31941a,31942_,31972_,31980_,31980a,31983_,31983a,31984_,31984a,34093_,34094_,34097_,34098_;19;31,34;9,659813606;48,70229546
Ulmer-/Heininger Str.;Göpp. Ulmer-/Heininger Str.;11005;de:08117:1005;08117026;Göppingen;Göppingen;GP;5,6;"Bus;Nachtbus";940,941,941A,972,980,980A,N94;31940_,31941_,31941a,31972_,31980_,31980a,34094_;7;31,34;9,664839783;48,69812996
Freibad;Göppingen Freibad;11006;de:08117:1006;08117026;Göppingen;Göppingen;GP;5,6;Bus;940,941,941A,972;31940_,31941_,31941a,31972_;4;31;9,670342351;48,69818797
Reutlinger Straße;Göppingen Reutlinger Str.;11007;de:08117:1007;08117026;Göppingen;Göppingen;GP;5,6;Bus;940,941,941A,972;31940_,31941_,31941a,31972_;4;31;9,677269762;48,69812944
Immelmannzentrum;Göppingen Immelmannzentrum;11008;de:08117:1008;08117026;Göppingen;Göppingen;GP;6,5;Bus;940,941,941A,972;31940_,31941_,31941a,31972_;4;31;9,681501894;48,69766382
Steinbeisstraße;Eislingen (F) Steinbeisstr.;11009;de:08117:1009;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;940,941A,943,972,N97;31940_,31941a,31943_,31972_,34097_;5;31,34;9,690418639;48,69606396
Liebfrauenkirche;Eislingen (F) Liebfrauenkirche;11010;de:08117:1010;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;940,941A,943,972,N97;31940_,31941a,31943_,31972_,34097_;5;31,34;9,696961837;48,69476557
Weltestraße;Eislingen (F) Weltestr.;11011;de:08117:1011;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;940,941A,943;31940_,31941a,31943_;3;31;9,70336637;48,69036521
Silcherschule;Eislingen (F) Silcherschule;11012;de:08117:1012;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;941A,972,N97;31941a,31972_,34097_;3;31,34;9,702420742;48,69366227
Hallenbad;Eislingen (F) Hallenbad;11013;de:08117:1013;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;941A,972,N97;31941a,31972_,34097_;3;31,34;9,705497267;48,69316685
Wasenhof;Eislingen (F) Wasenhof;11015;de:08117:1015;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;940,941A,943,972;31940_,31941a,31943_,31972_;4;31;9,708233978;48,69362665
Ziegelbachstraße;Eislingen (F) Ziegelbachstr.;11016;de:08117:1016;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;941A,942,943;31941a,31942_,31943_;3;31;9,710308901;48,70400029
Ziegelbachklinge;Eisl.(F) Ziegelbachklinge;11018;de:08117:1018;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;941A,942,943;31941a,31942_,31943_;3;31;9,710777969;48,70643438
Zeisigweg;Eislingen (F) Zeisigweg;11019;de:08117:1019;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;941A,942,943;31941a,31942_,31943_;3;31;9,707857662;48,70649734
Talstraße;Eisl.(F) Talstraße;11020;de:08117:1020;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;941A,943;31941a,31943_;2;31;9,710910367;48,70233295
Danziger Straße;Eislingen (F) Danziger Str.;11021;de:08117:1021;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;941A,942,943;31941a,31942_,31943_;3;31;9,719747578;48,70373484
Sängerstraße;Eislingen (F) Sängerstr.;11024;de:08117:1024;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;941A,942,943;31941a,31942_,31943_;3;31;9,714144902;48,70528947
Oesch-Schulen;Eislingen (F) Oesch-Schulen;11025;de:08117:1025;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;941A,942,943;31941a,31942_,31943_;3;31;9,717221911;48,70000969
Friedhof Nord;Eislingen (F) Friedhof Nord;11028;de:08117:1028;08117019;Eislingen/Fils;Eislingen (F);GP;6;"Bus;Ruftaxi";941,941A,942,943,972,972A,N97,RT941;31941_,31941a,31942_,31943_,31972_,31972a,34097_,50941_;8;31,34,50;9,713148684;48,69729226
Stadtmitte;Eislingen (F) Stadtmitte;11029;de:08117:1029;08117019;Eislingen/Fils;Eislingen (F);GP;6;"Bus;Ruftaxi";941,941A,942,943,972,972A,N97,RT941;31941_,31941a,31942_,31943_,31972_,31972a,34097_,50941_;8;31,34,50;9,70732741;48,69872202
Waldhorn;Eislingen (F) Waldhorn;11031;de:08117:1031;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;941,941A,942,N97;31941_,31941a,31942_,34097_;4;31,34;9,703123985;48,69928733
In den Weingärten;Eisl.(F) In den Weingärten;11032;de:08117:1032;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;941,941A,942,N97;31941_,31941a,31942_,34097_;4;31,34;9,69716088;48,70032178
Roßbachstraße;Göppingen Roßbachstr.;11033;de:08117:1033;08117026;Göppingen;Göppingen;GP;5,6;Bus;941A,942,N97;31941a,31942_,34097_;3;31,34;9,675968488;48,7013834
Stadtwerke;Göppingen Stadtwerke;11034;de:08117:1034;08117026;Göppingen;Göppingen;GP;5,6;Bus;941A,942;31941a,31942_;2;31;9,668923137;48,70180225
Bauhof;Göppingen Bauhof;11035;de:08117:1035;08117026;Göppingen;Göppingen;GP;5,6;Bus;942;31942_;1;31;9,664105059;48,70113772
Betzstraße;Göppingen Betzstr.;11036;de:08117:1036;08117026;Göppingen;Göppingen;GP;5,6;Bus;901,901A,903,904,931,931A,933,933A,934,934A,940,941A,942,972,980,980A,983,984,N97;31901_,31901a,31903_,31904_,31931_,31931a,31933_,31933a,31934_,31934a,31940_,31941a,31942_,31972_,31980_,31980a,31983_,31984_,34097_;19;31,34;9,656968759;48,70083696
Marktstraße;Göppingen Marktstr.;11037;de:08117:1037;08117026;Göppingen;Göppingen;GP;5,6;"Bus;Nachtbus";901,901A,903,904,931,931A,933,933A,934,934A,940,941A,942,972,980,980A,983,984,N93,N97;31901_,31901a,31903_,31904_,31931_,31931a,31933_,31933a,31934_,31934a,31940_,31941a,31942_,31972_,31980_,31980a,31983_,31984_,34093_,34097_;20;31,34;9,653089674;48,70132664
Hauptstr./Bahnhof;Eisl.(F) Hauptstr./Bahnhof;11039;de:08117:1014;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;940,941A,943,N97;31940_,31941a,31943_,34097_;4;31,34;9,706382784;48,69529266
Mozartstraße;Eislingen (F) Mozartstr.;11040;de:08117:1040;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;972;31972_;1;31;9,713759527;48,69245945
Solitudestraße;Eisl.(F) Solitudestr.;11043;de:08117:1043;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;940,941A,943,972;31940_,31941a,31943_,31972_;4;31;9,690724976;48,69661067
Friedhof Süd;Eislingen (F) Friedhof Süd;11044;de:08117:1044;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;940,941A,943,972;31940_,31941a,31943_,31972_;4;31;9,705864988;48,69226533
Beundstraße;Eislingen (F) Beundstr.;11045;de:08117:1045;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;940,941A,943,972;31940_,31941a,31943_,31972_;4;31;9,709338047;48,69196521
Holzheimer Straße;Eislingen (F) Holzheimer Str.;11047;de:08117:1047;08117019;Eislingen/Fils;Eislingen (F);GP;6;Bus;940,941A,943;31940_,31941a,31943_;3;31;9,698635146;48,69200369
Schlossplatz/Bahnhof;Eisl.(F) Schlossplatz/Bahnhof;11049;de:08117:1049;08117019;Eislingen/Fils;Eislingen (F);GP;6;"Bus;Ruftaxi";940,941,942,N97,RT941;31940_,31941_,31942_,34097_,50941_;5;31,34,50;9,705695477;48,69762595
Barbarossasee;Göppingen Barbarossasee;11050;de:08117:1050;08117026;Göppingen;Göppingen;GP;5,6;Bus;901;31901_;1;31;9,668551965;48,70659744
Hailingstraße;Göppingen Hailingstraße;11051;de:08117:1051;08117026;Göppingen;Göppingen;GP;5,6;Bus;901;31901_;1;31;9,664129941;48,7071536
Mörikestraße;Göppingen Mörikestr.;11053;de:08117:1053;08117026;Göppingen;Göppingen;GP;5,6;Bus;901A,904,931,931A,934,934A;31901a,31904_,31931_,31931a,31934_,31934a;6;31;9,658587217;48,70201472
Wilhelmshilfe;Göppingen Wilhelmshilfe;11056;de:08117:1056;08117026;Göppingen;Göppingen;GP;5,6;Bus;901,901A,903,933,933A;31901_,31901a,31903_,31933_,31933a;5;31;9,661394747;48,70269105
Schützenstraße;Göppingen Schützenstr.;11057;de:08117:1057;08117026;Göppingen;Göppingen;GP;5,6;"Bus;Nachtbus";901,901A,904,931,931A,933,933A,934,934A,940,942,972,980,980A,983,983A,984,984A,N93,N94,N97,N98;31901_,31901a,31904_,31931_,31931a,31933_,31933a,31934_,31934a,31940_,31942_,31972_,31980_,31980a,31983_,31983a,31984_,31984a,34093_,34094_,34097_,34098_;22;31,34;9,65573887;48,7023727
Kornhausplatz;Göppingen Kornhausplatz;11058;de:08117:1058;08117026;Göppingen;Göppingen;GP;5,6;Bus;903,905;31903_,31905_;2;31;9,654835302;48,70393356
Storchen;Göppingen Storchen;11059;de:08117:1059;08117026;Göppingen;Göppingen;GP;5,6;Bus;903,905;31903_,31905_;2;31;9,650422432;48,7030863
Vordere Karlstraße;Göppingen Vordere Karlstr.;11060;de:08117:1060;08117026;Göppingen;Göppingen;GP;5,6;"Bus;Nachtbus";940,972,980,980A,N94;31940_,31972_,31980_,31980a,34094_;5;31,34;9,662465829;48,70045474
Wertstoffhof;Göppingen Wertstoffhof;11061;de:08117:1061;08117026;Göppingen;Göppingen;GP;5,6;Bus;942;31942_;1;31;9,672835027;48,70174348
Lenbachstraße;Göppingen Lenbachstr.;11062;de:08117:1062;08117026;Göppingen;Göppingen;GP;5,6;Bus;903;31903_;1;31;9,671133772;48,70457708
Gartenfreunde;Göppingen Gartenfreunde;11064;de:08117:1064;08117026;Göppingen;Göppingen;GP;5,6;Bus;903;31903_;1;31;9,684900509;48,70384852
Heubachstraße;Göppingen Heubachstr.;11065;de:08117:1065;08117026;Göppingen;Göppingen;GP;5,6;Bus;941,980,980A;31941_,31980_,31980a;3;31;9,66249501;48,69750501
Schurwaldweg;Birenbach Schurwaldweg;11100;de:08117:1100;08117009;Birenbach;Birenbach;GP;5;Bus;931A;31931a;1;31;9,655211653;48,74961344
Geißberg;Birenbach Geißberg;11101;de:08117:1101;08117009;Birenbach;Birenbach;GP;5;Bus;931A;31931a;1;31;9,659441729;48,75072234
Rathaus;Birenbach Rathaus;11102;de:08117:1102;08117009;Birenbach;Birenbach;GP;5;Bus;931A;31931a;1;31;9,661318511;48,74762715
Bahnhofstraße;Birenbach Bahnhofstr.;11103;de:08117:1103;08117009;Birenbach;Birenbach;GP;5;"Bus;Nachtbus";931,931A,932,932A,X93,N93;31931_,31931a,31932_,31932a,31X93_,34093_;6;31,34;9,660424008;48,74577983
Krettenhof;Göppingen Krettenhof;11104;de:08117:1104;08117026;Göppingen;Göppingen;GP;5;Bus;931,931A,932,932A;31931_,31931a,31932_,31932a;4;31;9,670813212;48,74685282
Schützenhof;Wäschenbeuren Schützenhof;11105;de:08117:1105;08117053;Wäschenbeuren;Wäschenbeuren;GP;5;Bus;931,931A,932,932A;31931_,31931a,31932_,31932a;4;31;9,673938912;48,75078227
Marktplatz;Wäschenbeuren Marktplatz;11106;de:08117:1106;08117053;Wäschenbeuren;Wäschenbeuren;GP;5;"Bus;Nachtbus";931,931A,932,932A,X93,N93;31931_,31931a,31932_,31932a,31X93_,34093_;6;31,34;9,685161011;48,75899812
Bahnhofstraße;Wäschenbeuren Bahnhofstr.;11107;de:08117:1107;08117053;Wäschenbeuren;Wäschenbeuren;GP;5;Bus;931,931A;31931_,31931a;2;31;9,688878733;48,7573483
Schillerstraße;Wäschenbeuren Schillerstr.;11108;de:08117:1108;08117053;Wäschenbeuren;Wäschenbeuren;GP;5;Bus;931,931A;31931_,31931a;2;31;9,691239693;48,75991499
Friedhof;Wäschenbeuren Friedhof;11109;de:08117:1109;08117053;Wäschenbeuren;Wäschenbeuren;GP;5;Bus;931,931A;31931_,31931a;2;31;9,688925316;48,76174534
Siemensstraße;Wangen Siemensstr.;11136;de:08117:1136;08117055;Wangen;Wangen (GP);GP;5;"Bus;Ruftaxi";912,912A,915,RT915;31912_,31912a,31915_,50915_;4;31,5;9,612140367;48,71902421
Hauffstraße;Rechberghausen Hauffstr.;11201;de:08117:1201;08117038;Rechberghausen;Rechberghausen;GP;5;"Bus;Ruftaxi";915,932,932A,934A,RT915;31915_,31932_,31932a,31934a,50915_;5;31,5;9,636920471;48,72694707
Kesseltobelstraße;Faurndau Kesseltobelstr.;11203;de:08117:1203;08117026;Göppingen;Faurndau;GP;5;Bus;932,932A;31932_,31932a;2;31;9,626044206;48,71582003
Maybachstraße;Rechberghausen Maybachstr.;11204;de:08117:1204;08117038;Rechberghausen;Rechberghausen;GP;5;"Bus;Ruftaxi";915,932,932A,RT915;31915_,31932_,31932a,50915_;4;31,5;9,638152132;48,72760569
Wäscherhofstraße;Wäschenbeuren Wäscherhofstr.;11205;de:08117:1205;08117053;Wäschenbeuren;Wäschenbeuren;GP;5;"Bus;Nachtbus";931A,932,932A,N93;31931a,31932_,31932a,34093_;4;31,34;9,69316874;48,76171988
Ortsmitte;Maitis Ortsmitte;11206;de:08117:1206;08117026;Göppingen;Maitis;GP;5;Bus;931A,932A,933,933A;31931a,31932a,31933_,31933a;4;31;9,719676958;48,7587426
Ziegerhof;Lenglingen Ziegerhof;11207;de:08117:1207;08117026;Göppingen;Lenglingen;GP;5;Bus;931A,932,932A,933,933A;31931a,31932_,31932a,31933_,31933a;5;31;9,734899402;48,75800798
Ortsmitte;Lenglingen Ortsmitte;11208;de:08117:1208;08117026;Göppingen;Lenglingen;GP;5;"Bus;Nachtbus";931A,932,932A,933,933A,N93;31931a,31932_,31932a,31933_,31933a,34093_;6;31,34;9,740786029;48,75783537
Hirschhof;Lenglingen Hirschhof;11209;de:08117:11209;08117026;Göppingen;Lenglingen;GP;5;Bus;932,932A;31932_,31932a;2;31;9,732855536;48,75775123
Stuifenstraße;Maitis Stuifenstr.;11215;de:08117:1225;08117026;Göppingen;Maitis;GP;5;Bus;931A,932A,933,933A;31931a,31932a,31933_,31933a;4;31;9,724145735;48,7583279
Limesweg;Maitis Limesweg;11216;de:08117:1216;08117026;Göppingen;Maitis;GP;5;Bus;931A,932A,933,933A;31931a,31932a,31933_,31933a;4;31;9,721650481;48,76073557
Salamanderstraße;Faurndau Salamanderstr.;11220;de:08117:1220;08117026;Göppingen;Faurndau;GP;5;Bus;932,932A;31932_,31932a;2;31;9,622178439;48,71200118
Stauferweg;Maitis Stauferweg;11226;de:08117:1226;08117026;Göppingen;Maitis;GP;5;"Bus;Nachtbus";931A,932,932A,933,N93;31931a,31932_,31932a,31933_,34093_;5;31,34;9,72070942;48,75675779
Waldcafe Wannenhof;Göpp. Waldcafe Wannenhof;11302;de:08117:1302;08117026;Göppingen;Göppingen;GP;5,6;Bus;933,933A;31933_,31933a;2;31;9,707658518;48,72812565
Abzweig Hohrein;Göppingen Abzw. Hohrein;11303;de:08117:1303;08117026;Göppingen;Göppingen;GP;5,6;Bus;933,933A;31933_,31933a;2;31;9,712939903;48,73249041
Rathaus/Dorfplatz;Hohenst. Rathaus/Dorfplatz;11304;de:08117:1304;08117026;Göppingen;Hohenstaufen;GP;5;"Bus;Nachtbus";933,933A,N93;31933_,31933a,34093_;3;31,34;9,719718509;48,73976815
Jugendherberge;Hohenst. Jugendherberge;11305;de:08117:1305;08117026;Göppingen;Hohenstaufen;GP;5;Bus;933,933A;31933_,31933a;2;31;9,722290618;48,74657736
Reichsdorfstraße;Hohenstaufen Reichsdorfstr.;11306;de:08117:1306;08117026;Göppingen;Hohenstaufen;GP;5;"Bus;Nachtbus";933,933A,N93;31933_,31933a,34093_;3;31,34;9,721389868;48,74160116
Sternkreuzung;Göppingen Sternkreuzung;12001;de:08117:2001;08117026;Göppingen;Göppingen;GP;5,6;Bus;911,911A,912A,914,914A,915,916A,932,932A,935,997;31911_,31911a,31912a,31914_,31914a,31915_,31916a,31932_,31932a,31935_,31997_;11;31;9,647780096;48,70468389
Märklineum;Göppingen Märklineum;12002;de:08117:2002;08117026;Göppingen;Göppingen;GP;5,6;Bus;911,911A,912A,914,914A,915,916A,932,932A,997;31911_,31911a,31912a,31914_,31914a,31915_,31916a,31932_,31932a,31997_;10;31;9,640916263;48,70661075
Boehringer Areal;Göppingen Boehringer Areal;12003;de:08117:2003;08117026;Göppingen;Göppingen;GP;5,6;Bus;911,911A,914,914A,915,932,932A,997;31911_,31911a,31914_,31914a,31915_,31932_,31932a,31997_;8;31;9,637683765;48,70777975
Lehlestraße;Faurndau Lehlestr.;12004;de:08117:2004;08117026;Göppingen;Faurndau;GP;5;Bus;911,911A,912A,914,914A,915,932,932A;31911_,31911a,31912a,31914_,31914a,31915_,31932_,31932a;8;31;9,628823855;48,71096689
Goethestr.;Faurndau Goethestr.;12005;de:08117:2005;08117026;Göppingen;Faurndau;GP;5;Bus;911,911A,912A,914,914A,915;31911_,31911a,31912a,31914_,31914a,31915_;6;31;9,622134729;48,71066152
Mercedesstr.;Uhingen Mercedesstr.;12007;de:08117:2007;08117051;Uhingen;Uhingen;GP;5,4;Bus;911,911A,914,914A,915;31911_,31911a,31914_,31914a,31915_;5;31;9,610498629;48,70802607
Fa. Allgaier;Uhingen Fa. Allgaier;12008;de:08117:2008;08117051;Uhingen;Uhingen;GP;4,5;Bus;911,911A,914,914A,915,916A;31911_,31911a,31914_,31914a,31915_,31916a;6;31;9,598838036;48,70665751
Hieberschule;Uhingen Hieberschule;12009;de:08117:2009;08117051;Uhingen;Uhingen;GP;4,5;Bus;918,922,922A;31918_,31922_,31922a;3;31;9,590155339;48,70660344
Schulstraße;Uhingen Schulstr.;12010;de:08117:2039;08117051;Uhingen;Uhingen;GP;4,5;Bus;911,911A,914,914A,915,916A;31911_,31911a,31914_,31914a,31915_,31916a;6;31;9,590610318;48,70716763
Uditorium;Uhingen Uditorium;12011;de:08117:2011;08117051;Uhingen;Uhingen;GP;4,5;"Bus;Ruftaxi";911,911A,914,914A,915,916,916A,918,922,922A,RT916,RT918,RT922;31911_,31911a,31914_,31914a,31915_,31916_,31916a,31918_,31922_,31922a,50916_,50918_,50922_;13;31,5;9,584717758;48,70636141
Ziegelbergweg;Uhingen Ziegelbergweg;12012;de:08117:2012;08117051;Uhingen;Uhingen;GP;4,5;"Bus;Nachtbus";911,911A,914,914A,916A,N91;31911_,31911a,31914_,31914a,31916a,34091_;6;31,34;9,575672058;48,7042578
Marienstraße;Uhingen Marienstr.;12013;de:08117:2042;08117051;Uhingen;Uhingen;GP;4,5;Bus;911,911A;31911_,31911a;2;31;9,581228112;48,70537193
Staufenstraße;Albershausen Staufenstr.;12015;de:08117:2015;08117003;Albershausen;Albershausen;GP;5,4;Bus;911,911A,914,914A,916A;31911_,31911a,31914_,31914a,31916a;5;31;9,570418501;48,69863664
Waldeckstraße;Albershausen Waldeckstr.;12016;de:08117:2016;08117003;Albershausen;Albershausen;GP;5,4;"Bus;Nachtbus";911,911A,914,914A,916A,N91;31911_,31911a,31914_,31914a,31916a,34091_;6;31,34;9,56859763;48,69618169
Am Brünnele;Albershausen Am Brünnele;12018;de:08117:2018;08117003;Albershausen;Albershausen;GP;5,4;Bus;916A;31916a;1;31;9,564498658;48,69163365
Finkenweg;Albershausen Finkenweg;12019;de:08117:2019;08117003;Albershausen;Albershausen;GP;5,4;Bus;911,911A,916A;31911_,31911a,31916a;3;31;9,562134907;48,69282324
Im Morgen;Albershausen Im Morgen;12020;de:08117:2020;08117003;Albershausen;Albershausen;GP;5,4;Bus;911,911A,916A;31911_,31911a,31916a;3;31;9,55405179;48,69395953
Gemeindeländerweg;Albersh. Gemeindeländerweg;12021;de:08117:2021;08117003;Albershausen;Albershausen;GP;5,4;Bus;911,911A,916A;31911_,31911a,31916a;3;31;9,558911249;48,69732623
Industriegebiet;Albersh. Industriegebiet;12023;de:08117:2023;08117003;Albershausen;Albershausen;GP;5,4;"Bus;Nachtbus";911A,914,914A,N91;31911a,31914_,31914a,34091_;4;31,34;9,554925621;48,68695911
Frühlingstraße;Albershausen Frühlingstr.;12024;de:08117:2024;08117003;Albershausen;Albershausen;GP;5,4;Bus;911,911A,916A;31911_,31911a,31916a;3;31;9,5654322;48,69615232
Lenaustraße;Albershausen Lenaustr.;12026;de:08117:2026;08117003;Albershausen;Albershausen;GP;5,4;Bus;911,911A,916A;31911_,31911a,31916a;3;31;9,567949954;48,69898157
Turnhalle;Uhingen Turnhalle;12029;de:08117:2029;08117051;Uhingen;Uhingen;GP;4,5;Bus;915;31915_;1;31;9,581228606;48,71012897
Freibad;Uhingen Freibad;12030;de:08117:2030;08117051;Uhingen;Uhingen;GP;4,5;Bus;915;31915_;1;31;9,579913689;48,71276143
Veilchenstraße;Holzhausen Veilchenstr.;12032;de:08117:2032;08117051;Uhingen;Holzhausen (Uhingen);GP;4,5;Bus;915;31915_;1;31;9,586462903;48,72206248
Festhalle;Holzhausen Festhalle;12033;de:08117:2033;08117051;Uhingen;Holzhausen (Uhingen);GP;4,5;"Bus;Nachtbus";915,N90;31915_,34090_;2;31,34;9,589218184;48,72058263
Am Wiesenbach;Holzhausen Am Wiesenbach;12034;de:08117:2034;08117051;Uhingen;Holzhausen (Uhingen);GP;4,5;Bus;915;31915_;1;31;9,583818714;48,7178944
Seestraße;Uhingen Seestr.;12035;de:08117:2035;08117051;Uhingen;Uhingen;GP;4,5;"Bus;Ruftaxi";916A,918,RT918;31916a,31918_,50918_;3;31,5;9,565421524;48,71337308
Fabrikstraße;Uhingen Fabrikstr.;12036;de:08117:2036;08117051;Uhingen;Uhingen;GP;4,5;"Bus;Ruftaxi";916A,918,RT918;31916a,31918_,50918_;3;31,5;9,567918384;48,71185904
Bleicherei;Uhingen Bleicherei;12037;de:08117:2037;08117051;Uhingen;Uhingen;GP;4,5;"Bus;Ruftaxi";916A,918,RT918;31916a,31918_,50918_;3;31,5;9,571973419;48,71116452
Fischstraße;Göppingen Fischstraße;12038;de:08117:2038;08117026;Göppingen;Göppingen;GP;5,6;"Bus;Nachtbus";902,906,911,911A,912,912A,913,914,914A,915,920,920A,921,921A,932,932A,N90;31902_,31906_,31911_,31911a,31912_,31912a,31913_,31914_,31914a,31915_,31920_,31920a,31921_,31921a,31932_,31932a,34090_;17;31,34;9,648860386;48,7031131
Einfeldstraße;Holzhausen Einfeldstr.;12040;de:08117:2040;08117051;Uhingen;Holzhausen (Uhingen);GP;4,5;Bus;915;31915_;1;31;9,584556775;48,71942838
Ortsmitte;Albershausen Ortsmitte;12044;de:08117:2044;08117003;Albershausen;Albershausen;GP;5,4;"Bus;Nachtbus";911,911A,914,914A,N91;31911_,31911a,31914_,31914a,34091_;5;31,34;9,565764824;48,69189721
Bünzwanger Straße;Albershausen Bünzwanger Str.;12045;de:08117:2045;08117003;Albershausen;Albershausen;GP;5,4;Bus;911,911A,916A;31911_,31911a,31916a;3;31;9,562741989;48,69610256
Zeller Straße;Hattenhofen Zeller Str.;12050;de:08117:2050;08117029;Hattenhofen;Hattenhofen;GP;5;"Bus;Ruftaxi";920A,921,921A,922,924,924A,RT922,RT924;31920a,31921_,31921a,31922_,31924_,31924a,50922_,50924_;8;31,5;9,572568026;48,66300636
Bruckwiesenstraße;Hattenh. Bruckwiesenstr.;12051;de:08117:2051;08117029;Hattenhofen;Hattenhofen;GP;5;Bus;922A;31922a;1;31;9,575910239;48,66562452
Rathaus;Hattenhofen Rathaus;12052;de:08117:2052;08117029;Hattenhofen;Hattenhofen;GP;5;"Bus;Ruftaxi";920A,921,921A,922,922A,924,924A,RT922,RT924;31920a,31921_,31921a,31922_,31922a,31924_,31924a,50922_,50924_;9;31,5;9,571361506;48,66675328
Hauptstraße;Hattenhofen Hauptstraße;12053;de:08117:2053;08117029;Hattenhofen;Hattenhofen;GP;5;"Bus;Ruftaxi";921,921A,922A,924,924A,RT922;31921_,31921a,31922a,31924_,31924a,50922_;6;31,5;9,56802164;48,66674284
Friedhof;Hattenhofen Friedhof;12054;de:08117:2054;08117029;Hattenhofen;Hattenhofen;GP;5;"Bus;Ruftaxi";920A,921,921A,922,922A,924,924A,RT922,RT924;31920a,31921_,31921a,31922_,31922a,31924_,31924a,50922_,50924_;9;31,5;9,560969476;48,66619292
Graubachtal;Hattenhofen Graubachtal;12059;de:08117:2059;08117029;Hattenhofen;Hattenhofen;GP;5;"Bus;Ruftaxi";920A,921,921A,922,922A,924,924A,RT922,RT924;31920a,31921_,31921a,31922_,31922a,31924_,31924a,50922_,50924_;9;31,5;9,574499652;48,66573948
Bürgerhaus;Aichelberg Bürgerhaus;12060;de:08117:2061;08117002;Aichelberg;Aichelberg (GP);GP;5;"Bus;Ruftaxi";920,920A,924,924A,RT920;31920_,31920a,31924_,31924a,50920_;5;31,5;9,565336144;48,63544376
Kreuzung;Aichelberg Kreuzung;12061;de:08117:2060;08117002;Aichelberg;Aichelberg (GP);GP;5;"Bus;Ruftaxi";920,920A,924,924A,RT920;31920_,31920a,31924_,31924a,50920_;5;31,5;9,558148472;48,63573964
Bruckwiesen Spielplatz;Hattenhofen Bruckw. Spielplatz;12062;de:08117:2062;08117029;Hattenhofen;Hattenhofen;GP;5;Bus;922A;31922a;1;31;9,575509683;48,66264098
Falkenstraße;Jebenhausen Falkenstraße;12098;de:08117:2098;08117026;Göppingen;Jebenhausen;GP;5,6;Bus;906,921A;31906_,31921a;2;31;9,640765836;48,68728656
Kleingartenanlage;Jebenhausen Kleingartenanlage;12099;de:08117:2099;08117026;Göppingen;Jebenhausen;GP;5,6;Bus;906,921A;31906_,31921a;2;31;9,639196324;48,68561368
Herdweg;Jebenhausen Herdweg;12100;de:08117:2100;08117026;Göppingen;Jebenhausen;GP;5,6;Bus;906,920,920A,921,921A,984A;31906_,31920_,31920a,31921_,31921a,31984a;6;31;9,629459843;48,6900737
Linde;Jebenhausen Linde;12101;de:08117:2101;08117026;Göppingen;Jebenhausen;GP;5,6;Bus;906,920,920A,921,921A,983A,984A;31906_,31920_,31920a,31921_,31921a,31983a,31984a;7;31;9,627832082;48,68697116
Alte Kirche;Jebenhausen Alte Kirche;12102;de:08117:2102;08117026;Göppingen;Jebenhausen;GP;5,6;Bus;906,920,920A,921,921A;31906_,31920_,31920a,31921_,31921a;5;31;9,628136264;48,68303974
Bezirksamt;Bezgenriet Bezirksamt;12103;de:08117:2103;08117026;Göppingen;Bezgenriet;GP;5;Bus;920,920A,921,921A;31920_,31920a,31921_,31921a;4;31;9,615752982;48,6676394
