#Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
Ringstraße;Magstadt Ringstraße;4596;de:08115:4596;08115029;Magstadt;Magstadt;BB;3,4;Bus;745,X74;31745_,31X74_;2;31;8,96839566;48,74608884
Brühlstraße 22;Magstadt Brühlstr. 22;4600;de:08115:4600;08115029;Magstadt;Magstadt;BB;3,4;Bus;745;31745_;1;31;8,960075235;48,74450364
Büsnauer Straße 6;Warmbronn Büsnauer Str. 6;4601;de:08115:4601;08115028;Leonberg;Warmbronn;BB;2,3;Bus;631,632,632A,747;31631_,31632_,31632a,31747_;4;31;8,990094149;48,76287247
Büsnauer Straße 41;Warmbronn Büsnauer Str. 41;4602;de:08115:4602;08115028;Leonberg;Warmbronn;BB;2,3;Bus;631,632,632A,747;31631_,31632_,31632a,31747_;4;31;8,993249723;48,76363703
Eichholz;Sindelf. Eichholz;4603;de:08115:4603;08115045;Sindelfingen;Sindelfingen;BB;3;"Bus;Nachtbus";701,708,N73;31701_,31708_,34073_;3;31,34;9,002130201;48,73078787
Friedrich-Ebert-Straße;Sindelf. Friedrich-Ebert-Str.;4604;de:08115:4604;08115045;Sindelfingen;Sindelfingen;BB;3;"Bus;Nachtbus";701,708,N73;31701_,31708_,34073_;3;31,34;9,008627485;48,7289171
Eschenried;Sindelf. Eschenried;4605;de:08115:4605;08115045;Sindelfingen;Sindelfingen;BB;3;"Bus;Nachtbus";701,701A,708,N73;31701_,31701a,31708_,34073_;4;31,34;9,010543264;48,72523003
Klostergarten;Sindelf. Klostergarten;4607;de:08115:4607;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;701,701A,704,704A;31701_,31701a,31704_,31704a;4;31;9,000104544;48,71294686
Robert-Bosch-Straße;Darmsheim Robert-Bosch-Str.;4608;de:08115:4608;08115045;Sindelfingen;Darmsheim;BB;3;Bus;717,717A,718,732,732A;31717_,31717a,31718_,31732_,31732a;5;31;8,940598745;48,69092724
Domo;Sindelfingen Domo;4609;de:08115:4609;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;701,701A,704,704A;31701_,31701a,31704_,31704a;4;31;9,000253989;48,7112293
Bachstraße;Sindelfingen Bachstr.;4610;de:08115:4610;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;704,704A;31704_,31704a;2;31;8,993881542;48,70786598
Calwer Straße;Sindelfingen Calwer Str.;4611;de:08115:4611;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;704,704A;31704_,31704a;2;31;8,997115328;48,70709274
Mercedes-Benz Tor I;Sindelf. Mercedes-Benz Tor I;4612;de:08115:4612;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;703,744,763,X16;31703_,31744_,31763_,31X16_;4;31;9,001367703;48,69810026
Goldberg Wasserturm;Sindelf. Goldb. Wasserturm;4614;de:08115:4614;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;711;31711_;1;31;9,017085832;48,70037402
Leipziger Straße;Sindelfingen Leipziger Str.;4615;de:08115:4615;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;706,711;31706_,31711_;2;31;9,019136451;48,69847627
Abzweig Rauher Kapf;Böblingen Abzw. Rauher Kapf;4617;de:08115:4617;08115003;Böblingen;Böblingen;BB;3,4;"Bus;Nachtbus";760,760A,761,X16,X76,N74;31760_,31760a,31761_,31X16_,31X76_,34074_;6;31,34;9,040452533;48,66720367
Talstraße;Böblingen Talstraße;4619;de:08115:4619;08115003;Böblingen;Böblingen;BB;3;Bus;731,732A,743,744,763,763A,766;31731_,31732a,31743_,31744_,31763_,31763a,31766_;7;31;9,000470839;48,68467446
Calwer Straße;Böblingen Calwer Str.;4620;de:08115:4620;08115003;Böblingen;Böblingen;BB;3;"Bus;Nachtbus";728,731,732A,743,744,763,763A,766,N75;31728_,31731_,31732a,31743_,31744_,31763_,31763a,31766_,34075_;9;31,34;8,997034819;48,68553773
Calwer Straße (Hulb);Böblingen Calwer Str. (Hulb);4621;de:08115:4621;08115003;Böblingen;Böblingen;BB;3;"Bus;Nachtbus";705,731,732A,743,744,763,763A,766,N75;31705_,31731_,31732a,31743_,31744_,31763_,31763a,31766_,34075_;9;31,34;8,987880832;48,68673318
Calwer Brücke;Sindelf. Calwer Brücke;4624;de:08115:4624;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;707,717,717A,749,752,763,766;31707_,31717_,31717a,31749_,31752_,31763_,31766_;7;31;8,989384437;48,70658875
Sommerhofenstraße;Sindelfingen Sommerhofenstr.;4625;de:08115:4625;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;708;31708_;1;31;9,011643256;48,7213182
Badezentrum;Sindelf. Badezentrum;4626;de:08115:4626;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;708;31708_;1;31;9,018315484;48,71902422
Pflegeheim;Sindelf. Pflegeheim;4627;de:08115:4627;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;708;31708_;1;31;9,017307589;48,71276563
Altenheim Burghalde;Sindelf. Altenheim Burghalde;4628;de:08115:4628;08115045;Sindelfingen;Sindelfingen;BB;3;"Bus;Nachtbus";708,N73;31708_,34073_;2;31,34;9,017647932;48,71451011
Burghaldenfriedhof;Sindelf. Burghaldenfriedhof;4629;de:08115:4629;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;708;31708_;1;31;9,013434428;48,71119248
Haus der Vereine;Dagersh. Haus d. Vereine;4630;de:08115:4630;08115003;Böblingen;Dagersheim;BB;3;"Bus;Nachtbus";731,731A,732,732A,743,744,763,763A,766,N75;31731_,31731a,31732_,31732a,31743_,31744_,31763_,31763a,31766_,34075_;10;31,34;8,956817968;48,68907293
Hauptstraße;Dagersheim Hauptstraße;4631;de:08115:4631;08115003;Böblingen;Dagersheim;BB;3;"Bus;Nachtbus";731,731A,732,732A,743,744,763,763A,766,N75;31731_,31731a,31732_,31732a,31743_,31744_,31763_,31763a,31766_,34075_;10;31,34;8,951220571;48,69070736
Kirche;Dagersheim Kirche;4632;de:08115:4632;08115003;Böblingen;Dagersheim;BB;3;Bus;717,717A,718,731,731A,732,732A,763;31717_,31717a,31718_,31731_,31731a,31732_,31732a,31763_;8;31;8,951233158;48,69175049
Schützenweg;Dagersheim Schützenweg;4633;de:08115:4633;08115003;Böblingen;Dagersheim;BB;3;Bus;717,717A,718,731,731A,732,732A,763;31717_,31717a,31718_,31731_,31731a,31732_,31732a,31763_;8;31;8,955537522;48,69336187
Goethestraße;Dagersh. Goethestraße;4635;de:08115:4635;08115003;Böblingen;Dagersheim;BB;3;Bus;731,731A,732A;31731_,31731a,31732a;3;31;8,962016893;48,69316632
Goldberg Realschule;Sindelf. Goldb. Realschule;4636;de:08115:4636;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;717A,732A;31717a,31732a;2;31;9,010523762;48,69840549
Alter Friedhof;Darmsheim Alter Friedhof;4637;de:08115:4637;08115045;Sindelfingen;Darmsheim;BB;3;"Bus;Nachtbus";717,717A,718,732A,766,N75;31717_,31717a,31718_,31732a,31766_,34075_;6;31,34;8,940458678;48,69456014
Hofstraße;Darmsheim Hofstraße;4638;de:08115:4638;08115045;Sindelfingen;Darmsheim;BB;3;Bus;717,717A,718,732,732A;31717_,31717a,31718_,31732_,31732a;5;31;8,935880044;48,69532207
Tessiner Straße;Darmsheim Tessiner Str.;4640;de:08115:4640;08115045;Sindelfingen;Darmsheim;BB;3;Bus;717,717A,718,732,732A;31717_,31717a,31718_,31732_,31732a;5;31;8,936142023;48,6922198
Schoßhöfe;Sindelfingen Schoßhöfe;4641;de:08115:4641;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;707,717,717A,749,752,763,766;31707_,31717_,31717a,31749_,31752_,31763_,31766_;7;31;8,982211213;48,70474444
Sindelfinger Straße;Maichingen Sindelfinger Str.;4642;de:08115:4642;08115045;Sindelfingen;Maichingen;BB;3;Bus;749;31749_;1;31;8,970981847;48,71725075
Herrenberger Straße;Maichingen Herrenberger Str.;4643;de:08115:4643;08115045;Sindelfingen;Maichingen;BB;3;Bus;704;31704_;1;31;8,962067809;48,71615113
Guttenbrunnstraße;Sindelfingen Guttenbrunnstr.;4644;de:08115:4644;08115045;Sindelfingen;Sindelfingen;BB;3;"Bus;Nachtbus";704,704A,722,745,748,749,N73;31704_,31704a,31722_,31745_,31748_,31749_,34073_;7;31,34;8,985181223;48,7238988
Essegger Straße;Sindelfingen Essegger Str.;4645;de:08115:4645;08115045;Sindelfingen;Sindelfingen;BB;3;"Bus;Nachtbus";704,704A,722,745,748,749,N73;31704_,31704a,31722_,31745_,31748_,31749_,34073_;7;31,34;8,987995382;48,72072478
Tulpenstraße;Sindelfingen Tulpenstr.;4647;de:08115:4647;08115045;Sindelfingen;Sindelfingen;BB;3;"Bus;Nachtbus";722,N73;31722_,34073_;2;31,34;8,9940032;48,71372009
Wolfstraße Altenheim;Sindelf. Wolfstr. Altenheim;4649;de:08115:4649;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;84,704,704A;30084_,31704_,31704a;3;30,31;8,99822919;48,7186301
Eschenbrünnlestraße;Sindelfingen Eschenbrünnlestr.;4652;de:08115:4652;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;706,711;31706_,31711_;2;31;9,022234619;48,7003911
Hofmeister/Schauwerk;Sindelf. Hofmeister/Schauwerk;4653;de:08115:4653;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;706,711;31706_,31711_;2;31;9,025808423;48,7021169
Textilzentrum;Sindelf. Textilzentrum;4654;de:08115:4654;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;706,711;31706_,31711_;2;31;9,034234092;48,70584654
Eichenpfädle;Dagersh. Eichenpfädle;4655;de:08115:4655;08115003;Böblingen;Dagersheim;BB;3;Bus;717,717A,718,731,731A,732,732A,763;31717_,31717a,31718_,31731_,31731a,31732_,31732a,31763_;8;31;8,961485458;48,69541427
Lange Anwanden;Sindelf. Lange Anwanden;4656;de:08115:4656;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;711,722;31711_,31722_;2;31;9,013527496;48,70387259
Goldmühlestraße;Sindelfingen Goldmühlestr.;4657;de:08115:4657;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;711,722;31711_,31722_;2;31;9,014573265;48,70266746
Nüßstraße;Sindelfingen Nüßstraße;4658;de:08115:4658;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;711,722;31711_,31722_;2;31;9,018526691;48,70256796
Gottscheer Straße;Sindelfingen Gottscheer Str.;4659;de:08115:4659;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;704,704A,745,748,749;31704_,31704a,31745_,31748_,31749_;5;31;8,988321234;48,72219958
Königsknoll;Sindelfingen Königsknoll;4660;de:08115:4660;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;84,717,717A;30084_,31717_,31717a;3;30,31;9,017822157;48,70784666
Sonnenbergstraße;Sindelfingen Sonnenbergstr.;4661;de:08115:4661;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;717,717A;31717_,31717a;2;31;9,02244209;48,7084843
Wilhelm-Haspel-Straße;Sindelfingen W.-Haspel-Str.;4662;de:08115:4662;08115045;Sindelfingen;Sindelfingen;BB;3;"Bus;Nachtbus";717,717A,N73;31717_,31717a,34073_;3;31,34;9,026599727;48,70831253
DRK;Sindelfingen DRK;4663;de:08115:4663;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;708,709;31708_,31709_;2;31;9,013946376;48,69592318
Reiterhof;Sindelfingen Reiterhof;4664;de:08115:4664;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;706,717,717A;31706_,31717_,31717a;3;31;9,035377587;48,70895759
Viehweide;Sindelf. Viehweide;4665;de:08115:4665;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;706,717,717A;31706_,31717_,31717a;3;31;9,0368173;48,70820176
Krankenhaus;Sindelf. Krankenhaus;4666;de:08115:4666;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;708;31708_;1;31;9,023273895;48,71477886
Schwabstraße;Böblingen Schwabstraße;4667;de:08115:4667;08115003;Böblingen;Böblingen;BB;3;Bus;724;31724_;1;31;9,022282323;48,68574231
Feldbergstraße;Böblingen Feldbergstr.;4668;de:08115:4668;08115003;Böblingen;Böblingen;BB;3;Bus;724;31724_;1;31;9,029996588;48,68594735
Eichendorff-Schule;Böblingen Eichendorff-Schule;4669;de:08115:4669;08115003;Böblingen;Böblingen;BB;3;"Bus;Nachtbus";723,724,725,N73;31723_,31724_,31725_,34073_;4;31,34;9,03265694;48,68354561
Schulzentrum Murkenbach;Böbl. Schulzentrum Murkenbach;4670;de:08115:4670;08115003;Böblingen;Böblingen;BB;3;Bus;723,724,728A;31723_,31724_,31728a;3;31;9,027046064;48,67976124
Nürtinger Straße;Böblingen Nürtinger Straße;4671;de:08115:4671;08115003;Böblingen;Böblingen;BB;3;Bus;724;31724_;1;31;9,02962474;48,67733261
Schönaicher First;Böblingen Schönaicher First;4672;de:08115:4672;08115003;Böblingen;Böblingen;BB;3,4;"Bus;Nachtbus";709,724,760,760A,761,X16,X76,N74;31709_,31724_,31760_,31760a,31761_,31X16_,31X76_,34074_;8;31,34;9,037223586;48,67014533
Taunusstraße;Böblingen Taunusstraße;4673;de:08115:4673;08115003;Böblingen;Böblingen;BB;3,4;Bus;709,724;31709_,31724_;2;31;9,041091009;48,66768004
Rauher Kapf;Böblingen Rauher Kapf;4674;de:08115:4674;08115003;Böblingen;Böblingen;BB;3,4;Bus;709,724;31709_,31724_;2;31;9,046400275;48,6686492
Waldburgstraße;Böblingen Waldburgstr.;4675;de:08115:4675;08115003;Böblingen;Böblingen;BB;3;Bus;721,721A;31721_,31721a;2;31;9,022731197;48,68724397
Elsa-Brändström-Straße;Böblingen E.-Brändström-Str.;4676;de:08115:4676;08115003;Böblingen;Böblingen;BB;3;Bus;721;31721_;1;31;9,026915536;48,68943722
Kreiskrankenhaus;Böblingen Kreiskrankenhaus;4677;de:08115:4677;08115003;Böblingen;Böblingen;BB;3;Bus;721;31721_;1;31;9,033205003;48,69077543
Albert-Einstein-Gymnasium;Böbl. Albert-Einstein-Gymn.;4680;de:08115:4680;08115003;Böblingen;Böblingen;BB;3;Bus;728A;31728a;1;31;9,020925234;48,68817055
Silberweg;Böblingen Silberweg;4683;de:08115:4683;08115003;Böblingen;Böblingen;BB;3;"Bus;Ruftaxi";706,708,722,RT708;31706_,31708_,31722_,50708_;4;31,5;9,021620272;48,69353894
Schafgasse;Böblingen Schafgasse;4684;de:08115:4684;08115003;Böblingen;Böblingen;BB;3;Bus;723,725;31723_,31725_;2;31;9,017229111;48,68292854
Reußensteinstraße;Böblingen Reußensteinstr.;4685;de:08115:4685;08115003;Böblingen;Böblingen;BB;3;Bus;725;31725_;1;31;9,024154621;48,68183917
Alter Friedhof;Böblingen Alter Friedhof;4686;de:08115:4686;08115003;Böblingen;Böblingen;BB;3;"Bus;Nachtbus";723,N73;31723_,34073_;2;31,34;9,021099586;48,6830178
Gemeindehaus;Böblingen Gemeindehaus;4687;de:08115:4687;08115003;Böblingen;Böblingen;BB;3;Bus;723,724;31723_,31724_;2;31;9,029339795;48,67769239
Murkenbachweg;Böblingen Murkenbachweg;4688;de:08115:4688;08115003;Böblingen;Böblingen;BB;3;Bus;723;31723_;1;31;9,032421514;48,67657647
Tannenberg;Böblingen Tannenberg;4689;de:08115:4689;08115003;Böblingen;Böblingen;BB;3;Bus;723;31723_;1;31;9,037338587;48,67865223
Herdweg (Postamt);Böblingen Herdweg (Postamt);4690;de:08115:4690;08115003;Böblingen;Böblingen;BB;3;Bus;723,724;31723_,31724_;2;31;9,026857933;48,68341225
Reiterhof;Böblingen Reiterhof;4691;de:08115:4691;08115003;Böblingen;Böblingen;BB;3;Bus;709,728,728A;31709_,31728_,31728a;3;31;9,016085234;48,67348656
Hallenbad;Böblingen Hallenbad;4692;de:08115:4692;08115003;Böblingen;Böblingen;BB;3;"Bus;Nachtbus";709,760,760A,761,X16,X76,N74;31709_,31760_,31760a,31761_,31X16_,31X76_,34074_;7;31,34;9,025198037;48,67741462
Schönbuchstraße (Sporth.);Böbl. Schönbuchstr. (Sporth.);4693;de:08115:4693;08115003;Böblingen;Böblingen;BB;3;Nachtbus;N74;34074_;1;34;9,018340897;48,67809039
Schönbuchstraße;Böblingen Schönbuchstr.;4694;de:08115:4694;08115003;Böblingen;Böblingen;BB;3;Nachtbus;N74;34074_;1;34;9,011305722;48,67315443
Diezenhaldenweg;Böblingen Diezenhaldenweg;4695;de:08115:4695;08115003;Böblingen;Böblingen;BB;3;Bus;701,709;31701_,31709_;2;31;9,010762872;48,67433251
Maurener Weg;Böblingen Maurener Weg;4696;de:08115:4696;08115003;Böblingen;Böblingen;BB;3;"Bus;Nachtbus";721,721A,N73;31721_,31721a,34073_;3;31,34;9,002874125;48,67676999
Amsterdamer Straße;Böblingen Amsterdamer Str.;4697;de:08115:4697;08115003;Böblingen;Böblingen;BB;3;Bus;721,721A;31721_,31721a;2;31;9,000429876;48,67378452
Geleener Straße/Kindergarten;Böbl. Geleener Str./Kinderg.;4698;de:08115:4698;08115003;Böblingen;Böblingen;BB;3;Bus;721;31721_;1;31;8,995921924;48,67450387
Geleener Straße;Böblingen Geleener Str.;4699;de:08115:4699;08115003;Böblingen;Böblingen;BB;3;Bus;721;31721_;1;31;9,000104043;48,67659918
Berliner Straße;Böblingen Berliner Straße;4700;de:08115:4700;08115003;Böblingen;Böblingen;BB;3;Bus;721,721A;31721_,31721a;2;31;9,006649505;48,6800341
Steinbeisstraße;Böblingen Steinbeisstr.;4702;de:08115:4702;08115003;Böblingen;Böblingen;BB;3;Bus;721;31721_;1;31;9,005658386;48,68164382
Eugen-Bolz-Straße Ost;Böblingen Eugen-Bolz-Str. Ost;4703;de:08115:4703;08115003;Böblingen;Böblingen;BB;3;Bus;701,701A;31701_,31701a;2;31;9,01066831;48,67650871
Freudenstädter Straße;Böblingen Freudenstädter Str.;4704;de:08115:4704;08115003;Böblingen;Böblingen;BB;3;Bus;701,701A,728,728A;31701_,31701a,31728_,31728a;4;31;9,009472712;48,67315461
Freiburger Allee;Böblingen Freiburger Allee;4705;de:08115:4705;08115003;Böblingen;Böblingen;BB;3;Bus;701,701A,728,728A;31701_,31701a,31728_,31728a;4;31;9,005399202;48,67185097
Kremser Straße;Böblingen Kremser Straße;4707;de:08115:4707;08115003;Böblingen;Böblingen;BB;3;Bus;728,728A,731A,732,732A,763A;31728_,31728a,31731a,31732_,31732a,31763a;6;31;8,992716773;48,67973738
Bühler Straße;Böblingen Bühler Straße;4710;de:08115:4710;08115003;Böblingen;Böblingen;BB;3;"Bus;Nachtbus";721,721A,N73;31721_,31721a,34073_;3;31,34;8,99931649;48,66761564
Danziger Straße;Böblingen Danziger Straße;4711;de:08115:4711;08115003;Böblingen;Böblingen;BB;3;R-Bahn;RB46;12046_;1;12;8,997170922;48,67897319
Heusteigstraße;Böblingen Heusteigstraße;4712;de:08115:4712;08115003;Böblingen;Böblingen;BB;3;"Bus;R-Bahn";RB46,728A;12046_,31728a;2;12,31;9,02572669;48,67563398
Zimmerschlag;Böblingen Zimmerschlag;4713;de:08115:4713;08115003;Böblingen;Böblingen;BB;3,4;R-Bahn;RB46;12046_;1;12;9,035133021;48,67056865
Ochsentrog;Böblingen Ochsentrog;4714;de:08115:4714;08115003;Böblingen;Böblingen;BB;3;"Bus;Nachtbus";721,721A,N73;31721_,31721a,34073_;3;31,34;8,99609861;48,67193202
Waldfriedhof;Böblingen Waldfriedhof;4715;de:08115:4715;08115003;Böblingen;Böblingen;BB;3;Bus;721,721A;31721_,31721a;2;31;8,992881065;48,66939598
Herrenberger Straße;Böblingen Herrenberger Straße;4716;de:08115:4716;08115003;Böblingen;Böblingen;BB;3;Bus;728,728A,732,732A,763A;31728_,31728a,31732_,31732a,31763a;5;31;8,984814115;48,67738061
Kreistierheim;Böblingen Kreistierheim;4717;de:08115:4717;08115003;Böblingen;Böblingen;BB;3;Bus;728,732,752,763A;31728_,31732_,31752_,31763a;4;31;8,976396169;48,67513111
Schickardstraße;Böblingen Schickardstraße;4718;de:08115:4718;08115003;Böblingen;Böblingen;BB;3;Bus;732,763A;31732_,31763a;2;31;8,970379567;48,67753075
Hanns-Klemm-Straße West;Böbl. Hanns-Klemm-Str. West;4719;de:08115:4719;08115003;Böblingen;Böblingen;BB;3;Bus;728,752;31728_,31752_;2;31;8,97651639;48,67951049
Dornierstraße;Böblingen Dornierstraße;4721;de:08115:4721;08115003;Böblingen;Böblingen;BB;3;Bus;707,728,752;31707_,31728_,31752_;3;31;8,979760638;48,68276638
Otto-Lilienthal-Straße;Böblingen Otto-Lilienthal-Str.;4722;de:08115:4722;08115003;Böblingen;Böblingen;BB;3;Bus;728;31728_;1;31;8,98551819;48,68477255
Heinkelstraße;Böblingen Heinkelstraße;4723;de:08115:4723;08115003;Böblingen;Böblingen;BB;3;Bus;728;31728_;1;31;8,989294054;48,68301041
Hanns-Klemm-Straße Ost;Böbl. Hanns-Klemm-Str. Ost;4724;de:08115:4724;08115003;Böblingen;Böblingen;BB;3;Bus;728;31728_;1;31;8,994223639;48,68433264
Katholische Kirche;Aidl. Katholische Kirche;4725;de:08115:4725;08115001;Aidlingen;Aidlingen;BB;4;"Bus;Nachtbus;Ruftaxi";743,744,763,763A,764,768,768A,N75,RT763;31743_,31744_,31763_,31763a,31764_,31768_,31768a,34075_,50763_;9;31,34,50;8,894157337;48,67904204
Rathaus;Gärtringen Rathaus;4727;de:08115:4727;08115015;Gärtringen;Gärtringen;BB;4;"Bus;Ruftaxi";753,759,768,768A,RT759;31753_,31759_,31768_,31768a,50759_;5;31,5;8,902322105;48,641865
Rathaus;Rohrau Rathaus;4729;de:08115:4729;08115015;Gärtringen;Rohrau;BB;4;"Bus;Nachtbus;Ruftaxi";753,N77,RT753;31753_,34077_,50753_;3;31,34,50;8,923678081;48,62529867
Mitte;Nufringen Mitte;4735;de:08115:4735;08115037;Nufringen;Nufringen;BB;4,5;Bus;753;31753_;1;31;8,888943764;48,62269871
Kuppinger Straße;Nufringen Kuppinger Str.;4736;de:08115:4736;08115037;Nufringen;Nufringen;BB;4,5;Bus;753;31753_;1;31;8,887212299;48,6205478
Polizeihochschule;Herrenberg Polizeihochschule;4737;de:08115:4737;08115021;Herrenberg;Herrenberg;BB;5;"Bus;Ruftaxi";753,783,RT783;31753_,31783_,50783_;3;31,5;8,879195604;48,60934389
Bronntor;Herrenberg Bronntor;4739;de:08115:4739;08115021;Herrenberg;Herrenberg;BB;5;"Bus;Nachtbus;Ruftaxi";753,780,783,N77,RT780,RT783;31753_,31780_,31783_,34077_,50780_,50783_;6;31,34,50;8,868283921;48,59704803
Einkaufszentrum;Oberjettingen Einkaufszentrum;4741;de:08115:4741;08115053;Jettingen;Oberjettingen;BB;5;"Bus;Nachtbus;Ruftaxi";774,774A,N70,RT77;31774_,31774a,34070_,51077_;4;31,34,51;8,765951947;48,57357702
Sindlinger Straße;Haslach Sindlinger Str.;4742;de:08115:4742;08115021;Herrenberg;Haslach;BB;5;"Bus;Ruftaxi";774,774A,RT77;31774_,31774a,51077_;3;31,51;8,839838101;48,58055554
Kirche;Haslach Kirche;4743;de:08115:4743;08115021;Herrenberg;Haslach;BB;5;"Bus;Ruftaxi";774,774A,RT77;31774_,31774a,51077_;3;31,51;8,8397763;48,5829655
Randenstraße;Haslach Randenstraße;4744;de:08115:4744;08115021;Herrenberg;Haslach;BB;5;"Bus;Ruftaxi";774,774A,RT77;31774_,31774a,51077_;3;31,51;8,833143153;48,58461076
Postamt;Nebringen Postamt;4745;de:08115:4745;08115016;Gäufelden;Nebringen;BB;5;"Bus;Nachtbus;Ruftaxi";776,777,790,N70,RT77;31776_,31777_,31790_,34070_,51077_;5;31,34,51;8,848051438;48,56232945
Stuttgarter Straße;Öschelbronn Stuttg. Str.;4746;de:08115:4746;08115016;Gäufelden;Öschelbronn (Gäufelden);BB;5;"Bus;Ruftaxi";776,RT77;31776_,51077_;2;31,51;8,827556584;48,55328998
Rathaus;Öschelbronn Rathaus;4747;de:08115:4747;08115016;Gäufelden;Öschelbronn (Gäufelden);BB;5;"Bus;Nachtbus";776,777,790,N70;31776_,31777_,31790_,34070_;4;31,34;8,823576459;48,55261851
Post;Öschelbronn Post;4748;de:08115:4748;08115016;Gäufelden;Öschelbronn (Gäufelden);BB;5;Bus;776,777,790;31776_,31777_,31790_;3;31;8,818723199;48,55372609
Weildorf;Bondorf Weildorf;4749;de:08115:4749;08115004;Bondorf;Bondorf;BB;5;Nachtbus;N70;34070_;1;34;8,843953623;48,53342134
Maurener Straße;Ehningen Maurener Straße;4753;de:08115:4753;08115013;Ehningen;Ehningen;BB;4;Bus;764;31764_;1;31;8,951560748;48,66138287
Würmbrücke;Ehningen Würmbrücke;4756;de:08115:4756;08115013;Ehningen;Ehningen;BB;4;Bus;752;31752_;1;31;8,935954031;48,65805707
Königsberger Straße;Ehningen Königsb. Str.;4757;de:08115:4757;08115013;Ehningen;Ehningen;BB;4;Bus;752;31752_;1;31;8,932754257;48,65529455
Schulmeisterbuche;Herrenberg Schulmeisterbuche;4758;de:08115:4758;08115021;Herrenberg;Herrenberg;BB;5;Bus;774,774A,X77;31774_,31774a,31X77_;3;31;8,831412382;48,59562427
Öfele;Oberjettingen Öfele;4759;de:08115:4759;08115053;Jettingen;Oberjettingen;BB;5;Bus;774A;31774a;1;31;8,796904084;48,58683688
Hochwiesenstraße;Bondorf Hochwiesenstr.;4760;de:08115:4760;08115004;Bondorf;Bondorf;BB;5;"Bus;Nachtbus";N70,7627,X27;34070_,80627_,80X27_;3;34,8;8,835330539;48,52017202
Bahnbrücke;Bondorf Bahnbrücke;4761;de:08115:4761;08115004;Bondorf;Bondorf;BB;5;"Bus;Nachtbus";N70,7627,X27;34070_,80627_,80X27_;3;34,8;8,82990643;48,51891417
Schönberg;Holzgerlingen Schönberg;4763;de:08115:4763;08115024;Holzgerlingen;Holzgerlingen;BB;4;Bus;756,757;31756_,31757_;2;31;9,028477916;48,64296337
Aidlinger Straße;Dagersheim Aidlinger Str.;4764;de:08115:4764;08115003;Böblingen;Dagersheim;BB;3;Bus;717,718,732,732A,743,744,763,763A;31717_,31718_,31732_,31732a,31743_,31744_,31763_,31763a;8;31;8,945353779;48,68988644
Diakonissenmutterhaus;Aidl. Diakon.mutterhaus;4765;de:08115:4765;08115001;Aidlingen;Aidlingen;BB;4;Bus;743,744,763,763A;31743_,31744_,31763_,31763a;4;31;8,920160949;48,67968334
Furthmühle;Aidlingen Furthmühle;4766;de:08115:4766;08115001;Aidlingen;Aidlingen;BB;4;"Bus;Ruftaxi";743,744,763,763A,764,768A,RT763;31743_,31744_,31763_,31763a,31764_,31768a,50763_;7;31,5;8,906255633;48,67957402
Löchlesberg;Döffingen Löchlesberg;4768;de:08115:4768;08115054;Grafenau;Döffingen;BB;4;"Bus;Nachtbus;Ruftaxi";749,766,N75,RT766;31749_,31766_,34075_,50766_;4;31,34,50;8,916402871;48,7023598
Kapellenberg;Döffingen Kapellenberg;4769;de:08115:4769;08115054;Grafenau;Döffingen;BB;4;"Bus;Nachtbus;Ruftaxi";749,766,N75,RT766;31749_,31766_,34075_,50766_;4;31,34,50;8,918362761;48,70861097
Rathaus;Döffingen Rathaus;4770;de:08115:4770;08115054;Grafenau;Döffingen;BB;4;"Bus;Nachtbus;Ruftaxi";749,766,N75,RT766;31749_,31766_,34075_,50766_;4;31,34,50;8,91057256;48,71124002
