Name;Name mit Ort;Steigname;Nummer;Bereich;Steig;Globale ID;Landkreis;GKZ;Gemeinde;Teilort;Tarifzonen;Betriebszweige;Verkehrsmittel;Linien (DIVA);Linien (EFA);Anzahl Linien;X-Koordinate;Y-Koordinate;Sitzmöglichkeit vorhanden?;Wetterschutz vorhanden?;Breite des Bahn/Bussteigs [cm];Höhe über Straße/Schienenoberkante [cm];Höhe der zweiten Ebene über Straße/Schienenoberkante [cm];Stufe Straße zu Einstiegsposition [cm];Bodenindikatoren als Leitstreifen (taktil)
Mercedes-Benz P305;Sindelf. Mercedes-Benz P305;Rtg Junkersstr;3246;0;4;de:08115:3246:0:4;BB;08115045;Sindelfingen;Sindelfingen;3;31;Bus;31707_,31752_;707,752;2;8,978113015;48,69317941;Ja;Ja;250;20;;Ebenerdig;Nein
Lüglenweg;Herrenberg Lüglenweg;Rtg Waldfriedhof Grafenweg;3248;0;1;de:08115:3248:0:1;BB;08115021;Herrenberg;Herrenberg;5;31;Bus;31751_,31782_;751,782;2;8,886299758;48,59794841;;;;;;Keine Angabe;
Lüglenweg;Herrenberg Lüglenweg;Rtg Seniorenzentrum;3248;0;2;de:08115:3248:0:2;BB;08115021;Herrenberg;Herrenberg;5;31;Bus;31751_;751;1;8,886164141;48,59796627;;;;;;Keine Angabe;
Talstraße;Ehningen Talstraße;Rtg Ehingen Bf;3250;0;3;de:08115:3250:0:3;BB;08115013;Ehningen;Ehningen;4;31;Bus;31764_,31768_,31768a;764,768,768A;3;8,941425969;48,65657619;Nein;Nein;150;15;;Ebenerdig;Nein
Zentrum Ziegelfeld;Herrenberg Zentrum Ziegelfeld;Rtg ???;3252;0;3;de:08115:3252:0:3;BB;08115021;Herrenberg;Herrenberg;5;31;Bus;31782_;782;1;8,882252049;48,5953365;;;;;;Keine Angabe;
Westrandallee;Schönaich Westrandallee;Rtg Böblingen;3254;0;1;de:08115:3254:0:1;BB;08115044;Schönaich;Schönaich;4;31,34;"Bus;Nachtbus";31760a,31X16_,31X76_,34074_;760A,X16,X76,N74;4;9,054255925;48,66383471;;;;;;Keine Angabe;
Westrandallee;Schönaich Westrandallee;Rtg Schönaich Bahnhofstraße;3254;0;2;de:08115:3254:0:2;BB;08115044;Schönaich;Schönaich;4;31;Bus;31X16_,31X76_;X16,X76;2;9,053889546;48,66397877;;;;;;Keine Angabe;
Gewerbegebiet;Alfdorf Gewerbegebiet;Rtg Adelstetten;3256;0;1;de:08119:3256:0:1;WN;08119001;Alfdorf;Alfdorf;5;31;Bus;31268_;268;1;9,735894117;48,84552493;;;;;;Keine Angabe;
Bonholz;Alfdorf Bonholz;Rtg Adelstetten;3257;0;1;de:08119:3257:0:1;WN;08119001;Alfdorf;Alfdorf;5;31;Bus;31268_;268;1;9,742284007;48,84460268;;;;;;Keine Angabe;
Lachenstraße;Schönaich Lachenstraße;Rtg Böblingen;3258;0;1;de:08115:3258:0:1;BB;08115044;Schönaich;Schönaich;4;31,34;"Bus;Nachtbus";31760a,31X16_,31X76_,34074_;760A,X16,X76,N74;4;9,05835207;48,66073925;;;;;;Keine Angabe;
Lachenstraße;Schönaich Lachenstraße;Rtg Neues Rathaus/Eiche;3258;0;2;de:08115:3258:0:2;BB;08115044;Schönaich;Schönaich;4;31;Bus;31X16_,31X76_;X16,X76;2;9,05829773;48,66070331;;;;;;Keine Angabe;
Johannes-Täufer-Kirche;Magstadt Joh.-Täufer-Kirche;Rtg Renninger Str.;3295;0;3;de:08115:3295:0:3;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31X74_;X74;1;8,962415486;48,7423822;Nein;Nein;250;15;;Ebenerdig;Nein
Johannes-Täufer-Kirche;Magstadt Joh.-Täufer-Kirche;Rtg Ringstr.;3295;0;4;de:08115:3295:0:4;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31X74_;X74;1;8,962864131;48,7424363;Nein;Nein;250;15;;Ebenerdig;Nein
Oswaldstraße;Magstadt Oswaldstraße;eRtg Johannes-Kepler-Schule;3296;0;3;de:08115:3296:0:3;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,965841627;48,74264403;Nein;Nein;150;15;;Ebenerdig;Nein
Oswaldstraße;Magstadt Oswaldstraße;eRtg Hutwiesenstraße;3296;0;4;de:08115:3296:0:4;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,965841627;48,74264403;Nein;Nein;150;15;;Ebenerdig;Nein
Hutwiesenstraße;Magstadt Hutwiesenstraße;eRtg Oswaldstraße;3297;0;3;de:08115:3297:0:3;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,975276251;48,74554195;Nein;Nein;150;15;;Ebenerdig;Nein
Hutwiesenstraße;Magstadt Hutwiesenstraße;eRtg Ringstraße;3297;0;4;de:08115:3297:0:4;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,975276251;48,74554195;Nein;Nein;150;15;;Ebenerdig;Nein
Brauereiplatz;Magstadt Brauereiplatz;eRtg Renninger Straße;3298;0;3;de:08115:3298:0:3;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,962498198;48,74083553;Nein;Nein;250;20;;Ebenerdig;Nein
Brauereiplatz;Magstadt Brauereiplatz;eRtg Magstadt;3298;0;4;de:08115:3298:0:4;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,962498198;48,74083553;Nein;Nein;150;20;;Ebenerdig;Nein
Kniebisstraße;Magstadt Kniebisstraße;eRtg Brühlstraße 22;3300;0;3;de:08115:3300:0:3;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,956850645;48,74697541;Nein;Nein;250;15;;Stufenhöhe;Nein
Kniebisstraße;Magstadt Kniebisstraße;eRtg Renninger Straße;3300;0;4;de:08115:3300:0:4;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,956850645;48,74697541;Nein;Nein;150;15;;Stufenhöhe;Nein
Esslinger Weg;Magstadt Esslinger Weg;eRtg Johannes-Kepler-Schule;3301;0;3;de:08115:3301:0:3;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,97669343;48,73876195;Ja;Ja;150;15;;Stufenhöhe;Nein
Esslinger Weg;Magstadt Esslinger Weg;eRtg Waldfriedhof;3301;0;4;de:08115:3301:0:4;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,97669343;48,73876195;Nein;Nein;250;15;;Ebenerdig;Nein
Johannes-Kepler-Schule;Magstadt J.-Kepler-Schule;eRtg Oswaldstr./Marktplatz/Planstraße;3302;0;3;de:08115:3302:0:3;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,970343285;48,740568;Nein;Nein;150;15;;Stufenhöhe;Nein
Johannes-Kepler-Schule;Magstadt J.-Kepler-Schule;eRtg Esslinger Weg/Hölderlinstraße;3302;0;4;de:08115:3302:0:4;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_;745;1;8,970343285;48,740568;Ja;Ja;250;15;;Ebenerdig;Nein
Renninger Straße;Magstadt Renninger Str.;eRtg Leonberg/Renningen;3304;0;3;de:08115:3304:0:3;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_,31X74_;745,X74;2;8,956961941;48,74398996;Nein;Nein;150;15;;Ebenerdig;Nein
Renninger Straße;Magstadt Renninger Str.;eRtg Weilemer Str.;3304;0;4;de:08115:3304:0:4;BB;08115029;Magstadt;Magstadt;3,4;31;Bus;31745_,31X74_;745,X74;2;8,956975538;48,74398997;Nein;Nein;250;15;;Stufenhöhe;Nein
Abzweig Bahnhof;Markgröningen Abzw. Bf;Rtg Markgröningen;3306;0;3;de:08118:3306:0:3;LB;08118050;Markgröningen;Markgröningen;2,3;31,34;"Bus;Nachtbus";31531_,31532_,34053_;531,532,N53;3;9,089916483;48,90494234;Nein;Nein;150;20;;Ebenerdig;Ja
Abzweig Bahnhof;Markgröningen Abzw. Bf;Rtg Asperg;3306;0;4;de:08118:3306:0:4;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31531_,31532_;531,532;2;9,091457712;48,90486019;Ja;Ja;250;17;;Ebenerdig;Ja
Pappelweg;Markgröningen Pappelweg;eRtg Rebsteige;3307;0;3;de:08118:3307:0:3;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31533_;533;1;9,07389113;48,90647348;Nein;Nein;150;15;;Stufenhöhe;Nein
Pappelweg;Markgröningen Pappelweg;eRtg Helene-Lange-Schule;3307;0;4;de:08118:3307:0:4;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31533_;533;1;9,07389113;48,90647348;Nein;Nein;150;15;;Ebenerdig;Nein
Pfullinger Straße;Pfullinger Straße;Rtg Tränke;3308;0;3;de:08111:3308:0:3;S;08111000;Stuttgart;Stuttgart;1;30;Bus;30071_,30073_,30074_,30076_,30077_;71,73,74,76,77;5;9,169169482;48,74005995;Nein;Nein;150;15;;Stufenhöhe;Nein
Pfullinger Straße;Pfullinger Straße;Rtg Albschule;3308;0;4;de:08111:3308:0:4;S;08111000;Stuttgart;Stuttgart;1;30;Bus;30071_,30073_,30074_,30076_,30077_;71,73,74,76,77;5;9,169169482;48,74005995;Ja;Ja;250;17;;Stufenhöhe;Nein
Tränke;Tränke;Rtg Hohe Eiche;3309;0;3;de:08111:3309:0:3;S;08111000;Stuttgart;Stuttgart;1;30;Bus;30071_,30073_,30074_,30076_,30077_;71,73,74,76,77;5;9,169066716;48,737803;Ja;Ja;250;15;;Stufenhöhe;Nein
Tränke;Tränke;Rtg Pfullinger Str.;3309;0;4;de:08111:3309:0:4;S;08111000;Stuttgart;Stuttgart;1;30;Bus;30071_,30073_,30074_,30076_,30077_;71,73,74,76,77;5;9,169066716;48,737803;Nein;Nein;250;15;;Ebenerdig;Nein
Haus Frank;Markgröningen Haus Frank;Rtg Unterriexingen;3310;0;3;de:08118:3310:0:3;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31532_,31532a;532,532A;2;9,077321646;48,91074249;Ja;Ja;150;15;;Ebenerdig;Nein
Haus Frank;Markgröningen Haus Frank;Rtg Festplatz;3310;0;4;de:08118:3310:0:4;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31532_,31532a,31534a;532,532A,534A;3;9,077498377;48,91034671;Ja;Ja;250;15;;Ebenerdig;Nein
Helene-Lange-Schule;Markgr. H.-Lange-Schule;eRtg Pappelw./Münchinger Str./Haus Frank;3311;0;3;de:08118:3311:0:3;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31531_,31531a,31532_,31533_;531,531A,532,533;4;9,078800528;48,90562494;Nein;Ja;250;15;;Ebenerdig;Nein
Helene-Lange-Schule;Markgr. H.-Lange-Schule;eRtg Mitte/Helenenstraße;3311;0;4;de:08118:3311:0:4;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31531a,31533_,31533a;531A,533,533A;3;9,078800528;48,90562494;Ja;;250;15;;Ebenerdig;Nein
Am Wasserturm;Markgr. Am Wasserturm;eRtg Klinik/Schule;3312;0;3;de:08118:3312:0:3;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31531_,31532_;531,532;2;9,112753927;48,90635191;Ja;Ja;250;15;;Ebenerdig;Nein
Am Wasserturm;Markgr. Am Wasserturm;eRtg Markgröninger Straße;3312;0;4;de:08118:3312:0:4;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31531_,31532_;531,532;2;9,112753927;48,90635191;Ja;Ja;250;15;;Ebenerdig;Nein
Mitte/Wernerstraße;Markgröningen Mitte/Wernerstr.;eRtg Münchinger Straße/Mitte Volksbank;3313;1;3;de:08118:3313:1:3;LB;08118050;Markgröningen;Markgröningen;2,3;31,34;"Bus;Nachtbus";31531_,31532_,34053_;531,532,N53;3;9,086520197;48,90506185;Nein;Nein;150;17;;Ebenerdig;Ja
Mitte/Wernerstraße;Markgröningen Mitte/Wernerstr.;eRtg Abzw. Bahnhof/Sträßle;3313;2;4;de:08118:3313:2:4;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31531_,31532_;531,532;2;9,085483546;48,90508061;Nein;Nein;250;20;;Ebenerdig;Ja
Münchinger Straße;Markgröningen Münchinger Str.;Pos 3;3314;1;3;de:08118:3314:1:3;LB;08118050;Markgröningen;Markgröningen;2,3;31,34;"Bus;Nachtbus";31531_,31531a,31533_,31533a,31534a,34053_;531,531A,533,533A,534A,N53;6;9,084086862;48,9019164;Nein;Nein;150;15;;Ebenerdig;Nein
Münchinger Straße;Markgröningen Münchinger Str.;Pos 4;3314;2;4;de:08118:3314:2:4;LB;08118050;Markgröningen;Markgröningen;2,3;31,34;"Bus;Nachtbus";31531_,31533_,34053_;531,533,N53;3;9,084086862;48,9019164;Ja;Ja;150;15;;Ebenerdig;Nein
Sträßle;Markgröningen Sträßle;Rtg Möglingen;3315;0;3;de:08118:3315:0:3;LB;08118050;Markgröningen;Markgröningen;2,3;31,34;"Bus;Nachtbus";31533_,31534a,34053_;533,534A,N53;3;9,09380551;48,89848284;Ja;Ja;150;15;;Ebenerdig;Nein
Sträßle;Markgröningen Sträßle;Rtg Markgröningen;3315;0;4;de:08118:3315:0:4;LB;08118050;Markgröningen;Markgröningen;2,3;31,34;"Bus;Nachtbus";31533_,31533a,34053_;533,533A,N53;3;9,093205892;48,8987441;Nein;Nein;150;15;;Ebenerdig;Nein
Stuttgarter Weg;Markgr. Stuttgarter Weg;eRtg Münchinger Straße;3316;0;3;de:08118:3316:0:3;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31533_;533;1;9,087589099;48,90011534;Nein;Nein;250;15;;Ebenerdig;Nein
Stuttgarter Weg;Markgr. Stuttgarter Weg;eRtg Endpunkt/Sträßle;3316;0;4;de:08118:3316:0:4;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31533_,31534a;533,534A;2;9,087589099;48,90011534;Nein;Nein;150;15;;Ebenerdig;Nein
Mitte/Volksbank;Markgröningen Mitte/Volksbank;eRtg Heyd-Schule/Festplatz;3317;1;3;de:08118:3317:0:3;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31532_,31532a,31533_;532,532A,533;3;9,083970173;48,90551336;Ja;Ja;250;15;;Ebenerdig;Nein
Mitte/Volksbank;Markgröningen Mitte/Volksbank;Rtg Münchinger Str.;3317;2;5;de:08118:3317:2:5;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31531_;531;1;9,083507371;48,90609819;;;;;;Keine Angabe;
Ernst-Bauer-Platz;Renningen Ernst-Bauer-Pl.;Rtg Post/Renningen;3318;1;3;de:08115:3318:1:3;BB;08115041;Renningen;Renningen;4;31;Bus;31637_;637;1;8,936375423;48,76635364;Ja;Nein;150;20;;Ebenerdig;Nein
Ernst-Bauer-Platz;Renningen Ernst-Bauer-Pl.;Rtg Friedhof;3318;1;4;de:08115:3318:1:4;BB;08115041;Renningen;Renningen;4;31;Bus;31637_;637;1;8,935993669;48,76704585;Ja;Ja;250;20;;Ebenerdig;Nein
Friedhof;Renningen Friedhof;Rtg Ernst-Bauer-Pl.;3319;0;3;de:08115:3319:0:3;BB;08115041;Renningen;Renningen;4;31;Bus;31637_;637;1;8,936432713;48,76405162;Nein;Nein;150;15;;Ebenerdig;Nein
Friedhof;Renningen Friedhof;Rtg Süd;3319;0;4;de:08115:3319:0:4;BB;08115041;Renningen;Renningen;4;31;Bus;31637_;637;1;8,936432713;48,76405162;Nein;Nein;150;15;;Ebenerdig;Nein
Hummelbaum;Renningen Hummelbaum;Rtg Keltenstr.;3320;0;5;de:08115:3320:0:5;BB;08115041;Renningen;Renningen;4;31;Bus;31637_;637;1;8,939130601;48,77155272;Nein;Nein;150;15;;Ebenerdig;Nein
Hummelbaum;Renningen Hummelbaum;Rtg E.-Bauer-Platz;3320;0;6;de:08115:3320:0:6;BB;08115041;Renningen;Renningen;4;31;Bus;31637_;637;1;8,938981072;48,77145372;Nein;Nein;150;15;;Ebenerdig;Nein
Bosch Tor III;Schwieberdingen Bosch Tor III;Rtg Ludwigsb. Str.;3321;0;3;de:08118:3321:0:3;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31;Bus;31503_;503;1;9,083942217;48,8808478;Ja;Ja;250;17;;Ebenerdig;Ja
Bosch Tor III;Schwieberdingen Bosch Tor III;Rtg Zuff.Porsche/Mögl.Schwd.Str.;3321;0;4;de:08118:3321:0:4;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31;Bus;31503_;503;1;9,083942217;48,8808478;Ja;Ja;250;17;;Ebenerdig;Ja
Glemstal;Schwieberdingen Glemstal;eRtg Hemmingen;3322;1;3;de:08118:3322:1:3;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31,34;"Bus;Nachtbus";31501_,31502_,31503_,31531a,31534_,34055_;501,502,503,531A,534,N55;6;9,070302936;48,87709825;Ja;Ja;250;17;;Ebenerdig;Ja
Glemstal;Schwieberdingen Glemstal;eRtg Mitte;3322;1;4;de:08118:3322:1:4;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31,34;"Bus;Nachtbus";31501_,31502_,31503_,31531a,31534_,34053_,34055_;501,502,503,531A,534,N53,N55;7;9,070316506;48,87705328;Ja;Ja;250;20;;Ebenerdig;Ja
Robert-Bosch-Straße;Schwieberd. Robert-Bosch-Str.;eRtg Siemensstraße;3323;0;3;de:08118:3323:0:3;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31;Bus;31504_,31531_,31534_;504,531,534;3;9,081583408;48,88076858;Ja;Ja;250;20;;Ebenerdig;Nein
Robert-Bosch-Straße;Schwieberd. Robert-Bosch-Str.;eRtg Ludwigsburger Straße;3323;0;4;de:08118:3323:0:4;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31;Bus;31504_,31531_,31534_;504,531,534;3;9,081583408;48,88076858;Ja;Ja;250;20;;Ebenerdig;Nein
Siemensstraße;Schwieberd. Siemensstraße;eRtg Laiblinger Weg;3324;0;3;de:08118:3324:0:3;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31;Bus;31504_,31531_,31534_;504,531,534;3;9,079868344;48,88252327;Ja;Nein;150;15;;Ebenerdig;Nein
Siemensstraße;Schwieberd. Siemensstraße;eRtg Robert-Bosch-Straße;3324;0;4;de:08118:3324:0:4;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31;Bus;31504_,31531_,31534_;504,531,534;3;9,079868344;48,88252327;Nein;Nein;150;15;;Ebenerdig;Nein
Rebsteige;Markgröningen Rebsteige;eRtg Pappelweg;3325;0;3;de:08118:3325:0:3;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31533_;533;1;9,070479646;48,9055944;Ja;Ja;150;15;;Ebenerdig;Nein
Bahnhof (Süd);Oberessl. Bahnhof (Süd);Rtg Schwertmühle;3326;1;3;de:08116:3326:1:3;ES;08116019;Esslingen am Neckar;Oberesslingen;2;31;Bus;31104_,31121_;104,121;2;9,327031653;48,7296657;Nein;Ja;150;20;;Ebenerdig;Ja
Bahnhof (Süd);Oberessl. Bahnhof (Süd);Rtg Neckarfreibad;3326;2;4;de:08116:3326:2:4;ES;08116019;Esslingen am Neckar;Oberesslingen;2;31;Bus;31104_,31121_;104,121;2;9,325553348;48,73018246;Nein;Nein;150;20;;Ebenerdig;Ja
Mitte;Schwieberdingen Mitte;Pos 2 Rtg Glemstal hinten;3327;1;2;de:08118:3327:1:2;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31;Bus;31503_,31504_,31531_,31531a;503,504,531,531A;4;9,075646178;48,87651934;Ja;Ja;250;17;;Ebenerdig;Ja
Mitte;Schwieberdingen Mitte;Pos 3 Rtg Glemstal vorne;3327;1;3;de:08118:3327:1:3;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31,34;"Bus;Nachtbus";31501_,31502_,31534_,34053_,34055_;501,502,534,N53,N55;5;9,075468965;48,87652845;Ja;Ja;250;17;;Ebenerdig;Ja
Mitte;Schwieberdingen Mitte;Pos 1 Rtg H.-Essig-Str./Ludwigsburg Str.;3327;1;1;de:08118:3327:1:4;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31,34;"Bus;Nachtbus";31501_,31502_,31503_,31504_,31531_,31534_,34055_;501,502,503,504,531,534,N55;7;9,075359862;48,87650154;Ja;Ja;250;15;;Ebenerdig;Ja
Ludwigsburger Straße;Schwieberd. Ludwigsburger Str.;Rtg Bosch;3328;0;3;de:08118:3328:0:3;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31;Bus;31503_,31504_,31531_,31531a,31534_;503,504,531,531A,534;5;9,079193449;48,87824344;Ja;Ja;250;20;;Ebenerdig;Ja
Ludwigsburger Straße;Schwieberd. Ludwigsburger Str.;Rtg Mitte;3328;0;4;de:08118:3328:0:4;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31,34;"Bus;Nachtbus";31503_,31504_,31531_,31531a,31534_,34053_;503,504,531,531A,534,N53;6;9,079151077;48,87731728;Nein;Nein;150;20;;Ebenerdig;Ja
Klinik/Schule;Markgr. Klinik/Schule;Rtg Behindertenheim;3329;0;3;de:08118:3329:0:3;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31531_,31532_;531,532;2;9,107285149;48,90692366;Ja;Ja;250;15;;Ebenerdig;Nein
Klinik/Schule;Markgr. Klinik/Schule;Rtg Abzweigung Bahnhof;3329;0;4;de:08118:3329:0:4;LB;08118050;Markgröningen;Markgröningen;2,3;31;Bus;31531_,31532_;531,532;2;9,106466417;48,90679853;Ja;Ja;250;15;;Ebenerdig;Nein
Brauerei;Schwieberdingen Brauerei;eRtg Ludwigsburger Straße;3332;0;3;de:08118:3332:0:3;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31;Bus;31531a;531A;1;9,076981579;48,87612279;;;;;;Keine Angabe;
Friedhof Sankt Peter;Bietigh. Friedhof Sankt Peter;Rtg Ellental;3333;0;4;de:08118:3333:0:4;LB;08118079;Bietigheim-Bissingen;Bietigheim;3;31;Bus;31561_;561;1;9,117249794;48,95614582;Ja;Ja;250;15;;Ebenerdig;Nein
Gewerbegebiet Süd;Heimerd. Gewerbegebiet Süd;eRtg Heimerdingen;3334;0;3;de:08118:3334:0:3;LB;08118011;Ditzingen;Heimerdingen;3,2;31,34;"Bus;Nachtbus";31620_,31620a,34065_;620,620A,N65;3;8,989682677;48,85093425;Nein;Nein;150;20;;Ebenerdig;Ja
Gewerbegebiet Süd;Heimerd. Gewerbegebiet Süd;eRtg Steinbruch;3334;0;4;de:08118:3334:0:4;LB;08118011;Ditzingen;Heimerdingen;3,2;31,34;"Bus;Nachtbus";31620_,31620a,34065_;620,620A,N65;3;8,989682677;48,85093425;Ja;Ja;250;17;;Ebenerdig;Nein
Talstraße;Hof und Lembach Talstraße;eRtg Großbottwar Kelter;3335;0;3;de:08118:3335:0:3;LB;08118021;Großbottwar;Hof und Lembach;5;31;Bus;31465_;465;1;9,312053946;49,01000448;Ja;Ja;150;15;;Ebenerdig;Nein
Talstraße;Hof und Lembach Talstraße;eRtg Kelter;3335;0;4;de:08118:3335:0:4;LB;08118021;Großbottwar;Hof und Lembach;5;31;Bus;31465_;465;1;9,312053946;49,01000448;Nein;Nein;150;15;;Ebenerdig;Nein
Kelter;Hof und Lembach Kelter;eRtg Ankunft/Abfahrt Bus;3336;0;3;de:08118:3336:0:3;LB;08118021;Großbottwar;Hof und Lembach;5;31;Bus;31465_;465;1;9,323121751;49,00934452;Ja;Ja;250;15;;Stufenhöhe;Nein
Schule;Oberstenfeld Schule;eRtg Beilsteiner Straße;3338;0;3;de:08118:3338:0:3;LB;08118060;Oberstenfeld;Oberstenfeld;5,6;31;Bus;31460a,31463_,31465_;460A,463,465;3;9,317803095;49,0262733;Nein;Nein;150;15;;Ebenerdig;Nein
Schulzentrum;Schwieberd. Schulzentrum;alle Richtungen;3339;0;3;de:08118:3339:0:3;LB;08118067;Schwieberdingen;Schwieberdingen;2,3;31;Bus;31531_;531;1;9,068990644;48,87455425;Nein;Nein;150;15;;Ebenerdig;Nein
Freiberger Straße;Bietigheim Freiberger Str.;eRtg Buch Buchzentrum;3342;0;3;de:08118:3342:0:3;LB;08118079;Bietigheim-Bissingen;Bietigheim;3;31;Bus;31559_,31564_;559,564;2;9,142378907;48,94828529;Nein;Nein;250;15;;Ebenerdig;Nein
Freiberger Straße;Bietigheim Freiberger Str.;Rtg ZOB;3342;0;4;de:08118:3342:0:4;LB;08118079;Bietigheim-Bissingen;Bietigheim;3;31;Bus;31559_,31561_,31564_;559,561,564;3;9,142378907;48,94828529;Nein;Nein;150;15;;Stufenhöhe;Nein
Agentur für Arbeit;Bietigheim Agentur für Arbeit;eRtg Buch Buchzentrum;3343;0;3;de:08118:3343:0:3;LB;08118079;Bietigheim-Bissingen;Bietigheim;3;31;Bus;31559_;559;1;9,147170519;48,94816236;Nein;Nein;250;15;;Stufenhöhe;Nein
Agentur für Arbeit;Bietigheim Agentur für Arbeit;Rtg Gustav-Rau-Str.;3343;0;4;de:08118:3343:0:4;LB;08118079;Bietigheim-Bissingen;Bietigheim;3;31;Bus;31559_;559;1;9,147170519;48,94816236;Nein;Nein;250;15;;Stufenhöhe;Nein
Gustav-Rau-Straße;Bietigheim Gustav-Rau-Str.;eRtg Agentur für Arbeit;3344;0;3;de:08118:3344:0:3;LB;08118079;Bietigheim-Bissingen;Bietigheim;3;31;Bus;31559_;559;1;9,147809003;48,95169543;Nein;Ja;250;17;;Stufenhöhe;Nein
Gustav-Rau-Straße;Bietigheim Gustav-Rau-Str.;Rtg Steinheimer Str.;3344;0;4;de:08118:3344:0:4;LB;08118079;Bietigheim-Bissingen;Bietigheim;3;31,34;"Bus;Nachtbus";31559_,34058_;559,N58;2;9,147809003;48,95169543;Nein;Nein;150;15;;Stufenhöhe;Nein
