Name;Name mit Ort;Steigname;Nummer;Bereich;Steig;Globale ID;Landkreis;GKZ;Gemeinde;Teilort;Tarifzonen;Betriebszweige;Verkehrsmittel;Linien (DIVA);Linien (EFA);Anzahl Linien;X-Koordinate;Y-Koordinate;Sitzmöglichkeit vorhanden?;Wetterschutz vorhanden?;Breite des Bahn/Bussteigs [cm];Höhe über Straße/Schienenoberkante [cm];Höhe der zweiten Ebene über Straße/Schienenoberkante [cm];Stufe Straße zu Einstiegsposition [cm];Bodenindikatoren als Leitstreifen (taktil)
Filseckstraße;Faurndau Filseckstr.;Rtg Schloss Fleck;17010;0;H1;de:08117:7010:0:H1;GP;08117026;Göppingen;Faurndau;5;31;Bus;31913_;913;1;9,612312861;48,70525572;Nein;Nein;150;15;;Ebenerdig;Nein
Filseckstraße;Faurndau Filseckstr.;Rtg Hirschstr.;17010;0;R1;de:08117:7010:0:R1;GP;08117026;Göppingen;Faurndau;5;31;Bus;31913_;913;1;9,612284707;48,70517493;Nein;Nein;250;15;;Stufenhöhe;Nein
Iltisweg;Faurndau Iltisweg;Rtg Kesseltobelstr.;17011;0;H1;de:08117:7001:0:H1;GP;08117026;Göppingen;Faurndau;5;31;Bus;31932_,31932a;932,932A;2;9,623198227;48,71425279;Nein;Nein;150;15;;Ebenerdig;Nein
Albstraße;Sparwiesen Albstraße;Rtg Schopflenberg;17013;0;H1;de:08117:7013:0:H1;GP;08117051;Uhingen;Sparwiesen;4,5;31,5;"Bus;Ruftaxi";31913_,31920a,31922_,31922a,50922_;913,920A,922,922A,RT922;5;9,582512295;48,68598647;Nein;Nein;150;15;;Ebenerdig;Nein
Albstraße;Sparwiesen Albstraße;Rtg Uhingen;17013;0;R1;de:08117:7013:0:R1;GP;08117051;Uhingen;Sparwiesen;4,5;31,5;"Bus;Ruftaxi";31913_,31922_,50922_;913,922,RT922;3;9,582512088;48,68596849;Nein;Nein;150;15;;Ebenerdig;Nein
Marktplatz;Sparwiesen Marktplatz;Rtg Schopflenberg;17014;0;H1;de:08117:7014:0:H1;GP;08117051;Uhingen;Sparwiesen;4,5;31,5;"Bus;Ruftaxi";31913_,31922_,31922a,50922_;913,922,922A,RT922;4;9,583035538;48,68307922;Nein;Nein;250;15;;Ebenerdig;Nein
Marktplatz;Sparwiesen Marktplatz;Rtg Uhingen;17014;0;R1;de:08117:7014:0:R1;GP;08117051;Uhingen;Sparwiesen;4,5;31,5;"Bus;Ruftaxi";31913_,31922_,50922_;913,922,RT922;3;9,58296982;48,6832684;Ja;Ja;250;15;;Ebenerdig;Nein
Schubartstraße;Faurndau Schubartstr.;Rtg Ludwigstr.;17015;0;H1;de:08117:7015:0:H1;GP;08117026;Göppingen;Faurndau;5;31,34;"Bus;Nachtbus";31912_,31912a,31913_,34090_;912,912A,913,N90;4;9,629583165;48,70866065;Nein;Nein;250;15;;Stufenhöhe;Nein
Schubartstraße;Faurndau Schubartstr.;Rtg Göppingen;17015;0;R1;de:08117:7015:0:R1;GP;08117026;Göppingen;Faurndau;5;31;Bus;31912_,31912a,31913_;912,912A,913;3;9,630557013;48,70830461;Ja;Ja;250;15;;Stufenhöhe;Nein
Ludwigstraße;Faurndau Ludwigstr.;Rtg Marienstr.;17016;0;H1;de:08117:7016:0:H1;GP;08117026;Göppingen;Faurndau;5;31,34;"Bus;Nachtbus";31912_,31912a,31913_,34090_;912,912A,913,N90;4;9,622736967;48,7088148;Nein;Nein;250;15;;Ebenerdig;Nein
Ludwigstraße;Faurndau Ludwigstr.;Rtg Schubartstr.;17016;0;R1;de:08117:7016:0:R1;GP;08117026;Göppingen;Faurndau;5;31;Bus;31912_,31912a,31913_;912,912A,913;3;9,62291326;48,70878686;Nein;Nein;150;15;;Ebenerdig;Nein
Wiesental;Wäschenbeuren Wiesental;Rtg Schw. Gmünd;17017;0;H1;de:08117:7017:0:H1;GP;08117053;Wäschenbeuren;Wäschenbeuren;5;31;Bus;31931_,31931a,31932_,31932a;931,931A,932,932A;4;9,680800352;48,75737836;Nein;Nein;250;17;;Ebenerdig;Ja
Wiesental;Wäschenbeuren Wiesental;Rtg Göppingen;17017;0;R1;de:08117:7017:0:R1;GP;08117053;Wäschenbeuren;Wäschenbeuren;5;31;Bus;31931_,31931a,31932_,31932a;931,931A,932,932A;4;9,680705885;48,75743288;Ja;Ja;250;17;;Ebenerdig;Ja
Dorfstraße;Roßwälden Dorfstraße;Rtg Schlierbach;17403;0;H1;de:08117:7403:0:H1;GP;08117018;Ebersbach an der Fils;Roßwälden;4;31,5;"Bus;Ruftaxi";31924_,31924a,50924_;924,924A,RT924;3;9,504667094;48,69445648;Ja;Nein;150;15;;Stufenhöhe;Nein
Dorfstraße;Roßwälden Dorfstraße;Rtg Ebersbach;17403;0;R1;de:08117:7403:0:R1;GP;08117018;Ebersbach an der Fils;Roßwälden;4;31,34,50;"Bus;Nachtbus;Ruftaxi";31924_,31924a,34091_,50924_;924,924A,N91,RT924;4;9,504392915;48,69420589;Ja;Ja;250;15;;Stufenhöhe;Nein
Ebersbacher Straße;Schlierbach Ebersbacher Str.;Rtg Birkhöfe;17404;0;H1;de:08117:7404:0:H1;GP;08117044;Schlierbach;Schlierbach;4,5;31,34,50;"Bus;Nachtbus;Ruftaxi";31924_,31924a,34091_,50924_;924,924A,N91,RT924;4;9,519971724;48,67692479;Nein;Nein;150;15;;Stufenhöhe;Nein
Ebersbacher Straße;Schlierbach Ebersbacher Str.;Rtg Kirche;17404;0;R1;de:08117:7404:0:R1;GP;08117044;Schlierbach;Schlierbach;4,5;31;Bus;31924_,31924a;924,924A;2;9,519232389;48,67633462;Nein;Ja;150;15;;Stufenhöhe;Nein
Kindergarten;Roßwälden Kindergarten;Rtg Kirche;17405;0;R1;de:08117:7405:0:R1;GP;08117018;Ebersbach an der Fils;Roßwälden;4;31,34,50;"Bus;Nachtbus;Ruftaxi";31924_,31924a,34091_,50924_;924,924A,N91,RT924;4;9,501741416;48,68983811;Ja;Ja;250;15;;Ebenerdig;Nein
Kirche;Roßwälden Kirche;Rtg Schlierbach;17406;0;H1;de:08117:7406:0:H1;GP;08117018;Ebersbach an der Fils;Roßwälden;4;31,5;"Bus;Ruftaxi";31924_,31924a,50924_;924,924A,RT924;3;9,502877358;48,6920633;Nein;Nein;250;15;;Ebenerdig;Nein
Kirche;Roßwälden Kirche;Rtg Ebersbach;17406;0;R1;de:08117:7406:0:R1;GP;08117018;Ebersbach an der Fils;Roßwälden;4;31,34,50;"Bus;Nachtbus;Ruftaxi";31924_,31924a,34091_,50924_;924,924A,N91,RT924;4;9,502890044;48,69197332;Ja;Ja;250;15;;Ebenerdig;Nein
Dreieck;Weiler (F) Dreieck;Rtg Roßwälden;17407;1;H1;de:08117:7407:0:H1;GP;08117018;Ebersbach an der Fils;Weiler (Ebersbach);4;31,5;"Bus;Ruftaxi";31924_,31924a,50924_;924,924A,RT924;3;9,508781444;48,70642541;Ja;Nein;150;15;;Stufenhöhe;Nein
Dreieck;Weiler (F) Dreieck;Rtg Ebersbach;17407;1;R1;de:08117:7407:0:R1;GP;08117018;Ebersbach an der Fils;Weiler (Ebersbach);4;31,34,50;"Bus;Nachtbus;Ruftaxi";31924_,31924a,34091_,50924_;924,924A,N91,RT924;4;9,508781444;48,70642541;Ja;Ja;250;15;;Ebenerdig;Nein
In den Messenwiesen;Roßwälden In den Messenwiesen;Rtg Birkhöfe;17408;0;H1;de:08117:7408:0:H1;GP;08117018;Ebersbach an der Fils;Roßwälden;4;31,5;"Bus;Ruftaxi";31924_,31924a,50924_;924,924A,RT924;3;9,501700491;48,6898203;Ja;Ja;150;15;;Ebenerdig;Nein
Filsbrücke;Ebersb.(F) Filsbrücke;Rtg Ebersbach (Kirchheimer Straße);17409;0;5;de:08117:7409:0:5;GP;08117018;Ebersbach an der Fils;Ebersbach (F);4;31,34;"Bus;Nachtbus";31924_,31924a,34091_;924,924A,N91;3;9,523421705;48,71104486;Nein;Nein;150;15;;Ebenerdig;Nein
Filsbrücke;Ebersb.(F) Filsbrücke;Rtg Schulz. Raichberg;17409;0;4;de:08117:7409:0:H1;GP;08117018;Ebersbach an der Fils;Ebersbach (F);4;31,5;"Bus;Ruftaxi";31916_,31916a,31924_,31924a,50924_;916,916A,924,924A,RT924;5;9,524367847;48,71186786;Ja;Ja;150;15;;Ebenerdig;Nein
Filsbrücke;Ebersb.(F) Filsbrücke;Rtg Stadtmitte;17409;0;3;de:08117:7409:0:R1;GP;08117018;Ebersbach an der Fils;Ebersbach (F);4;31,34,50;"Bus;Nachtbus;Ruftaxi";31916_,31916a,31924_,31924a,34091_,50924_;916,916A,924,924A,N91,RT924;6;9,524543738;48,71179512;Ja;Nein;250;17;;Ebenerdig;Nein
Hardtschule;Ebersb.(F) Hardtschule;Rtg Cafe Krieg;17411;0;3;de:08117:7411:0:H1;GP;08117018;Ebersbach an der Fils;Ebersbach (F);4;31;Bus;31916a,31924_,31924a;916A,924,924A;3;9,529795215;48,71886616;Ja;Ja;250;17;;Stufenhöhe;Nein
Rathaus;Ebersbach (F) Rathaus;Rtg Filsbrücke;17412;0;3;de:08117:7412:0:R1;GP;08117018;Ebersbach an der Fils;Ebersbach (F);4;31,5;"Bus;Ruftaxi";31916_,31916a,31924_,31924a,50924_;916,916A,924,924A,RT924;5;9,523350072;48,71461521;Ja;Nein;250;15;;Ebenerdig;Nein
Birkhöfe;Roßwälden Birkhöfe;Rtg Ebersbach;17414;0;4;de:08117:7414:0:H1;GP;08117018;Ebersbach an der Fils;Roßwälden;4;31,5;"Bus;Ruftaxi";31924_,31924a,50924_;924,924A,RT924;3;9,512290766;48,68675214;Nein;Nein;250;15;;Ebenerdig;Nein
Birkhöfe;Roßwälden Birkhöfe;Rtg Schlierbach;17414;0;3;de:08117:7414:0:R1;GP;08117018;Ebersbach an der Fils;Roßwälden;4;31,5;"Bus;Ruftaxi";31924_,31924a,50924_;924,924A,RT924;3;9,511667593;48,68690779;Nein;Nein;150;15;;Stufenhöhe;Nein
Georg-Elser-Weg;Süßen Georg-Elser-Weg;Rtg Rabenwiesen;17600;0;3;de:08117:7600:0:3;GP;08117049;Süßen;Süßen;6,7;31;Bus;31970_,31971_;970,971;2;9,737254376;48,67358875;Nein;Nein;150;15;;Ebenerdig;Nein
Fahrzeugwerke;Eisl.(F) Fahrzeugwerke;Rtg Salach;17602;0;H1;de:08117:7602:0:H1;GP;08117019;Eislingen/Fils;Eislingen (F);6;31;Bus;31972_;972;1;9,720200412;48,69072873;Nein;Ja;250;15;;Stufenhöhe;Nein
Fahrzeugwerke;Eisl.(F) Fahrzeugwerke;Rtg Eislingen/Göppingen;17602;0;R1;de:08117:7602:0:R1;GP;08117019;Eislingen/Fils;Eislingen (F);6;31;Bus;31972_;972;1;9,719972863;48,69096396;Nein;Ja;250;15;;Ebenerdig;Nein
Querstraße;Salach Querstr.;Rtg Fuchseckstr.;17605;1;H1;de:08117:7605:0:H1;GP;08117042;Salach;Salach;6;34;Bus;34097_;N97;1;9,73431521;48,68622418;Nein;Nein;250;15;;Stufenhöhe;Nein
Querstraße;Salach Querstr.;Rtg Eislinger Str;17605;1;R1;de:08117:7605:0:R1;GP;08117042;Salach;Salach;6;31,34;Bus;31941a,34097_;941A,N97;2;9,73453642;48,68649255;Nein;Nein;250;15;;Ebenerdig;Nein
Dugendorf;Salach Dugendorf;Rtg Süßen;17607;0;H1;de:08117:7607:0:H1;GP;08117042;Salach;Salach;6;31;Bus;31972_;972;1;9,737094273;48,68401222;Ja;Ja;250;15;;Ebenerdig;Nein
Dugendorf;Salach Dugendorf;Rtg Eislingen;17607;0;R1;de:08117:7607:0:R1;GP;08117042;Salach;Salach;6;31;Bus;31972_;972;1;9,737193008;48,68426338;Ja;Ja;250;15;;Ebenerdig;Nein
Briefzentrum;Salach Briefzentrum;Rtg Süßen;17608;0;H1;de:08117:7608:0:H1;GP;08117042;Salach;Salach;6;31;Bus;31972_;972;1;9,724874158;48,68892785;Nein;Nein;250;15;;Ebenerdig;Nein
Briefzentrum;Salach Briefzentrum;Rtg Eislingen;17608;0;R1;de:08117:7608:0:R1;GP;08117042;Salach;Salach;6;31;Bus;31972_;972;1;9,726629329;48,68819737;Nein;Nein;250;15;;Stufenhöhe;Nein
Rabenwiesen;Süßen Rabenwiesen;Rtg Schlater Str.;17609;0;H1;de:08117:7609:0:H1;GP;08117049;Süßen;Süßen;6,7;31;Bus;31970_,31971_;970,971;2;9,740550134;48,67518627;Nein;Nein;150;15;;Ebenerdig;Nein
Kapellenstraße;Süßen Kapellenstr.;Rtg Stiegelwiese;17610;0;H1;de:08117:7610:0:H1;GP;08117049;Süßen;Süßen;6,7;31;Bus;31972_,31972a;972,972A;2;9,762484011;48,68357706;Ja;Nein;250;15;;Ebenerdig;Nein
Tobelkreuzung;Süßen Tobelkreuzung;Rtg Dugendorf;17611;0;R1;de:08117:7611:0:R1;GP;08117049;Süßen;Süßen;6,7;31,34;Bus;31972_,34097_;972,N97;2;9,747739591;48,68020263;Ja;Ja;250;15;;Ebenerdig;Nein
Stiegelwiese;Süßen Stiegelwiese;Rtg Fuchseckstr.;17612;0;R1;de:08117:7612:0:R1;GP;08117049;Süßen;Süßen;6,7;31;Bus;31970_,31971_,31972_,31972a;970,971,972,972A;4;9,749883183;48,68098004;Ja;Ja;250;15;;Ebenerdig;Nein
Fuchseckstraße;Süßen Fuchseckstr.;Rtg Schlater Str.;17613;0;H1;de:08117:7613:0:H1;GP;08117049;Süßen;Süßen;6,7;31,34;Bus;31970_,31971_,31972_,31972a,34097_;970,971,972,972A,N97;5;9,745825489;48,67749029;Nein;Ja;250;15;;Ebenerdig;Nein
Fuchseckstraße;Süßen Fuchseckstr.;Ankunft;17613;0;R1;de:08117:7613:0:R1;GP;08117049;Süßen;Süßen;6,7;31;Bus;31971_,31972_;971,972;2;9,745746043;48,67670845;Nein;Ja;250;15;;Stufenhöhe;Nein
Sudetenstraße;Donzdorf Sudetenstr.;Rtg Marrenstraße;17614;0;H1;de:08117:7614:0:H1;GP;08117015;Donzdorf;Donzdorf;6,7;31;Bus;31970_,31971_,31972_,31972a;970,971,972,972A;4;9,795779379;48,68068988;Nein;Nein;150;15;;Stufenhöhe;Nein
Sudetenstraße;Donzdorf Sudetenstr.;Rtg Adolf-Kolping-Str;17614;0;R1;de:08117:7614:0:R1;GP;08117015;Donzdorf;Donzdorf;6,7;31;Bus;31970_,31971_;970,971;2;9,795684754;48,68071751;Nein;Nein;150;15;;Stufenhöhe;Nein
Schlater Straße;Süßen Schlater Str.;Rtg Göppingen;17615;0;H1;de:08117:7615:0:H1;GP;08117049;Süßen;Süßen;6,7;31,34;Bus;31970_,31971_,31972_,31972a,31984_,34097_;970,971,972,972A,984,N97;6;9,750311016;48,67595937;Nein;Nein;150;15;;Stufenhöhe;Nein
Schlater Straße;Süßen Schlater Str.;Rtg Fuchseckstr.;17615;0;R1;de:08117:7615:0:R1;GP;08117049;Süßen;Süßen;6,7;31;Bus;31972_,31984_;972,984;2;9,750231289;48,67607679;Nein;Nein;150;15;;Stufenhöhe;Nein
Rathaus;Süßen Rathaus;Rtg Süßen Bf;17616;0;H1;de:08117:7616:0:H1;GP;08117049;Süßen;Süßen;6,7;31,34;Bus;31951_,31951a,31970_,31971_,31972_,31972a,31984_,34097_;951,951A,970,971,972,972A,984,N97;8;9,754929507;48,67970607;Ja;Ja;250;15;;Ebenerdig;Nein
Rathaus;Süßen Rathaus;Rtg stadtauswärts;17616;0;R1;de:08117:7616:0:R1;GP;08117049;Süßen;Süßen;6,7;31;Bus;31951_,31951a,31972_,31984_;951,951A,972,984;4;9,754409495;48,6794397;Ja;Ja;250;15;;Ebenerdig;Nein
Umspannwerk;Süßen Umspannwerk;Rtg Donzdorf;17618;0;H1;de:08117:7618:0:H1;GP;08117049;Süßen;Süßen;6,7;31,34;Bus;31970_,31971_,31972_,31972a,34097_;970,971,972,972A,N97;5;9,76712148;48,68310561;Nein;Ja;250;15;;Ebenerdig;Nein
Umspannwerk;Süßen Umspannwerk;Rtg Süßen Bf;17618;0;R1;de:08117:7618:0:R1;GP;08117049;Süßen;Süßen;6,7;31,34;Bus;31970_,31971_,31972_,31972a,34097_;970,971,972,972A,N97;5;9,768914359;48,68312063;Nein;Ja;250;15;;Stufenhöhe;Nein
Bahnhof;Donzdorf Bahnhof;Rtg Lauterstein;17619;1;H1;de:08117:7619:1:H1;GP;08117015;Donzdorf;Donzdorf;6,7;31,5;"Bus;Ruftaxi";31970_,31971_,31972_,31972a,50971_;970,971,972,972A,RT971;5;9,804867892;48,68431367;Ja;Ja;250;15;;Ebenerdig;Nein
Bahnhof;Donzdorf Bahnhof;Rtg Süßen;17619;1;R1;de:08117:7619:1:R1;GP;08117015;Donzdorf;Donzdorf;6,7;31,5;"Bus;Ruftaxi";31970_,31971_,31972_,31972a,50971_;970,971,972,972A,RT971;5;9,804014102;48,68442755;Ja;Ja;150;15;;Ebenerdig;Nein
Abzweig Reichenbach;Donzdorf Abzw. Reichenbach;Rtg Bahnhof;17620;0;H1;de:08117:7620:0:H1;GP;08117015;Donzdorf;Donzdorf;6,7;31,34;Bus;31972_,31972a,34097_;972,972A,N97;3;9,801128755;48,6866059;Nein;Nein;150;15;;Stufenhöhe;Nein
Abzweig Reichenbach;Donzdorf Abzw. Reichenbach;Rtg Süßen;17620;0;R1;de:08117:7620:0:R1;GP;08117015;Donzdorf;Donzdorf;6,7;31,34;Bus;31971_,31972_,31972a,34097_;971,972,972A,N97;4;9,799729145;48,68656167;Ja;Ja;250;15;;Stufenhöhe;Nein
Marrenstraße;Donzdorf Marrenstr.;Rtg Abz. Reichenbach;17621;0;H1;de:08117:7621:0:H1;GP;08117015;Donzdorf;Donzdorf;6,7;31;Bus;31970_,31971_,31972_,31972a;970,971,972,972A;4;9,801094706;48,681894;Nein;Nein;150;15;;Stufenhöhe;Nein
Marrenstraße;Donzdorf Marrenstr.;Rtg Sudentenstraße;17621;0;R1;de:08117:7621:0:R1;GP;08117015;Donzdorf;Donzdorf;6,7;31;Bus;31970_,31971_;970,971;2;9,801724903;48,68224032;Nein;Nein;150;15;;Stufenhöhe;Nein
Stadthalle;Donzdorf Stadthalle;Rtg R1 Bahnhof;17622;0;2;de:08117:7622:0:2;GP;08117015;Donzdorf;Donzdorf;6,7;31,34,50;"Bus;Ruftaxi";31970_,31971_,31972_,31972a,34097_,50971_;970,971,972,972A,N97,RT971;6;9,807500131;48,68670526;Ja;Nein;250;15;;Stufenhöhe;Nein
Stadthalle;Donzdorf Stadthalle;Rtg Schulzentrum / Bahnhof;17622;0;H1;de:08117:7622:0:H1;GP;08117015;Donzdorf;Donzdorf;6,7;31,34,50;"Bus;Ruftaxi";31970_,31971_,31972_,31972a,34097_,50971_;970,971,972,972A,N97,RT971;6;9,808122082;48,68653004;Ja;Ja;250;15;;Stufenhöhe;Nein
Schulzentrum;Donzdorf Schulzentrum;Rtg Steingartenschule;17623;0;1;de:08117:7623:0:H1;GP;08117015;Donzdorf;Donzdorf;6,7;31;Bus;31950_,31950a,31970_,31971_,31972_,31972a;950,950A,970,971,972,972A;6;9,820045358;48,68477309;Ja;Ja;150;15;;Ebenerdig;Nein
Lautergarten;Donzdorf Lautergarten;Rtg Abzw. Winzingen;17624;0;H1;de:08117:7624:0:H1;GP;08117015;Donzdorf;Donzdorf;6,7;31,34,50;"Bus;Ruftaxi";31971_,31972_,31972a,34097_,50971_;971,972,972A,N97,RT971;5;9,81544235;48,69155925;Ja;Ja;150;15;;Ebenerdig;Nein
Lautergarten;Donzdorf Lautergarten;Rtg Stadthalle/Schulzentrum;17624;0;R1;de:08117:7624:0:R1;GP;08117015;Donzdorf;Donzdorf;6,7;31,34,50;"Bus;Ruftaxi";31971_,31972_,31972a,34097_,50971_;971,972,972A,N97,RT971;5;9,814589995;48,6909268;Ja;Ja;250;15;;Stufenhöhe;Nein
Abzweig Winzingen;Donzdorf Abzw. Winzingen;Rtg Hagenbuch;17625;0;H1;de:08117:7625:0:H1;GP;08117015;Donzdorf;Donzdorf;6,7;31,34,50;"Bus;Ruftaxi";31971_,31972_,31972a,34097_,50971_;971,972,972A,N97,RT971;5;9,820643412;48,6964952;Nein;Nein;250;15;;Stufenhöhe;Nein
Abzweig Winzingen;Donzdorf Abzw. Winzingen;Rtg Lautergarten;17625;0;R1;de:08117:7625:0:R1;GP;08117015;Donzdorf;Donzdorf;6,7;31,34,50;"Bus;Ruftaxi";31971_,31972_,31972a,34097_,50971_;971,972,972A,N97,RT971;5;9,820412944;48,69652382;Nein;Nein;250;15;;Stufenhöhe;Nein
Hagenbuch;Donzdorf Hagenbuch;Rtg Winzingen;17626;0;H1;de:08117:7626:0:H1;GP;08117015;Donzdorf;Donzdorf;6,7;31,5;"Bus;Ruftaxi";31971_,50971_;971,RT971;2;9,824827721;48,70150116;Ja;Ja;150;15;;Stufenhöhe;Nein
Hagenbuch;Donzdorf Hagenbuch;Rtg Abz Winzingen;17626;0;R1;de:08117:7626:0:R1;GP;08117015;Donzdorf;Donzdorf;6,7;31,5;"Bus;Ruftaxi";31971_,50971_;971,RT971;2;9,824264015;48,70109154;Ja;Ja;150;15;;Stufenhöhe;Nein
Rathaus;Reichenbach u.R. Rathaus;Rtg Turnhalle;17631;0;H1;de:08117:7631:0:H1;GP;08117015;Donzdorf;Reichenbach unter Rechberg (Donzdorf);6;31,5;"Bus;Ruftaxi";31971_,50971_;971,RT971;2;9,797524628;48,70949012;Ja;Ja;250;15;;Stufenhöhe;Nein
Adolf-Kolping-Straße;Donzdorf Adolf-Kolping-Str.;Rtg Sudentenstr;17632;0;H1;de:08117:7632:0:H1;GP;08117015;Donzdorf;Donzdorf;6,7;31;Bus;31970_,31971_,31972_,31972a;970,971,972,972A;4;9,794795292;48,68546277;Nein;Nein;150;15;;Stufenhöhe;Nein
Adolf-Kolping-Straße;Donzdorf Adolf-Kolping-Str.;Rtg Abz Reichenbach;17632;0;R1;de:08117:7632:0:R1;GP;08117015;Donzdorf;Donzdorf;6,7;31;Bus;31970_,31971_;970,971;2;9,794895009;48,68489555;Nein;Nein;150;15;;Stufenhöhe;Nein
Stadtbibliothek;Ebersbach (F) Stadtbibliothek;Rtg Büchenbronner Str.;17637;0;3;de:08117:7637:0:H1;GP;08117018;Ebersbach an der Fils;Ebersbach (F);4;31;Bus;31916a,31917_;916A,917;2;9,521458949;48,71571189;Nein;Nein;150;15;;Ebenerdig;Nein
Stadtbibliothek;Ebersbach (F) Stadtbibliothek;Rtg Hardtschule;17637;0;4;de:08117:7637:0:R1;GP;08117018;Ebersbach an der Fils;Ebersbach (F);4;31;Bus;31916a,31917_;916A,917;2;9,52167581;48,71565695;Ja;Nein;250;15;;Stufenhöhe;Nein
Büchenbronn Gemeindehaus;Ebersb.(F) Büchenbr. Gemeindeh;Rtg Forsthaus;17638;0;3;de:08117:7638:0:H1;GP;08117018;Ebersbach an der Fils;Ebersbach (F);4;31,5;"Bus;Ruftaxi";31916a,31917_,50917_;916A,917,RT917;3;9,506814073;48,73236847;Nein;Nein;150;15;;Ebenerdig;Nein
Büchenbronn Gemeindehaus;Ebersb.(F) Büchenbr. Gemeindeh;Rtg Siedlung;17638;0;4;de:08117:7638:0:R1;GP;08117018;Ebersbach an der Fils;Ebersbach (F);4;31,5;"Bus;Ruftaxi";31916a,50917_;916A,RT917;2;9,506814073;48,73236847;;;;;;Keine Angabe;
Krapfenreut;Ebersb.(F) Krapfenreut;Rtg Forsthaus/Norden;17639;0;4;de:08117:7639:0:H1;GP;08117018;Ebersbach an der Fils;Ebersbach (F);4;31,5;"Bus;Ruftaxi";31916a,50917_;916A,RT917;2;9,531793933;48,73183312;;;;;;Keine Angabe;
Krapfenreut;Ebersb.(F) Krapfenreut;Rtg Süden;17639;0;3;de:08117:7639:0:R1;GP;08117018;Ebersbach an der Fils;Ebersbach (F);4;31,5;"Bus;Ruftaxi";31916a,50917_;916A,RT917;2;9,531793933;48,73183312;;;;;;Keine Angabe;
Rauhwiesenstraße;Winzingen Rauhwiesenstr.;Rtg Rathaus;17640;0;H1;de:08117:7640:0:H1;GP;08117015;Donzdorf;Winzingen;6;31,5;"Bus;Ruftaxi";31971_,50971_;971,RT971;2;9,823788284;48,70773148;Ja;Ja;250;15;;Stufenhöhe;Nein
Rauhwiesenstraße;Winzingen Rauhwiesenstr.;Rtg Donzdorf;17640;0;R1;de:08117:7640:0:R1;GP;08117015;Donzdorf;Winzingen;6;31,5;"Bus;Ruftaxi";31971_,50971_;971,RT971;2;9,823627458;48,70786752;Ja;Ja;150;15;;Stufenhöhe;Nein
Rathaus;Winzingen Rathaus;Rtg Reichenbach u.R.;17641;0;H1;de:08117:7641:0:H1;GP;08117015;Donzdorf;Winzingen;6;31,5;"Bus;Ruftaxi";31971_,50971_;971,RT971;2;9,821128999;48,71213887;Ja;Ja;150;15;;Ebenerdig;Nein
Rathaus;Winzingen Rathaus;Rtg Rauhwiesenstr.;17641;0;R1;de:08117:7641:0:R1;GP;08117015;Donzdorf;Winzingen;6;31,5;"Bus;Ruftaxi";31971_,50971_;971,RT971;2;9,8209772;48,71199607;Ja;Ja;150;15;;Stufenhöhe;Nein
Sportplatz;Winzingen Sportplatz;Rtg Wißgoldingen;17642;0;H1;de:08117:7642:0:H1;GP;08117015;Donzdorf;Winzingen;6;31,5;"Bus;Ruftaxi";31971_,50971_;971,RT971;2;9,820278615;48,71415927;Ja;Ja;150;15;;Stufenhöhe;Nein
Sportplatz;Winzingen Sportplatz;Rtg Reichenbach u.R.;17642;0;R1;de:08117:7642:0:R1;GP;08117015;Donzdorf;Winzingen;6;31,5;"Bus;Ruftaxi";31971_,50971_;971,RT971;2;9,820425882;48,71402333;Ja;Ja;250;15;;Stufenhöhe;Nein
Grünbach;Donzdorf Grünbach;Rtg Nenningen Kirche;17644;0;H1;de:08117:7644:0:H1;GP;08117015;Donzdorf;Donzdorf;6,7;31,34;Bus;31972_,31972a,34097_;972,972A,N97;3;9,83818886;48,7002536;Ja;Ja;150;15;;Ebenerdig;Nein
Grünbach;Donzdorf Grünbach;Rtg Abz Winzingen;17644;0;R1;de:08117:7644:0:R1;GP;08117015;Donzdorf;Donzdorf;6,7;31,34;Bus;31972_,31972a,34097_;972,972A,N97;3;9,838437252;48,7004856;Ja;Ja;150;15;;Stufenhöhe;Nein
Zachersmühle;Adelberg Zachersmühle;Rtg Abzweig beim Kloster;17653;0;4;de:08117:7653:0:H1;GP;08117001;Adelberg;Adelberg;4,5;31;Bus;31935_;935;1;9,617615274;48,74769005;Nein;Nein;150;17;;Stufenhöhe;Nein
Zachersmühle;Adelberg Zachersmühle;Rtg Abzweig Oberwälden;17653;0;3;de:08117:7653:0:R1;GP;08117001;Adelberg;Adelberg;4,5;31;Bus;31935_;935;1;9,615687341;48,74793418;Ja;Ja;250;15;;Stufenhöhe;Nein
Abzweig beim Kloster;Adelberg Abzw. beim Kloster;Rtg Volksbank;17654;0;3;de:08117:7654:0:H1;GP;08117001;Adelberg;Adelberg;4,5;31,5;"Bus;Ruftaxi";31935_,50935_;935,RT935;2;9,598770318;48,75928198;Ja;Nein;150;17;;Stufenhöhe;Nein
Abzweig beim Kloster;Adelberg Abzw. beim Kloster;Rtg Zachersmühle;17654;0;4;de:08117:7654:0:R1;GP;08117001;Adelberg;Adelberg;4,5;31,5;"Bus;Ruftaxi";31935_,50935_;935,RT935;2;9,598770318;48,75928198;Ja;Ja;250;17;;Ebenerdig;Nein
Volksbank;Adelberg Volksbank;Rtg. SOS Kinderdorf;17656;0;4;de:08117:7656:0:H1;GP;08117001;Adelberg;Adelberg;4,5;31,5;"Bus;Ruftaxi";31935_,50935_;935,RT935;2;9,598902439;48,76238369;Nein;Nein;250;15;;Ebenerdig;Nein
