Nummer,Name,Name mit Ort
5006730,Lailensäcker,Plattenhardt Lailensäcker
5006732,Hauptschule,Nebringen Hauptschule
5006733,Carl-Schmincke-Straße,Eltingen Carl-Schmincke-Str.
5006734,Betriebshof,Warmbronn Betriebshof
5006735,Kronenbrunnen,Plattenhardt Kronenbrunnen
5006736,Spitzäcker,Plattenhardt Spitzäcker
5006739,Lindenhof,Mötzingen Lindenhof
5006742,Südbahnhof,Böblingen Südbahnhof
5006743,Eugen-Bolz-Straße West,Böblingen Eugen-Bolz-Str. West
5006744,Stettiner Straße,Böblingen Stettiner Str.
5006746,Mercedes-Benz Tor XVI,Sindelf. Mercedes-Benz Tor XVI
5006748,Drosselweg,Döffingen Drosselweg
5006749,Elsterweg,Döffingen Elsterweg
5006751,Diezenhalde (Zentrum),Böbl. Diezenhalde (Zentrum)
5006752,Mittenbühl,Döffingen Mittenbühl
5006754,Ulrichweg,Döffingen Ulrichweg
5006756,Röte,Döffingen Röte
5006758,Wolf-Hirth-Straße,Sirnau Wolf-Hirth-Str.
5006759,Dornierstraße,Sirnau Dornierstr.
5006763,Klinikum Esslingen,Oberessl. Klinikum Esslingen
5006765,In den Hofäckern,Weiler z. Stein I.d. Hofäckern
5006766,Stadtmitte,Asperg Stadtmitte
5006767,Rathaus,Weiler zum Stein Rathaus
5006768,Gollenhofer Straße,Weiler zum Stein Gollenh. Str.
5006769,Im Hummerholz,Weiler zum Stein Im Hummerholz
5006770,Im Holder,Pliensauv. Im Holder
5006772,Aspen,Hochdorf Aspen
5006773,Weilheimer-/Brunnenstraße,Holzm. Weilheimer-/Brunnenstr.
5006775,Schule,Neuffen Schule
5006776,Haldenweg,Köngen Haldenweg
5006777,Klosterweg,Köngen Klosterweg
5006778,Steinbruchstraße,Köngen Steinbruchstraße
5006779,Schulzentrum am Berg,Wendl.(N) Schulzentrum am Berg
5006782,Buchengehren Sägmühle,Pfahlbr. Bucheng. Sägmühle
5006784,Höldis,Pfahlbronn Höldis
5006792,Rappachschule,Rappachschule
5006794,Ernst-Reuter-Platz,Ernst-Reuter-Platz
5006796,Dürrbach,Weiler Dürrbach
5006797,Wahlenheim,Vorderst. Wahlenheim
5006798,Prevorst Löwen,Gronau Prevorst Löwen
5006800,Mehrzweckhalle,Oßweil Mehrzweckhalle
5006806,Heckbachstraße,Kleinheppach Heckbachstr.
5006807,Pflugfelder Straße,Kornwestheim Pflugfelder Str.
5006809,Max-Planck-Straße,Kornwestheim Max-Planck-Str.
5006810,Freizeitpark,Kornwestheim Freizeitpark
5006811,Amselweg,Gemmrigheim Amselweg
5006812,Kurze Straße,Gemmrigheim Kurze Straße
5006813,Adlerweg,Gemmrigheim Adlerweg
5006814,Haydnstraße,Höfingen Haydnstraße
5006815,Varnbülerstraße,Höfingen Varnbülerstraße
5006816,Albert-Schweitzer-Straße,Höfingen A.-Schweitzer-Str.
5006817,Elsa-Brändström-Straße,Höfingen Elsa-Brändström-Str.
5006818,Peter-Hebel-Straße,Neckarweih. Peter-Hebel-Str.
5006820,Hochberger Straße,Poppenweiler Hochberger Str.
5006821,Wilhelmsplatz,Hochdorf Wilhelmsplatz
5006822,Lindenstraße,Hochberg Lindenstraße
5006823,Hochberger Wald,Hochberg Hochberger Wald
5006824,Waldallee,Hochberg Waldallee
5006825,Friedhof,Neckarrems Friedhof
5006826,Rainwiesen,Neckargröningen Rainwiesen
5006827,Haus der Jugend,Neckargröningen Haus d. Jugend
5006828,Kaltenthalstraße,Aldingen Kaltenthalstr.
5006829,Goethestraße,Aldingen Goethestraße
5006830,Keltenmuseum,Hochdorf (E) Keltenmuseum
5006831,Rieter Straße,Hochdorf (E) Rieter Str.
5006832,Mühlweg,Aldingen Mühlweg
5006833,Hirschstraße,Oßweil Hirschstraße
5006834,Talstraße,Kornwestheim Talstraße
5006835,Lenzhalde,Kornwestheim Lenzhalde
5006836,Stromberggymnasium,Vaih.(E) Stromberggymnasium
5006837,Bahnhofstraße,Endersbach Bahnhofstr.
5006838,Beim Kreisel,Endersbach Beim Kreisel
5006839,Kalkofen,Endersbach Kalkofen
5006840,Schlossfeld,Bönnigheim Schlossfeld
5006841,Württembergstraße,Weil Württembergstr.
5006842,Palmenwaldstraße,Brühl Palmenwaldstr.
5006843,Sonnenhof,Kleinaspach Sonnenhof
5006844,Neue Straße,Steinbach Neue Straße
5006845,Tuxer Weg,Maubach Tuxer Weg
5006846,Herion,Großbettlingen Herion
5006847,Otto-Hahn-Straße,Neckarweih. Otto-Hahn-Str.
5006848,Hermann-Hesse-Straße,Neckarweih. H.-Hesse-Str.
5006849,Seemühle,Roßwag Seemühle
5006850,Mühlhäuser Straße,Roßwag Mühlhäuser Straße
5006852,Haus am Remsufer,Neckarrems Haus am Remsufer
5006853,Steige,Neckarrems Steige
5006854,Traubenstraße,Neckarrems Traubenstraße
5006855,Schlossbergallee,Bönnigheim Schlossbergallee
5006856,Römerweg,Kirchberg (M) Römerweg
5006858,Pfarrgartenstraße,Kirchberg (M) Pfarrgartenstr.
5006859,Danziger Straße,Kirchberg (M) Danziger Str.
5006860,Neckarbrücke,Neckartailf. Neckarbrücke
5006861,Zwingelhäuser Straße,Kirchb.(M) Zwingelhäuser Str.
5006863,Gartenstraße,Sulzbach (M) Gartenstr.
5006873,Schulstraße,Kirchberg (M) Schulstraße
5006874,Wasenfeld,Allmersbach i.T. Wasenfeld
5006875,Olga-/Zeppelinstraße,Deizisau Olga-/Zeppelinstr.
5006876,Zeppelin-/Kirchstraße,Deizisau Zeppelin-/Kirchstr.
5006877,Kirchstraße/Nelkenweg,Deizisau Kirchstr./Nelkenweg
5006878,Zeppelinstraße,Deizisau Zeppelinstr.
5006879,Alte Bergstraße,Deizisau Alte Bergstr.
5006880,Olga-/Keplerstraße,Deizisau Olga-/Keplerstr.
5006881,Wander-Parkpl. Hohenneuffen,Erkenbr.w. W-P Hohenneuffen
5006882,Walter-Flex-Straße,Oßweil Walter-Flex-Str.
5006883,Neckarweihinger Straße,Oßweil Neckarweihinger Str.
5006884,Obere Bahnhofstraße,Backnang Obere Bahnhofstr.
5006885,Allee/Brächterstraße,Tamm Allee/Brächterstr.
5006886,Allee/Alter Weg,Tamm Allee/Alter Weg
5006887,Alter Weg,Tamm Alter Weg
5006888,Mitte/Helenenstraße,Markgr. Mitte/Helenenstr.
5006889,Aussiedlerhöfe,Haslach Aussiedlerhöfe
5006890,Sportplatz,Gemmrigheim Sportplatz
5006891,Lerchenstraße,Winterbach Lerchenstr.
5006892,Tailfinger Straße,Öschelbronn Tailfinger Str.
5006893,Bretzenacker,Bretzenacker
5006895,Hermann-Löns-Straße,Gerlingen Hermann-Löns-Str.
5006897,Margaretenweg,Gerlingen Margaretenweg
5006903,Rosenstraße,Gerlingen Rosenstr.
5006904,Richthofenstraße,Gerlingen Richthofenstraße
5006905,Vesouler Straße,Gerlingen Vesouler Str.
5006906,Robert-Bosch-Platz,Gerlingen Robert-Bosch-Platz
5006907,Waldfriedhof,Gerlingen Waldfriedhof
5006910,Falkenweg,Gerlingen Falkenweg
5006911,Winnender Straße,Leutenbach Winnender Str.
5006912,K.-Ferd.-Braun-Straße,Backnang K.-Ferd.-Braun-Str.
5006914,Hüttenbühler See Abzw.,Vorderst. Hüttenb. See Abzw.
5006915,Hellershof Kreuzung,Vorderst. Hellershof Kreuzung
5006916,Täle,Kaisersbach Täle
5006921,Waldsee,Fornsbach Waldsee
5006922,Abzweig Wahlenheim,Vorderst. Abzw. Wahlenheim
5006924,Birkhof,Kaisersbach Birkhof
5006925,Hundsberg,Vorderst. Hundsberg
5006926,Bosch Tor IV,Schwieberd. Bosch Tor IV
5006929,Lichtenstern Gymnasium,Großsachsh. Lichtenstern Gymn.
5006930,Münchinger Straße,Hemmingen Münchinger Straße
5006931,Sindlingen Aussiedlerhöfe,Unterjett. Sindl. Aussiedlerh.
5006932,Schlosshaldenstraße,Hemmingen Schlosshaldenstr.
5006933,Lerchenäcker,Backnang Lerchenäcker
5006934,Rathaus,Oberriexingen Rathaus
5006935,Schule,Sachsenweiler Schule
5006936,Richard-Wagner-Straße,Backnang Richard-Wagner-Str.
5006937,Fornsbacher Weg,Backnang Fornsbacher Weg
5006938,Beim Wasserturm,Backnang Beim Wasserturm
5006940,Löchlesäcker,Freiberg (N) Löchlesäcker
5006942,Abzweig Eisenbachsee,Pfahlbronn Abzw. Eisenbachsee
5006943,Ziegelhütte,Kaisersbach Ziegelhütte
5006944,Oberriexinger Straße,Großsachsh. Oberriexing. Str.
5006946,Lehenbrücke,Asperg Lehenbrücke
5006947,Berliner Straße,Asperg Berliner Str.
5006948,Stuttgarter Straße,Asperg Stuttgarter Str.
5006949,Gartenstraße,Hochdorf (E) Gartenstr.
5006950,Th.-Heuss-Straße,Hochdorf (E) Th.-Heuss-Str.
5006951,Pulverdinger Straße,Hochdorf (E) Pulverdinger Str.
5006952,Am Pfaffenwald,Hochdorf (E) Am Pfaffenwald
5006953,Rieter Straße,Enzweihingen Rieter Str.
5006954,Lilienstraße,Rommelshausen Lilienstr.
5006955,Klaiberstraße,Enzweihingen Klaiberstr.
5006956,Metzinger Straße,Großbettlingen Metzinger Str.
5006957,Breslauer Straße,Schwieberdingen Breslauer Str.
5006958,Stettiner Straße,Schwieberdingen Stettiner Str.
5006961,Fessler Mühle,Sersheim Fessler Mühle
5006962,Vaihinger Straße,Nußdorf Vaihinger Str.
5006963,Freibad/FitKom,Besigheim Freibad/FitKom
5006964,Altes Schulhaus,Ensingen Altes Schulhaus
5006965,Reitsteige,Aurich Reitsteige
5006966,Steinberg Halde,Murrhardt Steinberg Halde
5006967,Pflegeheim,Pfahlbronn Pflegeheim
5006968,Haubenwasen,Pfahlbronn Haubenwasen
5006969,Pfeifferklinge,Pliensauv. Pfeifferklinge
5006970,Bürgerzentrum,Hegenlohe Bürgerzentrum
5006971,Flickenwiesen,Großbottwar Flickenwiesen
5006973,Haus der Feuerwehr,Aldingen Haus der Feuerwehr
5006976,Katharinenstraße,Gündelbach Katharinenstr.
5006977,Im langen Feld,Markgröningen Im langen Feld
5006978,Steinbeisstraße,Markgröningen Steinbeisstr.
5006979,Tannhof,Alfdorf Tannhof
5006980,Jugenddorf,Vaihingen (E) Jugenddorf
5006981,Steinwerk,Vaihingen (E) Steinwerk
5006982,Mitte,Pattonville Mitte
5006983,Rems-Murr-Klinikum,Winnenden Rems-Murr-Klinikum
5006985,Jahnstraße,Poppenweiler Jahnstr.
5006986,Seestraße,Kleinbottwar Seestraße
5006987,Horrenwinkel,Steinheim (M) Horrenwinkel
5006988,Schulzentrum,Steinheim (M) Schulzentrum
5006989,Zazenhausen Viadukt,Zazenhausen Viadukt
5006991,Alte Steige,Schorndorf Alte Steige
5006992,Lederstraße,Schorndorf Lederstraße
5006993,Steinbeisstraße,Schorndorf Steinbeisstr.
5006994,Grafenbergweg,Schorndorf Grafenbergweg
5006995,Kreuzwegäcker,Steinheim (M) Kreuzwegäcker
5006996,Friedhof,Grab Friedhof
5006997,Reizenwiesen,Welzheim Reizenwiesen
5006998,Keplerstraße,Deizisau Keplerstr.
5006999,Bietigheimer Straße,Murr Bietigheimer Str.
5007000,Ditzingen,Ditzingen
5007001,Industriegebiet Süd,Ditzingen Industriegebiet Süd
5007002,Daimlerstraße,Herrenberg Daimlerstraße
5007003,Echterdingen,Echterdingen
5007004,Beethovenstraße,Herrenberg Beethovenstraße
5007005,Herzogweg,Herrenberg Herzogweg
5007006,Grafenweg,Herrenberg Grafenweg
5007007,Porschestraße,Herrenberg Porschestraße
5007009,Umspannwerk,Herrenberg Umspannwerk
5007011,Brühlstraße,Deckenpfronn Brühlstraße
5007012,Hildrizhauser Straße,Herrenberg Hildrizhauser Str.
5007013,Reinhold-Schick-Platz,Herrenberg Reinhold-Schick-Pl.
5007015,Katholische Kirche,Unterjett. Katholische Kirche
5007016,Herrenberger Straße,Oberjett. Herrenberger Str.
5007018,Goethe-/Hölderlinstraße,Mötz. Goethe-/Hölderlinstr.
5007020,Brühlstraße,Mötzingen Brühlstraße
5007021,Schießtäle,Herrenberg Schießtäle
5007022,Kohlplatte,Unterjettingen Kohlplatte
5007023,Greutäckerstraße,Mönchberg Greutäckerstraße
5007025,Schule,Mönchberg Schule
5007029,Allmendstraße,Maichingen Allmendstr.
5007030,Schopfloch,Eltingen Schopfloch
5007036,Kälberstelle,Weil i. S. Kälberstelle
5007037,Untere Halde,Weil i. S. Untere Halde
5007038,Königsberger Straße,Herrenberg Königsberger Straße
5007039,Im Steingraben,Herrenberg Im Steingraben
5007040,Amselweg,Herrenberg Amselweg
5007042,Im Vogelsang,Herrenberg Im Vogelsang
5007046,Niederreutin,Bondorf Niederreutin
5007048,Siemensstraße,Deckenpfronn Siemensstr.
5007049,Frontalstraße,Deckenpfronn Frontalstr.
5007050,Nagolder Steig,Mötzingen Nagolder Steig
5007051,Iselshauser Straße,Mötzingen Iselshauser Str.
5007052,Feuerwehrgerätehaus,Gärtr. Feuerwehrgerätehaus
5007053,Schwarzwaldstraße,Gärtringen Schwarzwaldstr.
5007054,Benzstraße,Herrenberg Benzstraße
5007055,Fröbelschule,Herrenberg Fröbelschule
5007056,Im Seele,Herrenberg Im Seele
5007057,Adlerstraße,Herrenberg Adlerstraße
5007059,Zeisigweg,Herrenberg Zeisigweg
5007060,Finkenweg,Herrenberg Finkenweg
5007065,Affstätter Tal,Herrenberg Affstätter Tal
5007066,Eichenweg,Herrenberg Eichenweg
5007067,Akazienweg,Herrenberg Akazienweg
5007068,Wittenberger Straße,Herrenberg Wittenberger Straße
5007069,Torgauer Weg,Herrenberg Torgauer Weg
5007070,Oberer Graben,Neuffen Oberer Graben
5007071,Schelmenäcker,Haslach Schelmenäcker
5007072,Dorfgemeinschaft Tennental,Deckenpfr. Dorfgem. Tennental
5007073,Grabenstraße,Gärtringen Grabenstraße
5007076,Sankt Martin,Herrenberg Sankt Martin
5007081,Albstraße,Neuffen Albstraße
5007082,Uracher Weg,Neuffen Uracher Weg
5007083,Winkels,Großsachsenheim Winkels
5007084,Porsche,Großsachsenheim Porsche
5007085,Katholische Kirche,Besigheim Kath. Kirche
5007086,Schwalbenhälde,Besigheim Schwalbenhälde
5007087,Chausseebergstraße,Besigheim Chausseebergstr.
5007089,Obere Liesäcker,Altdorf Obere Liesäcker
5007090,Wasserstubenweg,Waiblingen Wasserstubenweg
5007091,Mendelssohnstraße,Waiblingen Mendelssohnstr.
5007092,Schellingstraße,Waiblingen Schellingstr.
5007093,Arbeitsagentur/Post,Waiblingen Arbeitsagentur/Post
5007094,Emil-Münz-Straße,Waiblingen Emil-Münz-Str.
5007095,Schwabstraße,Waiblingen Schwabstr.
5007096,Feuerwehr,Kirchberg (M) Feuerwehr
5007097,Rappenberg,Kirchberg (M) Rappenberg
5007098,Viehtrieb,Malmsheim Viehtrieb
5007100,Böblingen,Böblingen
5007101,Industriegebiet,Echterd. Industriegebiet
5007102,Bad,Leinfelden Bad
5007103,Schönbuchstraße,Leinfelden Schönbuchstr.
5007104,Seebruckenmühle,Musberg Seebruckenmühle
5007105,Wanderweg,Musberg Wanderweg
5007106,Kirche,Steinenbronn Kirche
5007108,Im Alten See,Steinenbronn Im Alten See
5007111,Goldäcker,Steinenbronn Goldäcker
5007112,Seebruckenmühle (Klärwerk),Musb. Seebruckenmühle (Klärw.)
5007115,Hulb,Hulb
5007140,Gerlingen,Gerlingen
5007141,Rathaus,Gerlingen Rathaus
5007173,Frank,Leinfelden Frank
5007176,Spielkartenmuseum,Leinf. Spielkartenmuseum
5007177,Sportzentrum,Leinfelden Sportzentrum
5007178,Hirschstraße,Echterdingen Hirschstr.
5007179,Waldhornstraße,Echterdingen Waldhornstraße
5007181,Messe West (Busterminal),Echterd. Messe West (Busterm.)
5007182,Messe West,Echterdingen Messe West
5007185,Gymnasium,Echterdingen Gymnasium
5007186,Stangen,Echterdingen Stangen
5007201,Mönchsbrunnen,Sindelf. Mönchsbrunnen
5007202,Zwerchweg,Herrenberg Zwerchweg
5007203,In der Röte,Mötzingen In der Röte
5007204,Brunnenstraße,Mötzingen Brunnenstraße
5007205,Ottmarsheimer Straße,Mundelsheim Ottmarsheimer Str.
5007206,Grüne Höfe,Pliensauvorstadt Grüne Höfe
5007301,Leonberg,Leonberg
5007302,Renningen,Renningen
5007304,Leobad,Eltingen Leobad
5007400,Asperg,Asperg
5007401,Bahnhof (Arena),Ludwigsburg Bahnhof (Arena)
5007402,Ludwigsburg,Ludwigsburg
5007403,Favoritepark,Favoritepark
5007404,Tamm,Tamm
5007405,Schillerplatz,Bietigheim Schillerplatz
5007406,Gerokstraße,Bissingen Gerokstraße
5007407,Steinheimer Straße,Bietigheim Steinheimer Str.
5007408,Pleidelsheimer Straße,Bietigheim Pleidelsheimer Str.
5007409,Schlossberghalle,Dett.(T) Schlossberghalle
5007410,Ziegelei,Wernau (N) Ziegelei
5007413,Rathaus,Großbettlingen Rathaus
5007414,Höpfigheimer Straße,Bietigheim Höpfigheimer Str.
5007415,Industriestraße,Sersheim Industriestr.
5007416,Beerhaldenstraße,Enzweihingen Beerhaldenstr.
5007417,Bahnhofstraße,Sersheim Bahnhofstr.
5007419,Bildungszentrum West,Ludwigsburg Bildungsz. West
5007421,Sedanstraße,Sersheim Sedanstraße
5007422,Neuer Friedhof,Bissingen Neuer Friedhof
5007423,Erligheimer Straße,Löchgau Erligheimer Straße
5007424,Südstraße,Bissingen Südstraße
5007425,Lindenstraße,Bissingen Lindenstraße
5007426,Eichenweg,Bissingen Eichenweg
5007427,Entenäcker,Bissingen Entenäcker
5007428,Westendstraße,Bissingen Westendstraße
5007429,Birkenweg,Bissingen Birkenweg
5007430,Hallenbad,Bissingen Hallenbad
5007431,Schillerschule,Bissingen (LB) Schillerschule
5007432,Mainzer Allee,Ludwigsburg Mainzer Allee
5007433,Berliner Platz,Ludwigsburg Berliner Platz
5007434,Fasanenstraße,Ludwigsburg Fasanenstr.
5007435,Alter Oßweiler Weg,Ludw. Alter Oßweiler Weg
5007436,Friedrichstraße,Ludwigsburg Friedrichstraße
5007437,Wiener Straße,Maubach Wiener Straße
5007438,Theo-Lorch-Werkstätten,Ludw. Theo-Lorch-Werkstätten
5007440,Friedrich-Ebert-Straße,Bietigheim Fr.-Ebert-Straße
5007441,Grünwiesenstraße,Bietigheim Grünwiesenstr.
5007442,Industriegebiet Nord,Aichschieß Industriegeb. Nord
5007445,Gewerbegebiet,Nellmersbach Gewerbegebiet
5007447,Strombergstraße,Eglosheim Strombergstr.
5007448,Buolweg,Enzweihingen Buolweg
5007449,Parkplatz Zollstock,Spiegelb. Parkplatz Zollstock
5007450,Kammgarnspinnerei B27,Bietigh. Kammgarnspinn. B27
5007451,Immanuel-Dornfeld.-Straße,Neckarw. Imman.-Dornfeld-Str.
5007452,Wilhelm-Föll-Straße,Strümpfelbach (Bk.) Wilhelm-Föll-Straße
5007454,Gegen Eich,Oßweil Gegen Eich
5007455,Wiesentalstraße,Hertmannsw. Wiesentalstr.
5007456,Heckenweg,Hertmannsweiler Heckenweg
5007457,Abzweig Mittelbrüden,Oberbrüden Abzw Mittelbrüden
5007500,Burgstall (M),Burgstall (M)
5007502,Kirchberg (M),Kirchberg (M)
5007503,Marbach (N),Marbach (N)
5007504,Schule,Großerlach Schule
5007505,Liemersbach,Großerlach Liemersbach
5007506,Schönbronn,Grab Schönbronn
5007507,Liemannsklinge Abzweig,Sulzb.(M) Liemannsklinge Abzw.
5007508,Eschenstruet,Sulzb.(M) Eschenstruet
5007509,Bushof Abzweig,Sulzbach (M) Bushof Abzw.
5007510,Hager,Sulzbach (M) Hager
5007511,Zwerenberg,Sulzbach (M) Zwerenberg
5007512,Christophstraße,Backnang Christophstr.
5007513,Maubacher Straße,Backnang Maubacher Str.
5007514,Erlach,Großerlach Erlach
5007515,Morbach,Grab Morbach
5007516,Forum am Schlosspark,Ludw. Forum am Schlosspark
5007518,Schwalbenflug,Grab Schwalbenflug
5007519,Mannenweiler,Grab Mannenweiler
5007520,Obermühle/Fuchshof,Welzheim Oberm./Fuchshof
5007521,Eberhardsweiler,Welzheim Eberhardsweiler
5007522,Ölmühle,Welzheim Ölmühle
5007523,Birkachhof,Welzheim Birkachhof
5007524,Taubenhof,Welzheim Taubenhof
5007525,Langenberg,Welzheim Langenberg
5007526,Obersteinenberg,Welzheim Obersteinenberg
5007527,Lettenstich,Welzheim Lettenstich
5007528,Vorderhundsberg,Welzheim Vorderhundsberg
5007529,Bronnwiesenweg,Rudersbg. Bronnwiesenweg
5007530,Eulenhof,Kaisersbach Eulenhof
5007531,Kirche,Kirchenkirnberg Kirche
5007533,Fratzenwiesenhof,Kaisersbach Fratzenwiesenhof
5007534,Rotenmad,Kaisersbach Rotenmad
5007535,Kaltenbronnhof,Kaisersbach Kaltenbronnhof
5007536,Aichstruter Sägmühle,Welzh. Aichstr. Sägmühle
5007538,Butzberg,Grab Butzberg
5007539,Brandhöfle,Kaisersbach Brandhöfle
5007540,Ebersberg,Kaisersbach Ebersberg
5007541,Gehren,Kaisersbach Gehren
5007542,Forststraße,Kaisersbach Forststraße
5007545,Alte Schule,Neustadt Alte Schule
5007547,Pfarräcker,Neustadt Pfarräcker
5007548,Kriegsberg,Hohenacker Kriegsberg
5007549,Schillerschule,Bittenfeld Schillerschule
5007550,Beethovenstraße,Bittenfeld Beethovenstr.
5007551,Friedhof,Bittenfeld Friedhof
5007554,Neckarstraße/Auf dem Wasen,Ludw. Neckarstr./Auf dem Wasen
5007555,Neckar-/Naststraße,Ludwigsburg Neckar-/Naststr.
5007556,Mühlhäuser Straße,Oßweil Mühlhäuser Str.
5007560,Palazzo,Freiberg (N) Palazzo
5007562,Rockfabrik,Ludwigsburg Rockfabrik
5007563,Gartenstraße,Ludwigsburg Gartenstraße
5007564,Steinbachbrücke,Löchgau Steinbachbrücke
5007565,Heinkelstraße,Löchgau Heinkelstraße
5007566,Hals,Großerlach Hals
5007567,Oberndorf,Oberndorf
5007568,Edelmannshof,Rudersberg Edelmannshof
5007569,Am Mühlbach,Schorndorf Am Mühlbach
5007570,Baumwasenstraße,Schorndorf Baumwasenstraße
5007572,Voggenhof,Kaisersbach Voggenhof
5007574,Mittelbrüden Im Anwänder,Oberb. Mittelbrüd. Im Anwänder
5007575,Konrad-Haussmann-Weg,Schorndorf K.-Haussmann-Weg
5007576,Kreisverkehr Welzheimer Str.,Schornd. Kreisverk. Welzh. Str
5007577,Anne-Frank-Schule,Wendl.(N) Anne-Frank-Schule
5007578,Sporthalle,Wendlingen (N) Sporthalle
5007579,Bertha-Benz-Straße,Ensingen Bertha-Benz-Str.
5007580,Denteltal,Spiegelberg Denteltal
5007581,Wetzsteinstollen,Jux Wetzsteinstollen
5007582,Brunnenstraße,Welzheim Brunnenstraße
5007583,Gutenberger Straße 66,Oberl. Gutenberger Str. 66
5007584,Nikomödiestraße 34,Oberlenningen Nikomödiestr. 34
5007585,Realschule Im Aurain,Bietigh. Realschule Im Aurain
5007589,Gutenberger Straße 47,Oberl. Gutenberger Str. 47
5007592,Breitenfürst Bahnhof,Welzheim Breitenfürst Bf
5007593,Tannwald,Welzheim Tannwald
5007594,Feuerwehr,Rudersberg Feuerwehr
5007596,Hegnacher Straße,Hohenacker Hegnacher Str.
5007597,Torstraße,Neustadt Torstraße
5007598,Sportplatz,Löchgau
5007599,Murrbäder,Backnang Murrbäder
5007600,Backnang,Backnang
5007601,Maubach,Maubach
5007603,Korntal,Korntal
5007604,Waiblingen,Waiblingen
5007605,Winnenden,Winnenden
5007606,Gymnasium,Korntal Gymnasium
5007607,Rührberg,Münchingen Rührberg
5007701,Rommelshausen,Rommelshausen
5007703,Schorndorf,Schorndorf
5007704,Endersbach,Endersbach
5007711,Sägbühl,Kaisersbach Sägbühl
5007712,Höfenäckerle,Kaisersbach Höfenäckerle
5007713,Spatzenhof,Kaisersbach Spatzenhof
5007714,Weidenbach,Kaisersbach Weidenbach
5007715,Weidenhof,Kaisersbach Weidenhof
5007716,Killenhof,Kaisersbach Killenhof
5007717,Silberhäusle,Kaisersbach Silberhäusle
5007718,Menzles,Kaisersbach Menzles
5007719,Menzlesmühle,Kaisersbach Menzlesmühle
5007720,Rotbachhöfle,Kaisersbach Rotbachhöfle
5007721,Strohhof,Kaisersbach Strohhof
5007722,Schillinghof,Kaisersbach Schillinghof
5007723,Voggenmühlhöfle,Kaisersbach Voggenmühlhöfle
5007724,Fratzenklingenhof,Kaisersbach Fratzenklingenhof
5007725,Gallenhöfle,Kaisersbach Gallenhöfle
5007726,Hägerhof,Kaisersbach Hägerhof
5007727,Heppichgehren,Kaisersbach Heppichgehren
5007728,Klingenmühlhöfle,Kaisersbach Klingenmühlhöfle
5007729,Schmalenberg,Kaisersbach Schmalenberg
5007730,Kellerklinghöfle,Kaisersbach Kellerklinghöfle
5007731,Wiesensteighof,Kaisersbach Wiesensteighof
5007732,Grasgehren,Kaisersbach Grasgehren
5007733,Gebenweilersägmühle,Kaisersbach Gebenweilersägmühle
5007734,Ebersbergmühle,Kaisersbach Ebersbergmühle
5007735,Bürgerheim,Backnang Bürgerheim
5007800,Esslingen (N),Esslingen (N)
5007801,ZOB,Esslingen (N) ZOB
5007802,Plochingen,Plochingen
5007805,Frickenhäuser Straße,Tischardt Frickenhäuser Str.
5007807,Calwer Straße,Malmsheim Calwer Straße
5007811,Pforzheimer Straße,Horrheim Pforzheimer Straße
5007812,Herrenwiesen,Ensingen Herrenwiesen
5007913,Zabergäustraße,Zabergäustraße
5007920,Ortseingang,Nebringen Ortseingang
5007921,ZOB Nordseite,Böblingen ZOB Nordseite
5007922,Flugfeld-Allee,Böblingen Flugfeld-Allee
5007923,Mayenner Str. 27,Waiblingen Mayenner Str. 27
5007934,Bolzplatz,Hohengehren Bolzplatz
5007935,Ortsmitte,Hohengehren Ortsmitte
5007940,Lingwiesen,Münchingen Lingwiesen
5024319,Rathaus,Häslach Rathaus
5026352,Bahnhofstraße,Dettenhausen Bahnhofstr.
5026353,Alte Post,Dettenhausen Alte Post
5026354,Schule,Dettenhausen Schule
5026356,Dettenhausen,Dettenhausen
5026362,Altes Rathaus,Dettenhausen Altes Rathaus
5028280,Ziegelwasenstraße,Grafenberg Ziegelwasenstr.
5028288,Brunnäcker,Grafenberg Brunnäcker
5029044,Gustav-Werner-Schule,Walddorf Gustav-Werner-Schule
5032304,Langhans,Beilstein Langhans
5032310,Schulzentrum,Beilstein Schulzentrum
5032322,Apotheke,Beilstein Apotheke
5032323,Breslauer Straße,Beilstein Breslauer Straße
5032324,Schmidhausen Abzweig,Beilstein Schmidhausen Abzw.
5033001,Waldhausen,Waldhausen
5033002,Lorch,Lorch
5033309,Bruck,Lorch Bruck
5033310,Kloster,Lorch Kloster
5033334,Weitmars Talstraße,Lorch Weitmars Talstr.
5033335,Weitm. Walkersbachertal,Lorch Weitm. Walkersbachertal
5033336,Edenhof,Lorch Edenhof
5033337,Metzelhof,Lorch Metzelhof
5033350,Schäfersfeld Schulen,Lorch Schäfersfeld Schulen
5033399,Skilift,Lorch Skilift
