Nummer,Name,Name mit Ort
5005050,Mittlere Brücke,Schorndorf Mittlere Brücke
5005051,Haubersbronn,Haubersbronn
5005053,Steinbruck,Welzheim Steinbruck
5005054,Eselshalden,Welzheim Eselshalden
5005055,Bausche,Welzheim Bausche
5005056,Breitenfürst Schulhaus,Breitenfürst Schulhaus
5005057,Hinterbüchelberg,Murrhardt Hinterbüchelberg
5005058,Bethel,Welzheim Bethel
5005059,Karnsberg,Murrhardt Karnsberg
5005060,Busbahnhof,Welzheim Busbahnhof
5005061,Kirchplatz,Welzheim Kirchplatz
5005062,Steinberg,Murrhardt Steinberg
5005063,Gottlob-Bauknecht-Platz,Welzh. Gottl.-Bauknecht-Platz
5005064,Schafhof,Welzheim Schafhof
5005065,Aichstrut,Welzheim Aichstrut
5005066,Gmeinweiler,Kaisersbach Gmeinweiler
5005067,Gebenweiler,Kaisersbach Gebenweiler
5005068,Grairich,Kaisersbach Grairich
5005071,Kreuzstraße,Kaisersbach Kreuzstraße
5005072,Eierhof,Welzheim Eierhof
5005073,Seiboldsweiler,Welzheim Seiboldsweiler
5005074,Eckartsweiler,Welzheim Eckartsweiler
5005075,Gausmannsweiler,Welzh. Gausmannsweiler
5005076,Hauptstraße,Kaisersbach Hauptstraße
5005077,Bruch,Kaisersbach Bruch
5005078,Mönchhof,Kaisersbach Mönchhof
5005079,Steinberg Fritzhof,Murrh. Steinb. Fritzhof
5005080,Bohnreute,Kirchenkirnberg Bohnreute
5005081,Gemeindehalle,Kirchenk. Gemeindehalle
5005082,Vögelesreute,Kirchenk. Vögelesreute
5005083,Tiefenmad,Kirchenkirnberg Tiefenmad
5005084,Oberneustetten,Kirchenk. Oberneustetten
5005085,Unterneustetten,Kirchenk. Unterneustetten
5005086,Göckelhof Kreuzung,Fornsb. Göckelhof Kreuzung
5005087,Breitenfürst Lorcher Straße,Welzh. Breit. Lorcher Str.
5005088,Neuhof,Welzheim Neuhof
5005089,Haghof,Pfahlbronn Haghof
5005090,Petershalde,Pfahlbronn Petershalde
5005091,Welzheimer Straße,Pfahlbronn Welzheimer Str.
5005092,Lorcher Straße,Pfahlbronn Lorcher Str.
5005093,Abzweig Altersberg,Kaisersbach Abzw. Altersberg
5005094,Hintersteinenberg Nord,Vorderst. Hinterst. Nord
5005095,Vordersteinenberg,Vordersteinenberg
5005096,Kapf Mohnwiesenweg,Vorderst. Kapf Mohnwiesenweg
5005097,Kapf Kapfhofweg,Vorderst. Kapf Kapfhofweg
5005098,Strübelmühle,Alfdorf Strübelmühle
5005099,Marktplatz,Alfdorf Marktplatz
5005100,Untere Bühlstraße,Alfd. Untere Bühlstraße
5005101,Brech,Pfahlbronn Brech
5005102,Brech Kaiserlinde,Pfahlbr. Brech Kaiserlinde
5005103,Untere Schlossstraße,Alfd. Untere Schlossstraße
5005104,Bonholz Abzweig,Alfdorf Bonholz Abzw.
5005105,Adelstetten,Pfahlbronn Adelstetten
5005106,Hohenbrach,Grab Hohenbrach
5005107,Rathaus,Haubersbronn Rathaus
5005108,Miedelsbacher Straße,Haubersbr. Miedelsb. Str.
5005109,Im Hiller,Miedelsbach Im Hiller
5005110,Rathaus,Miedelsbach Rathaus
5005111,Schorndorfer Straße,Steinenberg Schorndorfer Str.
5005112,Michelauer Straße,Steinenberg Michelauer Str.
5005113,Michelau Ortsmitte,Schlechtb. Michelau Ortsmitte
5005114,Krehwinkel,Asperglen Krehwinkel
5005115,Asperglen,Asperglen
5005117,Lindental,Schlechtbach Lindental
5005118,Ortsmitte,Schlechtbach Ortsmitte
5005119,Marktplatz,Rudersberg Marktplatz
5005120,Keltersiedlung,Schlechtb. Keltersiedlung
5005121,Schulzentrum,Rudersberg Schulzentrum
5005122,Turnhalle,Steinenberg Turnhalle
5005123,Oberer Wasen,Welzheim Oberer Wasen
5005124,Abzweig Steinbach,Rudersberg Abzw. Steinbach
5005125,Abzweig Schmalenberg,Rud. Abzw. Schmalenberg
5005127,Laufenmühle,Welzheim Laufenmühle
5005128,Amselweg,Welzheim Amselweg
5005129,Friedhof,Welzheim Friedhof
5005130,Steinbeise,Welzheim Steinbeise
5005131,Schulzentrum,Welzheim Schulzentrum
5005132,Breitenf. Reinhold-Maier-Platz,Breitenf. Reinhold-Maier-Platz
5005134,Hauptstraße,Urbach Hauptstraße
5005136,Robert-Franck-Straße,Murrh. Robert-Franck-Straße
5005138,Murrhärle,Murrhardt Murrhärle
5005139,Kieselhof,Murrhardt Kieselhof
5005140,Hördthof,Murrhardt Hördthof
5005141,Frankenweiler,Grab Frankenweiler
5005142,Trauzenbach,Grab Trauzenbach
5005143,Limesweg,Grab Limesweg
5005144,Blumenstraße,Waiblingen Blumenstraße
5005145,Bürgerzentrum (Remsbrücke),Waibl. Bürgerz. (Remsbrücke)
5005146,Neustädter Straße,Waiblingen Neustädter Straße
5005147,Alte Waiblinger Straße,Neustadt A. Waiblinger Str.
5005148,Rathaus,Neustadt Rathaus
5005149,Friedensschule,Neustadt Friedensschule
5005150,Bildäckerstraße,Hohenacker Bildäckerstr.
5005151,Ortsmitte,Hohenacker Ortsmitte
5005152,Bittenfelder Straße,Hohenacker Bittenf. Str.
5005154,Rienzhofer Mühle,Bittenfeld Rienzh. Mühle
5005155,Am Zipfelbach,Bittenfeld Am Zipfelbach
5005156,Altes Rathaus,Bittenfeld Altes Rathaus
5005157,Klingenstraße,Bittenfeld Klingenstraße
5005158,Stauferstraße,Waiblingen Stauferstraße
5005160,Am Kätzenbach,Waiblingen Am Kätzenbach
5005161,Rundsporthalle,Waiblingen Rundsporthalle
5005162,Waiblinger Straße,Beinstein Waiblinger Str.
5005163,Galgenbergbrücke,Waiblingen Galgenbergbrücke
5005164,Rathaus,Beinstein Rathaus
5005165,Endersbacher Straße,Beinstein Endersbacher Str.
5005166,Stettener Straße,Endersbach Stettener Str.
5005168,Viadukt,Endersbach Viadukt
5005169,Prinz-Eugen-Platz,Großh. Prinz-Eugen-Platz
5005170,Backhaus,Großheppach Backhaus
5005171,Katholische Kirche,Großheppach Kath. Kirche
5005172,Kleinheppacher Straße,Großh. Kleinheppacher Str.
5005174,Otto-Mühlschlegel-Haus,Endersbach Otto-Mühlschlegel-Haus
5005175,Seemühle,Strümpfelbach Seemühle
5005176,Traube,Strümpfelbach Traube
5005177,Kelter,Strümpfelbach Kelter
5005178,Rathaus,Strümpfelbach Rathaus
5005179,Rathaus,Beutelsbach Rathaus
5005180,Hundsäcker,Strümpfelbach Hundsäcker
5005183,Grundschule,Grunbach Grundschule
5005186,Gemeindehaus,Buoch Gemeindehaus
5005187,Freizeitzentrum,Buoch Freizeitzentrum
5005188,Jahnhalle,Endersbach Jahnhalle
5005189,Mercedesstraße,Endersbach Mercedesstraße
5005190,Risslerinstraße,Schorndorf Risslerinstr.
5005191,Johannesstraße,Schorndorf Johannesstr.
5005193,Rathaus,Weiler Rathaus
5005194,Pfarrstraße,Weiler Pfarrstraße
5005195,Waldstraße,Weiler Waldstraße
5005197,Abzweig,Hebsack Abzw.
5005198,Rohrbronn,Rohrbronn
5005199,Hößlinswart,Hößlinswart
5005201,Erlenhof,Ödernhardt Erlenhof
5005202,Lehnenberg Kreuzung,Reichenb. Lehnenb. Kreuzung
5005203,Talaue,Birkmannsw. Talaue
5005204,Ortsmitte,Birkmannsw. Ortsmitte
5005205,Seehaldenweg,Höfen Seehaldenweg
5005207,Friedhof,Winnenden Friedhof
5005209,Wallstraße,Winnenden Wallstraße
5005210,Ringstraße,Winnenden Ringstraße
5005211,Haydnstraße/Bäder,Schorndorf Haydnstr./Bäder
5005212,Oskar Frech Seebad,Schorndorf Oskar Frech Seebad
5005214,Spittler Stift,Schorndorf Spittler Stift
5005215,Wieslaufweg,Schorndorf Wieslaufweg
5005216,Schillerplatz,Schorndorf Schillerplatz
5005217,Baacher Straße,Höfen Baacher Straße
5005218,Hermann-Löns-Weg,Winn. Hermann-Löns-Weg
5005219,Jakob-Raible-Anlage,Schorndorf Jakob-Raible-Anlage
5005220,Mönchsbrücke,Schorndorf Mönchsbrücke
5005222,Buchenweg,Schorndorf Buchenweg
5005223,Hungerbühlstraße,Schorndorf Hungerbühlstraße
5005224,Grabenstraße (Bahnhof),Schorndorf Grabenstr. (Bf)
5005225,Kleingärten,Schorndorf Kleingärten
5005226,Wasenstraße,Urbach Wasenstraße
5005227,Wittumhalle,Urbach Wittumhalle
5005234,Ahornstraße,Plüderh. Ahornstraße
5005235,Gänswasen,Plüderh. Gänswasen
5005236,Heusee,Plüderhausen Heusee
5005237,Schwalbenweg,Plüderh. Schwalbenweg
5005238,Berkener Weg,Plüderh. Berkener Weg
5005239,Wasserbergweg,Plüderh. Wasserbergweg
5005240,Margaretenstraße,Plüderhausen Margaretenstr.
5005241,Aichenbachhof,Plüderh. Aichenbachhof
5005242,Adlerbrücke,Plüderh. Adlerbrücke
5005243,Hohbergschule,Plüderh. Hohbergschule
5005244,Staufenapotheke,Plüderh. Staufenapotheke
5005245,Bahnhofstraße,Plüderh. Bahnhofstraße
5005247,Schwanfeld,Plüderh. Schwanfeld
5005248,Reesenbänkle,Plüderh. Reesenbänkle
5005249,Münzenhalde,Plüderhausen Münzenhalde
5005250,Hohbaum,Plüderh. Hohbaum
5005251,Königsbau,Plüderhausen Königsbau
5005252,Postweg,Plüderhausen Postweg
5005254,Mittlere Uferstraße,Schorndorf Mittlere Uferstr.
5005255,Schornbacher Weg,Schorndorf Schornbacher Weg
5005256,Holzbergweg,Schorndorf Holzbergweg
5005257,Wiesenstraße,Schorndorf Wiesenstraße
5005259,Schlipfweg,Schorndorf Schlipfweg
5005260,Post,Schornbach Post
5005261,Rohr,Schornbach Rohr
5005262,Buhlbronn,Buhlbronn
5005263,Streich,Vorderw. Streich
5005264,Vorderweißbuch,Vorderweißbuch
5005265,Birkenweißbuch,Vorderw. Birkenweißbuch
5005266,Necklinsberg Kreuzung,Asperglen Necklinsb. Kreuzung
5005267,Necklinsberg,Aspergl. Necklinsberg
5005268,Ortsmitte,Oppelsbohm Ortsmitte
5005269,Rettersburg,Rettersburg
5005270,Öschelbronn,Öschelbronn
5005271,Stöckenhof,Öschelbronn Stöckenhof
5005272,Bürg,Bürg
5005273,Gemeindehalle,Höfen Gemeindehalle
5005274,Ortsmitte,Baach Ortsmitte
5005275,Ortsmitte,Höfen Ortsmitte
5005276,Lannerstraße,Oppelsbohm Lannerstraße
5005277,Nachbarschaftsschule,Bretz. Nachbarsch.schule
5005278,Ödernhardt,Ödernhardt
5005279,Kottweil,Steinach Kottweil
5005280,Cronhütte,Kaisersbach Cronhütte
5005281,Hellershof,Vorderst. Hellershof
5005282,Oberer Schadberg,Kaisersb. Ob. Schadberg
5005283,Schadberg,Kaisersb. Schadberg
5005284,Klingenmühle,Welzheim Klingenmühle
5005286,Stöckachschule,Winnenden Stöckachschule
5005287,Beethovenstraße,Unterw. Beethovenstraße
5005288,Edeka,Unterweissach Edeka
5005290,Lehnenberg,Reichenb. Lehnenberg
5005291,Spechtshof,Reichenb. Spechtshof
5005292,Reichenbach,Reichenbach
5005293,Buchenstraße,Steinach Buchenstraße
5005294,Stadthalle,Murrhardt Stadthalle
5005295,Hammerschmiede,Murrhardt Hammerschmiede
5005296,Klingen,Murrhardt Klingen
5005297,Sauerhöfle,Murrhardt Sauerhöfle
5005298,Käsbach,Murrhardt Käsbach
5005299,Vorderwestermurr,Murrh. Vorderwestermurr
5005301,Fautspach,Sechselberg Fautspach
5005303,Hinterwestermurr,Fornsb. Hinterwestermurr
5005304,Schlosshof,Fornsbach Schlosshof
5005305,Mettelberg,Fornsbach Mettelberg
5005306,Kelter,Winnenden Kelter
5005307,Bildungszentrum II,Winnenden Bildungsz. II
5005308,Lange Weiden,Winnenden Lange Weiden
5005309,Forchenwaldstraße,Schelmenholz Forchenwaldstr.
5005310,Burgunderweg,Hanweiler Burgunderweg
5005311,Backhäusle,Hanweiler Backhäusle
5005312,Kaiser-Ludwig-Straße,Murrhardt Kaiser-Ludwig-Str.
5005313,Rathaus,Leutenbach Rathaus
5005314,Hauptstraße,Leutenbach Hauptstraße
5005315,Stuttgarter Straße,Weiler zum Stein Stuttg. Str.
5005319,Schule,Leutenbach Schule
5005320,Leutenbacher Straße,Nellmersbach Leutenbacher Str.
5005321,Bahnhofstraße,Nellmersbach Bahnhofstr.
5005322,Waldfriedhof,Backnang Waldfriedhof
5005323,Etzwiesenbrücke,Backnang Etzwiesenbrücke
5005324,Rathaus,Backnang Rathaus
5005325,Plattenwald,Backnang Plattenwald
5005329,Aspacher Brücke,Backnang Aspacher Brücke
5005330,Berliner Ring,Backnang Berliner Ring
5005331,Seehofweg,Backnang Seehofweg
5005332,Plaisirschule,Backnang Plaisirschule
5005333,Potsdamer Ring,Backnang Potsdamer Ring
5005334,Stettiner Ring,Backnang Stettiner Ring
5005335,Gerberstraße,Backnang Gerberstraße
5005336,Feuerwehr,Backnang Feuerwehr
5005337,Eintracht,Backnang Eintracht
5005338,Sommerrain,Backnang Sommerrain
5005339,Tausgymnasium,Backnang Tausgymnasium
5005340,Weidenweg,Backnang Weidenweg
5005342,Föhrenbühl,Backnang Föhrenbühl
5005343,Dorfhalle,Steinbach Dorfhalle
5005345,Burgplatz,Backnang Burgplatz
5005346,Marienheim,Backnang Marienheim
5005347,Hof,Sachsenweiler Hof
5005348,Am Dresselbach,Sachsenw. Am Dresselbach
5005349,Evangelische Kirche,Sachsenw. Evangelische Kirche
5005350,Seminar,Backnang Seminar
5005351,Lichtensteinstraße,Backnang Lichtensteinstr.
5005352,Oberschöntal Abzweig,Backnang Oberschöntal Abzw.
5005353,Unterschöntal,Backnang Unterschöntal
5005354,Oberschöntal,Backnang Oberschöntal
5005355,Rossbergstaffel,Backnang Rossbergstaffel
5005356,Lerchenstraße,Großaspach Lerchenstr.
5005357,Klöpferbach,Großaspach Klöpferbach
5005358,Hohrot,Großaspach Hohrot
5005359,Rietenau,Rietenau
5005360,Allmersbach am Weinberg,Allmersbach am Weinberg
5005361,Röhrach,Allmersbach a.W. Röhrach
5005362,Schafhaus,Kleinaspach Schafhaus
5005363,Rielingshäuser Straße,Marb.(N) Rielingshäuser Str.
5005364,Fürstenhof,Großaspach Fürstenhof
5005365,Zwingelhausen Abzweig,Großaspach Zwingelhausen Abzw.
5005366,Frühmeßhof,Kirchberg (M) Frühmeßhof
5005367,Sportplatz,Rielingshausen Sportplatz
5005368,Egelsee,Rielingshausen Egelsee
5005369,Hauptstraße,Rielingshausen Hauptstraße
5005370,Schweißbrücke,Erdmannh. Schweißbrücke
5005371,Huober,Erdmannhausen Huober
5005372,Güntterstraße,Marbach (N) Güntterstr.
5005374,Welzheimer Straße,Unterweissach Welzheimer Str.
5005375,Rathaus,Unterweissach Rathaus
5005377,Hügelstraße,Unterbrüden Hügelstraße
5005378,Mittelbrüden,Oberbrüden Mittelbrüden
5005379,Kirchplatz,Oberbrüden Kirchplatz
5005380,Rosenstraße,Oberbrüden Rosenstraße
5005381,Friedhof,Unterbrüden Friedhof
5005382,Traube,Lippoldsweiler Traube
5005383,Auenwaldhalle,Unterbrüden Auenwaldhalle
5005384,Am Brenner,Lippoldsw. Am Brenner
5005385,Raiffeisenbank,Lippoldsw. Raiffeisenbank
5005386,Marktgasse,Waiblingen Marktgasse
5005387,Hochwachtturm,Waiblingen Hochwachtturm
5005388,Heimatmuseum,Unterw. Heimatmuseum
5005389,Danziger Platz,Waiblingen Danziger Platz
5005391,Stadtmitte,Waiblingen Stadtmitte
5005393,Ortsmitte,Endersbach Ortsmitte
5005396,Benzach,Beutelsbach Benzach
5005397,Benzach Bildungszentrum,Beutelsb. Benz. Bi.zentrum
5005398,Ulrichstraße,Beutelsb. Ulrichstraße
5005400,Kelter,Schnait Kelter
5005402,Silcherstraße,Schnait Silcherstraße
5005403,Buchhaldenstraße,Schnait Buchhaldenstr.
5005404,Freibad,Waiblingen Freibad
5005405,Salierstraße,Waiblingen Salierstraße
5005406,Mikrozentrum,Waiblingen Mikrozentrum
5005407,Fuchsgrube,Waiblingen Fuchsgrube
5005408,Korber Steige,Waiblingen Korber Steige
5005409,Winnender Straße,Waiblingen Winnender Str.
5005410,Rathaus,Waiblingen Rathaus
5005411,Querspange,Waiblingen Querspange
5005412,Im Sämann,Waiblingen Im Sämann
5005413,Nachtigallenweg,Waiblingen Nachtigallenweg
5005414,Schaltenberg,Korb Schaltenberg
5005415,Seeplatz,Korb Seeplatz
5005416,Steinreinach,Korb Steinreinach
5005417,Mansler Straße,Korb Mansler Straße
5005418,Cafe Rommel,Schwaikheim Cafe Rommel
5005419,Rathaus,Schwaikheim Rathaus
5005422,Haselsteinstraße,Breuningsweiler Haselsteinstr.
5005423,Buocher Straße,Breuningsweiler Buocher Str.
5005425,Stauferstraße,Schmiden Stauferstr.
5005426,Karolingerstraße,Schmiden Karolingerstraße
5005427,Gutenbergstraße,Schmiden Gutenbergstr.
5005428,Winnender Straße,Schwaikheim Winnender Str.
5005429,Katholische Kirche,Hegnach Kath. Kirche
5005431,Fellbacher Straße,Rommelshausen Fellbacher Str.
5005432,Altenheim,Fellbach Altenheim
5005433,Rommelshauser Straße,Fellbach Rommelshauser Straße
5005434,Waiblinger-/Schorndorfer Str.,Fellb. Waibl.-/Schornd. Str.
5005436,Friedrich-Schiller-Gymnasium,Fellb. Fr.-Schiller-Gymnasium
5005438,Villeneuvestraße,Kornwestheim Villeneuvestraße
5005439,Zeppelinstraße,Kornwestheim Zeppelinstraße
5005440,Hallenbad,Kornwestheim Hallenbad
5005441,Realschule,Kornwestheim Realschule
5005442,Stauffenbergstraße,Kornwestheim Stauffenbergstr.
5005443,Goerdelerstraße,Kornwestheim Goerdelerstraße
5005444,Neckarstraße,Kornwestheim Neckarstraße
5005445,Enzstraße,Kornwestheim Enzstraße
5005446,Aldinger Straße,Kornwestheim Aldinger Straße
5005447,Friedhof,Kornwestheim Friedhof
5005450,Im Wiesengrund,Kornwestheim Im Wiesengrund
5005451,Mühlhäuser Straße,Kornwestheim Mühlhäuser Straße
5005452,Bolzstraße,Kornwestheim Bolzstraße
5005453,Remstalstraße,Neckarrems Remstalstr.
5005454,Residenzschloss,Ludwigsburg Residenzschloss
5005455,Köhlstraße,Ludwigsburg Köhlstraße
5005456,Max-Eyth-Straße,Kornwestheim Max-Eyth-Straße
5005457,Karlsruher Allee,Pflugfelden Karlsruher Allee
5005459,Ludwigsburger Straße,Kornwesth. Ludwigsburger Str.
5005460,An der Wette,Kornwestheim An der Wette
5005461,Johannesstraße,Kornwestheim Johannesstraße
5005462,Rathaus,Kornwestheim Rathaus
5005463,Rechbergstraße,Kornwestheim Rechbergstraße
5005464,Ludwig-Herr-Straße,Kornwestheim Ludwig-Herr-Str.
5005465,Hornbergstraße,Kornwestheim Hornbergstraße
5005466,Stadtwerke,Ludwigsburg Stadtwerke
5005467,Lindenstraße,Kornwestheim Lindenstraße
5005468,Maybachstraße,Kornwestheim Maybachstraße
5005469,Stadion,Kornwestheim Stadion
5005470,Eichenweg,Kornwestheim Eichenweg
5005471,Albstraße,Kornwestheim Albstraße
5005472,Ruhrstraße,Ludwigsburg Ruhrstraße
5005474,Grönerstraße,Ludwigsburg Grönerstr.
5005475,Mann + Hummel,Ludwigsburg Mann + Hummel
5005476,Mörikestraße,Ludwigsburg Mörikestr.
5005477,Buch Berliner Straße,Bietigheim Buch Berliner Str.
5005478,Neckarstraße,Asperg Neckarstraße
5005479,Volksbank,Asperg Volksbank
5005481,Markgröninger Straße,Asperg Markgröninger Str.
5005482,Schäferstraße,Asperg Schäferstraße
5005483,Obere Marbacher Straße,Ludw. Obere Marbacher Str.
5005484,Untere Marbacher Straße,Ludw. Untere Marbacher Str.
5005485,Karl-Joos-Straße,Kornwestheim Karl-Joos-Straße
5005486,Hauptstraße 99,Neckarweih. Hauptstr. 99
5005487,Hohenrainstraße,Neckarweih. Hohenrainstr.
5005488,Friedenstraße 5,Ludw. Friedenstraße 5
5005489,Friedenstraße 52,Ludw. Friedenstraße 52
5005490,Daimlerstraße,Ludwigsburg Daimlerstr.
5005491,Steinbeisstraße,Ludwigsburg Steinbeisstr.
5005492,Robert-Bosch-Straße,Pflugfelden Robert-Bosch-Str.
5005494,Sportplatz,Pflugfelden Sportplatz
5005495,Herrschaftsweg,Pflugf. Herrschaftsweg
5005496,Dorfstraße,Pflugfelden Dorfstraße
5005497,Blühendes Barock,Ludw. Blühendes Barock
5005498,Klinikum,Ludwigsburg Klinikum
5005499,Neuer Friedhof,Ludwigsburg Neuer Friedhof
5005500,Harteneckstraße,Ludwigsburg Harteneckstr.
5005501,Kornbeckstraße,Ludwigsburg Kornbeckstr.
5005502,Schlösslesfeld,Ludwigsburg Schlösslesfeld
5005503,Abelstraße,Ludwigsburg Abelstraße
5005504,Talstraße,Ludwigsburg Talstraße
5005505,Bietigheimer Straße,Ludw. Bietigheimer Straße
5005506,Schloss Favorite,Ludw. Schloss Favorite
5005507,Rosenackerweg,Eglosheim Rosenackerweg
5005508,Golfplatz,Eglosheim Golfplatz
5005510,Martin-Luther-Straße,Ludwigsburg Martin-Luther-Str.
5005511,Katharinenstraße,Eglosheim Katharinenstr.
5005512,Tammer Straße,Eglosheim Tammer Straße
5005513,Falkenweg,Eglosheim Falkenweg
5005514,Neckarstraße,Ludwigsburg Neckarstr.
5005515,Friesenstraße,Oßweil Friesenstraße
5005516,Wettemarkt,Oßweil Wettemarkt
5005517,Hohenzollernplatz,Ludw. Hohenzollernplatz
5005518,Wüstenrot,Ludwigsburg Wüstenrot
5005519,Karlshöhe,Ludwigsburg Karlshöhe
5005520,Tennisplatz,Ludwigsburg Tennisplatz
5005521,Robert-Franck-Allee,Ludw. Robert-Franck-Allee
5005522,Aldinger Straße,Ludwigsburg Aldinger Str.
5005523,Netzestraße,Grünbühl Netzestraße
5005524,Reichertshalde,Ludw. Reichertshalde
5005525,Ludwigsburger Straße,Hoheneck Ludwigsburger Str.
5005526,Ebelstraße,Hoheneck Ebelstraße
5005527,Uferstraße,Hoheneck Uferstraße
5005528,Heilbad,Hoheneck Heilbad
5005529,Agentur für Arbeit,Ludw. Agentur für Arbeit
5005530,Landratsamt,Ludwigsburg Landratsamt
5005531,Oststraße,Ludwigsburg Oststraße
5005532,Osterholz,Ludwigsburg Osterholz
5005533,Danziger Straße,Ludwigsburg Danziger Str.
5005534,Brünner Straße,Ludwigsburg Brünner Str.
5005535,Besigheimer Straße,Eglosheim Besigheimer Str.
5005536,Fellbacher Straße,Oßweil Fellbacher Str.
5005537,Albrechtstraße,Ludwigsburg Albrechtstr.
5005538,Hoferstraße,Ludwigsburg Hoferstraße
5005539,Jenischstraße,Ludwigsburg Jenischstr.
5005540,Osterholzallee,Ludwigsburg Osterholzallee
5005541,Weststadt-Kirche,Ludwigsburg Weststadt-Kirche
5005542,Weimarstraße,Ludwigsburg Weimarstraße
5005543,Pädagogische Hochschule,Ludw. Pädagogische Hochsch.
5005544,Schule,Großingersheim Schule
5005545,Straßenäcker,Eglosheim Straßenäcker
5005546,Aldinger Straße,Hegnach Aldinger Straße
5005547,Langmantel,Hohenhasl. Langmantel
5005548,Wendeplatte,Hochdorf Wendeplatte
5005549,Schießtal,Neckargröningen Schießtal
5005550,Adlerplatz,Hochberg Adlerplatz
5005551,Alexandrinenplatz,Hochberg Alexandrinenpl.
5005552,Hochberger Straße,Hochdorf Hochberger Str.
5005553,Hochberger Straße,Bittenfeld Hochberger Str.
5005554,Hochdorfer Straße,Bittenfeld Hochdorfer Str.
5005556,Poppenweiler Straße,Hochdorf Poppenweiler Str.
5005557,Steinheimer Straße,Poppenweiler Steinheimer Str.
5005558,Friedhof,Poppenweiler Friedhof
5005559,Zehntscheuer,Poppenweiler Zehntscheuer
5005560,Robert-Bosch-Straße,Pleidelsheim R.-Bosch-Str.
5005561,Burghaldenstraße,Poppenweiler Burghaldenstr.
5005563,Enzplatz,Besigheim Enzplatz
5005565,Mönchsbergstraße,Freiberg (N) Mönchsbergstr.
5005566,Bietigheimer Straße,Großingersh. Bietigheimer Str.
5005567,Brühlstraße,Großing. Brühlstraße
5005568,Blumenstraße,Kleiningersheim Blumenstr.
5005569,Beihinger Straße,Pleidelsheim Beihinger Str.
5005570,Hauptstraße,Pleidelsheim Hauptstraße
5005571,Wiegehalle,Pleidelsheim Wiegehalle
5005572,SÜWAG,Pleidelsheim SÜWAG
5005573,Hauptstraße,Höpfigheim Hauptstraße
5005574,Lange Straße,Mundelsheim Lange Str.
5005575,Hessigheimer Straße,Mundelsheim Hessigheimer Str.
5005576,Gartenstraße,Hessigheim Gartenstraße
5005577,Ottmarsheimer Straße,Hessigheim Ottmarsh. Str.
5005578,Sattlerei Eisele,Hessigh. Sattlerei Eisele
5005579,Rathaus,Ottmarsheim Rathaus
5005580,Neusatz,Besigheim Neusatz
5005581,Jahnstraße,Besigheim Jahnstraße
5005582,Kelterplatz,Besigheim Kelterplatz
5005583,Besigheim,Besigheim
5005584,Bissinger Straße,Eglosheim Bissinger Straße
5005585,Nord,Pattonville Nord
5005586,Kohlenweg,Aldingen Kohlenweg
5005587,Kernersteg,Aldingen Kernersteg
5005588,Cannstatter Straße,Aldingen Cannstatter Str.
5005589,Neckarstraße,Aldingen Neckarstraße
5005590,Lise-Meitner-Gymnasium,Aldingen Lise-Meitner-Gymnasium
5005591,Kelterschule,Neckarrems Kelterschule
5005592,Sonne,Hochdorf Sonne
5005593,Beilsteiner Straße,Oberstenfeld Beilsteiner Str.
5005594,Lichtenberger Straße,Oberstenf. Lichtenberger Str.
5005596,Prevorst Feuerwehr,Gronau Prev. Feuerwehr
5005597,Blattert,Murr Blattert
5005598,Ortsmitte,Murr Ortsmitte
5005599,Höpfigheimer Straße,Steinh.(M) Höpfigheimer Str.
5005600,Hardtlinde,Murr Hardtlinde
5005601,Murrer Straße,Steinheim (M) Murrer Str.
5005602,Bahnhof,Steinheim (M) Bf
5005603,Kelter,Steinheim (M) Kelter
5005604,Kleinbottwar,Kleinbottwar
5005605,Waldstraße,Großbottwar Waldstraße
5005606,Bachstraße,Großbottwar Bachstraße
5005607,Raiffeisenstraße,Winzerhausen Raiffeisenstr.
5005608,Rosenplatz,Großbottwar Rosenplatz
5005609,Kelter,Großbottwar Kelter
5005610,Sauserhof,Großbottwar Sauserhof
5005611,Nussbaumweg,Oberstenfeld Nussbaumweg
5005612,Rathaus,Oberstenfeld Rathaus
5005613,Katholische Kirche,Oberstenf. Kath. Kirche
5005614,Kreuzstraße,Oberstenfeld Kreuzstr.
5005615,Schule,Gronau Schule
5005616,Kreisberufsschule,Bietigheim Kreisberufsschule
5005617,DLW,Bietigheim DLW
5005619,Aussiedlerhöfe,Großb. Aussiedlerhöfe
5005620,Holzweilerhof,Winzerh. Holzweilerhof
5005621,Rathaus,Hochdorf (E) Rathaus
5005622,Schule,Hochdorf (E) Schule
5005623,Hochdorfer Straße,Eberdingen Hochdorfer Str.
5005624,Rotweg,Hochberg Rotweg
5005625,Martinstraße,Nußdorf Martinstraße
5005626,Hardthof,Schwieberd. Hardthof
5005627,Kallenberg Lackfabrik,Münch. Kallenberg Lackfabrik
5005628,Pulverdingen Ort,Enzw. Pulverdingen Ort
5005629,Neckarzentrum,Hochberg Neckarzentrum
5005630,Schule,Hohenhaslach Schule
5005631,Grabenstr. (Stadtm.),Vaih.(E) Grabenstr.
5005632,Münchingen,Münchingen
5005633,Friedrichstraße,Möglingen Friedrichstr.
5005634,Im Waldeck,Asperg Im Waldeck
5005635,Industriegebiet,Unterriex. Industriegebiet
5005636,Hauptstraße,Unterriexingen Hauptstr.
5005637,Glemsbrücke,Unterriex. Glemsbrücke
5005638,Burgfeldschule,Großsachsh. Burgfeldschule
5005639,Sachsenheim,Sachsenheim
