Nummer;Bereich;Steig;Steigname;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
103;0;1;Rtg Wimpfener Str.;Heutingsheimer Straﬂe;de:08111:103:0:1;8111000;Stuttgart;Stuttgart;S;20,34;Stadtbahn;U15;U15;20015_;1;20;9,159297569;48,84244287
103;0;2;Rtg Korntaler Str.;Heutingsheimer Straﬂe;de:08111:103:0:2;8111000;Stuttgart;Stuttgart;S;20,34;Stadtbahn;U15;U15;20015_;1;20;9,159338468;48,84245181
103;0;3;Bus;Heutingsheimer Straﬂe;de:08111:103:0:3;8111000;Stuttgart;Stuttgart;S;20,34;Bus;E;E;30015a;1;30;9,1589056;48,84342357
103;0;4;NBus;Heutingsheimer Straﬂe;de:08111:103:0:4;8111000;Stuttgart;Stuttgart;S;20,34;Nachtbus;N4;N4;33004_;1;33;9,159352635;48,84262264
104;0;1;Rtg Salzwiesenstr.;Wimpfener Straﬂe;de:08111:104:0:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U15;U15;20015_;1;20;9,16095984;48,83826814
104;0;2;Rtg Heutingsheimer Str.;Wimpfener Straﬂe;de:08111:104:0:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U15;U15;20015_;1;20;9,1609872;48,83830407
104;0;5;Rtg Stammheim;Wimpfener Straﬂe;de:08111:104:0:5;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N4;N4;33004_;1;33;9,161095832;48,83819601
105;0;3;eRtg Sonatenweg;Kornwestheimer Straﬂe;de:08111:105:0:3;8111000;Stuttgart;Stuttgart;S;20,34;Bus;412;412;31412_;1;31;9,166832501;48,85094785
105;0;4;eRtg Max-Planck-Straﬂe;Kornwestheimer Straﬂe;de:08111:105:0:4;8111000;Stuttgart;Stuttgart;S;20,34;Bus;412;412;31412_;1;31;9,166832501;48,85094785
106;1;6;Linie 508 Rtg Zuffenhausen Bf;Zahn-Nopper-Straﬂe;de:08111:106:1:6;8111000;Stuttgart;Stuttgart;S;20;Bus;508;508;31508_,31508q;2;31;9,164838276;48,83293021
106;2;7;Linie 508 Rtg Salzwiesenstr.;Zahn-Nopper-Straﬂe;de:08111:106:2:7;8111000;Stuttgart;Stuttgart;S;20;Bus;508;508;31508_,31508q;2;31;9,164838276;48,83293021
106;3;3;Linie 99 Rtg Marconibr¸cke;Zahn-Nopper-Straﬂe;de:08111:106:3:3;8111000;Stuttgart;Stuttgart;S;20;Bus;99;99;30099_;1;30;9,163842772;48,83257195
106;4;4;Linie 99 Rtg Zuffenhausen Bf;Zahn-Nopper-Straﬂe;de:08111:106:4:4;8111000;Stuttgart;Stuttgart;S;20;Bus;99;99;30099_;1;30;9,163842772;48,83257195
106;5;5;Nachtbus;Zahn-Nopper-Straﬂe;de:08111:106:5:5;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N4;N4;33004_;1;33;9,164838276;48,83293021
107;1;1;Rtg Zuffenhausen Rathaus;Kirchtalstraﬂe;de:08111:107:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U15;U15;20015_;1;20;9,170556609;48,83220248
107;1;2;Rtg Salzwiesenstr.;Kirchtalstraﬂe;de:08111:107:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U15;U15;20015_;1;20;9,170611337;48,83227434
107;2;3;Linie 401 Rtg Zuffenhausen Rathaus;Kirchtalstraﬂe;de:08111:107:2:3;8111000;Stuttgart;Stuttgart;S;20;Bus;401;401;31401_;1;31;9,170529582;48,83226547
107;2;4;Linie 401 Rtg Zuffenhausen Bf / NBus;Kirchtalstraﬂe;de:08111:107:2:4;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Bus";401,N4;401,N4;31401_,33004_;2;31,33;9,170515961;48,83226549
108;1;1;Rtg Hohensteinstr.;Zuffenhausen Rathaus;de:08111:108:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U15;U15;20015_;1;20;9,17465083;48,83058671
108;1;2;Rtg Kirchtalstr.;Zuffenhausen Rathaus;de:08111:108:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U15;U15;20015_;1;20;9,174718963;48,8305956
108;2;4;NBus;Zuffenhausen Rathaus;de:08111:108:2:4;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N4;N4;33004_;1;33;9,174164503;48,83173846
108;2;5;Linie 401 Rtg Friedhof;Zuffenhausen Rathaus;de:08111:108:2:5;8111000;Stuttgart;Stuttgart;S;20;"Bus;Ruftaxi";401,RT4;401,RT4;31401_,51004_;2;31,51;9,174164503;48,83173846
109;0;3;eRtg Johanneskirche;Zuffenhausen Friedhof;de:08111:109:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;401;401;31401_;1;31;9,181466632;48,83589958
109;0;4;eRtg Zuffenhausen Reibedanz;Zuffenhausen Friedhof;de:08111:109:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;401;401;31401_;1;31;9,181466632;48,83589958
110;0;1;Rtg Borsigstr.;Friedrichswahl;de:08111:110:0:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U7,U15;U7,U15;20007_,20015_;2;20;9,172812804;48,82290108
110;0;2;Rtg Hohensteinstr.;Friedrichswahl;de:08111:110:0:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U7,U15;U7,U15;20007_,20015_;2;20;9,172853658;48,82290102
110;0;3;NBus;Friedrichswahl;de:08111:110:0:3;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N4;N4;33004_;1;33;9,172622366;48,82296431
111;0;1;Rtg Sieglestr.;Borsigstraﬂe;de:08111:111:0:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U7,U15;U7,U15;20007_,20015_;2;20;9,175442451;48,81939009
111;0;2;Rtg Friedrichswahl;Borsigstraﬂe;de:08111:111:0:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U7,U15;U7,U15;20007_,20015_;2;20;9,175496951;48,819399
111;0;3;NBus Rtg einw‰rts;Borsigstraﬂe;de:08111:111:0:3;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N4;N4;33004_;1;33;9,175211995;48,81968719
112;0;1;Rtg Pragsattel;Sieglestraﬂe;de:08111:112:0:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U7,U15;U7,U15;20007_,20015_;2;20;9,177188262;48,81633003
112;0;2;Rtg Borsigstr.;Sieglestraﬂe;de:08111:112:0:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U7,U15;U7,U15;20007_,20015_;2;20;9,177919972;48,81532176
112;0;3;NBus;Sieglestraﬂe;de:08111:112:0:3;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N4;N4;33004_;1;33;9,177431542;48,81581709
114;0;3;eRtg Stammheim;Sonatenweg;de:08111:114:0:3;8111000;Stuttgart;Stuttgart;S;20,34;Bus;412;412;31412_;1;31;9,164757293;48,84970991
114;0;4;eRtg Lindenstraﬂe;Sonatenweg;de:08111:114:0:4;8111000;Stuttgart;Stuttgart;S;20,34;Bus;412;412;31412_;1;31;9,164757293;48,84970991
115;1;1;Rtg Stadtbibliothek;Eckartshaldenweg;de:08111:115:1:1;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U5,U6,U7,U15,U17;U5,U6,U7,U15,U17;20005_,20006_,20007_,20015_,20017_;5;20;9,182513754;48,7980313
115;1;2;Rtg Lˆwentorbr¸cke;Eckartshaldenweg;de:08111:115:1:2;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U5,U6,U7,U15,U17;U5,U6,U7,U15,U17;20005_,20006_,20007_,20015_,20017_;5;20;9,182636289;48,79804009
123;0;1;Rtg Bubenbad;Stafflenbergstraﬂe;de:08111:123:0:1;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U15;U15;20015_;1;20;9,191887127;48,77538225
123;0;2;Rtg Heidehofstraﬂe;Stafflenbergstraﬂe;de:08111:123:0:2;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U15;U15;20015_;1;20;9,191955325;48,7754271
123;0;3;NBus Rtg ausw‰rts;Stafflenbergstraﬂe;de:08111:123:0:3;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N7;N7;33007_;1;33;9,191697682;48,77565234
124;0;1;Rtg Payerstraﬂe;Bubenbad;de:08111:124:0:1;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U15;U15;20015_;1;20;9,194721255;48,77295853
124;0;2;Rtg Stafflenbergstraﬂe;Bubenbad;de:08111:124:0:2;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U15;U15;20015_;1;20;9,194411516;48,77377736
124;0;3;NBus Rtg ausw‰rts;Bubenbad;de:08111:124:0:3;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N7;N7;33007_;1;33;9,194574426;48,77368717
125;0;1;Rtg Geroksruhe;Payerstraﬂe;de:08111:125:0:1;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U15;U15;20015_;1;20;9,195703633;48,7701962
125;0;2;Rtg Bubenbad;Payerstraﬂe;de:08111:125:0:2;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U15;U15;20015_;1;20;9,195292123;48,76932464
125;0;3;NBus Rtg ausw‰rts;Payerstraﬂe;de:08111:125:0:3;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N9;N9;33009_;1;33;9,196083559;48,76994377
125;0;5;Nachtbus;Payerstraﬂe;de:08111:125:0:5;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N7;N7;33007_;1;33;9,195757873;48,77015115
126;1;1;Rtg Stelle;Geroksruhe;de:08111:126:1:1;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U15;U15;20015_;1;20;9,201088432;48,76620328
126;1;2;Rtg Payerstr.;Geroksruhe;de:08111:126:1:2;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U15;U15;20015_;1;20;9,201197399;48,76623905
126;1;3;NBus Rtg ausw‰rts;Geroksruhe;de:08111:126:1:3;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N7,N9;N7,N9;33007_,33009_;2;33;9,198574219;48,76679215
126;3;3;Linie 64 Rtg Stelle;Geroksruhe;de:08111:126:3:3;8111000;Stuttgart;Stuttgart;S;10;Bus;64;64;30064_;1;30;9,201035749;48,766635
126;3;4;Linie 64 Rtg Buchwald/Waldebene Ost;Geroksruhe;de:08111:126:3:4;8111000;Stuttgart;Stuttgart;S;10;Bus;64;64;30064_;1;30;9,201035749;48,766635
129;1;1;Rtg Sillenbuch;Silberwald;de:08111:129:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U7,U8,U15;U7,U8,U15;20007_,20008_,20015_;3;20;9,207691865;48,74791896
129;1;2;Rtg Ruhbank;Silberwald;de:08111:129:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U7,U8,U15;U7,U8,U15;20007_,20008_,20015_;3;20;9,207773676;48,74797276
129;2;3;NBus;Silberwald;de:08111:129:2:3;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N7;N7;33007_;1;33;9,208343483;48,747657
130;1;1;Rtg Ruhbank;Waldau;de:08111:130:1:1;8111000;Stuttgart;Stuttgart;S;10,2;Stadtbahn;U7,U8;U7,U8;20007_,20008_;2;20;9,189089739;48,75151207
130;1;2;Rtg Bopser/Weinsteige;Waldau;de:08111:130:1:2;8111000;Stuttgart;Stuttgart;S;10,2;Stadtbahn;U7,U8;U7,U8;20007_,20008_;2;20;9,189022117;48,7516111
136;1;1;Rtg Heumaden Bockelstr.;Heumaden;de:08111:136:1:1;8111000;Stuttgart;Stuttgart;S;20,3;Stadtbahn;U7,U8;U7,U8;20007_,20008_;2;20;9,233836405;48,73820187
136;1;2;Rtg Ruit;Heumaden;de:08111:136:1:2;8111000;Stuttgart;Stuttgart;S;20,3;Stadtbahn;U7,U8;U7,U8;20007_,20008_;2;20;9,233740737;48,73809416
136;1;3;U15 Rtg Heumaden Bockelstr.;Heumaden;de:08111:136:1:3;8111000;Stuttgart;Stuttgart;S;20,3;Stadtbahn;U8,U15;U8,U15;20008_,20015_;2;20;9,233768011;48,73811209
136;2;3;Rtg Kemnat Schˆnbergstr./Zeppelinstr.;Heumaden;de:08111:136:2:3;8111000;Stuttgart;Stuttgart;S;20,3;Bus;131;131;31131_;1;31;9,233660544;48,73839107
136;2;4;Rtg G.-Scholl-Gymn./Ruit Horbstr.;Heumaden;de:08111:136:2:4;8111000;Stuttgart;Stuttgart;S;20,3;"Bus;Nachtbus";131,N22;131,N22;31131_,34022_;2;31,34;9,233660544;48,73839107
137;0;3;Bus - Li.65 > PL;Isegrimweg;de:08111:137:0:3;8111000;Stuttgart;Stuttgart;S;20,3;Bus;65;65;30065_;1;30;9,230203984;48,74360467
137;0;4;Bus - Li.65 > OB;Isegrimweg;de:08111:137:0:4;8111000;Stuttgart;Stuttgart;S;20,3;"Bus;Nachtbus";65,N7;65,N7;30065_,33007_;2;30,33;9,230203984;48,74360467
141;0;1;Rtg Breitwiesen;Gerlingen Siedlung;de:08118:141:0:1;8118019;Gerlingen;Gerlingen;LB;36;Stadtbahn;U6;U6;20006_;1;20;9,0728368;48,80126469
141;0;2;Rtg Gerlingen;Gerlingen Siedlung;de:08118:141:0:2;8118019;Gerlingen;Gerlingen;LB;36;Stadtbahn;U6;U6;20006_;1;20;9,072809614;48,80129168
142;0;4;NBus;Gerlingen Rossbaum;de:08118:142:0:4;8118019;Gerlingen;Gerlingen;LB;36;Nachtbus;N3;N3;33003_;1;33;9,076676942;48,80220638
143;1;1;Rtg Giebel;Gerlingen Breitwiesen;de:08118:143:1:1;8118019;Gerlingen;Gerlingen;LB;36;Stadtbahn;U6;U6;20006_;1;20;9,081632251;48,80239179
143;1;2;Rtg Siedlung;Gerlingen Breitwiesen;de:08118:143:1:2;8118019;Gerlingen;Gerlingen;LB;36;Stadtbahn;U6;U6;20006_;1;20;9,083470174;48,80251635
143;2;4;Bus;Gerlingen Breitwiesen;de:08118:143:2:4;8118019;Gerlingen;Gerlingen;LB;36;"Bus;Nachtbus";635,N3;635,N3;31635_,33003_;2;31,33;9,082680711;48,80256189
144;1;1;Rtg Salamanderweg;Giebel;de:08111:144:1:1;8111000;Stuttgart;Stuttgart;S;20,36;Stadtbahn;U6;U6;20006_;1;20;9,08790811;48,80262094
144;1;2;Rtg Breitwiesen;Giebel;de:08111:144:1:2;8111000;Stuttgart;Stuttgart;S;20,36;Stadtbahn;U6;U6;20006_;1;20;9,087908157;48,80264792
144;2;7;Stadtbahn - U13;Giebel;de:08111:144:2:7;8111000;Stuttgart;Stuttgart;S;20,36;Stadtbahn;U13;U13;20013_;1;20;9,087459015;48,80269322
144;3;3;Bus - Li.90;Giebel;de:08111:144:3:3;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;90;30090_;1;30;9,087431979;48,80280115
144;3;4;NBus Rtg Gerlingen;Giebel;de:08111:144:3:4;8111000;Stuttgart;Stuttgart;S;20,36;Nachtbus;N3;N3;33003_;1;33;9,086547085;48,80276585
145;1;1;Rtg Bergheimer Hof;Salamanderweg;de:08111:145:1:1;8111000;Stuttgart;Stuttgart;S;20,36;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,093244306;48,80261672
145;1;2;Rtg Giebel;Salamanderweg;de:08111:145:1:2;8111000;Stuttgart;Stuttgart;S;20,36;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,093244356;48,8026437
145;2;4;NBus Rtg ausw‰rts;Salamanderweg;de:08111:145:2:4;8111000;Stuttgart;Stuttgart;S;20,36;Nachtbus;N3;N3;33003_;1;33;9,091787974;48,80274379
146;1;1;Rtg Wolfbusch;Bergheimer Hof;de:08111:146:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,101088408;48,80417473
146;1;2;Rtg Salamanderweg;Bergheimer Hof;de:08111:146:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,101074867;48,80421071
146;2;4;NBus;Bergheimer Hof;de:08111:146:2:4;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;N3;33003_;1;33;9,101401584;48,80421042
147;1;1;Rtg Rastatter Str.;Wolfbusch;de:08111:147:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,105356431;48,80754301
147;1;2;Rtg Bergheimer Hof;Wolfbusch;de:08111:147:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,10532924;48,80756102
147;2;4;NBus;Wolfbusch;de:08111:147:2:4;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;N3;33003_;1;33;9,105042457;48,80713864
148;1;1;Rtg Lˆwenmarkt;Rastatter Straﬂe;de:08111:148:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,10800323;48,8101663
148;1;2;Rtg Wolfbusch;Rastatter Straﬂe;de:08111:148:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,107962405;48,81017534
148;2;4;NBus;Rastatter Straﬂe;de:08111:148:2:4;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;N3;33003_;1;33;9,108780603;48,81077705
149;0;4;NBus;Gerlingen Goethestraﬂe;de:08118:149:0:4;8118019;Gerlingen;Gerlingen;LB;36;"Bus;Nachtbus";635,N3;635,N3;31635_,33003_;2;31,33;9,067459518;48,80098024
150;0;4;NBus;Mathildenstraﬂe;de:08111:150:0:4;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;N3;33003_;1;33;9,117256937;48,81411384
151;1;1;Rtg Pfostenw‰ldle;Landauer Straﬂe;de:08111:151:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,123970728;48,81458337
151;1;2;Rtg Lˆwenmarkt;Landauer Straﬂe;de:08111:151:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,123984433;48,81461932
151;2;4;NBus;Landauer Straﬂe;de:08111:151:2:4;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;N3;33003_;1;33;9,123970528;48,81450244
152;1;1;Rtg Sportpark;Feuerbach Pfostenw‰ldle;de:08111:152:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,134857347;48,81228704
152;2;2;Rtg Landauer Str.;Feuerbach Pfostenw‰ldle;de:08111:152:2:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,136299887;48,81203355
153;1;1;Rtg Fˆhrich;Sportpark Feuerbach;de:08111:153:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,142338549;48,80973318
153;1;2;Rtg Pfostenw‰ldle;Sportpark Feuerbach;de:08111:153:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,14239311;48,80976908
153;3;4;NBus ausw‰rts;Sportpark Feuerbach;de:08111:153:3:4;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;N3;33003_;1;33;9,142109167;48,81046185
153;3;5;NBus einw‰rts;Sportpark Feuerbach;de:08111:153:3:5;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;N3;33003_;1;33;9,143551773;48,81026222
154;1;1;Rtg Wilhelm-Geiger-Pl.;Fˆhrich;de:08111:154:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,149936623;48,8100922
154;2;2;Rtg Sportpark;Fˆhrich;de:08111:154:2:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,149950345;48,81012815
154;3;3;Rtg Hohewartstr.;Fˆhrich;de:08111:154:3:3;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Bus";91,N3;91,N3;30091_,33003_;2;30,33;9,153284225;48,80955723
154;3;4;Rtg Wilhelm-Geiger-Pl.;Fˆhrich;de:08111:154:3:4;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,153284225;48,80955723
154;3;5;NBus;Fˆhrich;de:08111:154:3:5;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;N3;33003_;1;33;9,151760317;48,80986499
156;0;3;NBus;Leobener Straﬂe;de:08111:156:0:3;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;N3;33003_;1;33;9,163034638;48,81027218
158;1;1;Rtg Pragsattel;Maybachstraﬂe;de:08111:158:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,177237325;48,81095255
158;2;2;Rtg Feuerbach Bf;Maybachstraﬂe;de:08111:158:2:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;9,177264713;48,81099746
158;3;3;NBus Rtg Lˆwentorbr¸cke;Maybachstraﬂe;de:08111:158:3:3;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;N3;33003_;1;33;9,177631967;48,81089798
158;4;4;NBus Rtg Feuerbach;Maybachstraﬂe;de:08111:158:4:4;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;N3;33003_;1;33;9,177509687;48,81097011
159;1;1;Rtg Bopser;Dobelstraﬂe;de:08111:159:1:1;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U5,U6,U7,U12,U17;U5,U6,U7,U12,U17;20005_,20006_,20007_,20012_,20017_;5;20;9,185975097;48,76974476
159;1;2;Rtg Olgaeck;Dobelstraﬂe;de:08111:159:1:2;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U5,U6,U7,U12,U17;U5,U6,U7,U12,U17;20005_,20006_,20007_,20012_,20017_;5;20;9,186002238;48,76972673
161;0;3;Bus - Li 78 > DG;Neue Weinsteige 61;de:08111:161:0:3;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N8;N8;33008_;1;33;9,180852093;48,763764
161;0;4;Bus - Li 78 > BO;Neue Weinsteige 61;de:08111:161:0:4;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N8,N9,N10;N8,N9,N10;33008_,33009_,33010_;3;33;9,180852093;48,763764
162;0;3;Bus - Li 78 > DG;Altenbergstaffel;de:08111:162:0:3;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N8;N8;33008_;1;33;9,18172097;48,7595452
162;0;4;Bus - Li 78 > BO;Altenbergstaffel;de:08111:162:0:4;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N8,N9,N10;N8,N9,N10;33008_,33009_,33010_;3;33;9,18172097;48,7595452
163;1;1;Rtg Degerloch;Weinsteige;de:08111:163:1:1;8111000;Stuttgart;Stuttgart;S;10,2;Stadtbahn;U5,U6,U8,U12,U17;U5,U6,U8,U12,U17;20005_,20006_,20008_,20012_,20017_;5;20;9,174700438;48,75496097
163;1;2;Rtg Bopser/Waldau;Weinsteige;de:08111:163:1:2;8111000;Stuttgart;Stuttgart;S;10,2;Stadtbahn;U5,U6,U8,U12,U17;U5,U6,U8,U12,U17;20005_,20006_,20008_,20012_,20017_;5;20;9,174741207;48,75495192
163;2;3;N8;Weinsteige;de:08111:163:2:3;8111000;Stuttgart;Stuttgart;S;10,2;Nachtbus;N8;N8;33008_;1;33;9,174224258;48,75490774
163;2;4;N8, N9, N10;Weinsteige;de:08111:163:2:4;8111000;Stuttgart;Stuttgart;S;10,2;Nachtbus;N8,N9,N10;N8,N9,N10;33008_,33009_,33010_;3;33;9,174224258;48,75490774
164;0;3;Bus - Li 78 > DG;Karl-Pfaff-Straﬂe;de:08111:164:0:3;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N8;N8;33008_;1;33;9,172188728;48,75224006
164;0;4;Bus - Li 78 > BO;Karl-Pfaff-Straﬂe;de:08111:164:0:4;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N8,N9,N10;N8,N9,N10;33008_,33009_,33010_;3;33;9,172188728;48,75224006
165;1;1;Rtg N‰gelestraﬂe;Haigst;de:08111:165:1:1;8111000;Stuttgart;Stuttgart;S;10,2;Zahnradbahn;10;10;21010_;1;21;9,172252872;48,75508157
165;1;2;Rtg Wielandshˆhe;Haigst;de:08111:165:1:2;8111000;Stuttgart;Stuttgart;S;10,2;Zahnradbahn;10;10;21010_;1;21;9,172252872;48,75508157
165;1;3;Linientaxi;Haigst;de:08111:165:1:3;8111000;Stuttgart;Stuttgart;S;10,2;Linientaxi;LT10;LT10;52010_;1;52;9,172389889;48,75537811
170;1;1;Rtg SSB-Zentrum/Rohrer Weg;Vaihinger Straﬂe;de:08111:170:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U3,U5,U6,U8,U12;U3,U5,U6,U8,U12;20003_,20005_,20006_,20008_,20012_;5;20;9,139170025;48,7277355
170;2;2;Rtg Mˆhringen Bf;Vaihinger Straﬂe;de:08111:170:2:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U3,U5,U6,U8,U12;U3,U5,U6,U8,U12;20003_,20005_,20006_,20008_,20012_;5;20;9,139210703;48,72769948
170;3;3;Nachtbus;Vaihinger Straﬂe;de:08111:170:3:3;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N10;N10;33010_;1;33;9,139387705;48,72780718
174;0;1;Rtg Leinfelden Bf;Leinf. Unteraichen;de:08116:174:0:1;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;Stadtbahn;U5;U5;20005_;1;20;9,143315176;48,70371151
174;0;2;Rtg Leinfelden Frank;Leinf. Unteraichen;de:08116:174:0:2;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;Stadtbahn;U5;U5;20005_;1;20;9,143369494;48,70370245
174;0;3;Linie 38 Rtg Goethestr.;Leinf. Unteraichen;de:08116:174:0:3;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;Bus;38;38;30038_;1;30;9,143464751;48,70375629
175;1;1;Gleis 1;Leinfelden;de:08116:175:1:1;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;S-Bahn;S2,S3;S2,S3;10002_,10003_;2;10;9,142805387;48,69642823
175;2;2;Gleis 2;Leinfelden;de:08116:175:2:2;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;S-Bahn;S2,S3;S2,S3;10002_,10003_;2;10;9,142913855;48,69635615
175;2;7;Stadtbahn - Ankunft Endhst.;Leinfelden;de:08116:175:3:7;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;Stadtbahn;U5;U5;20005_;1;20;9,14280715;48,69704871
175;3;8;Stadtbahn Rtg Unteraichen;Leinfelden;de:08116:175:3:8;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;Stadtbahn;U5;U5;20005_;1;20;9,142888604;48,69703062
175;4;3;Bstg 3 Linien 82/86 Rtg Schˆnbuchstr.;Leinfelden;de:08116:175:4:4;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;Bus;82,86;82,86;30082_,30086_;2;30;9,141816109;48,69726576
