Nummer;Bereich;Steig;Steigname;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
6907;0;3;eRtg Robert-Bosch-Platz;Gerlingen Waldfriedhof;de:08118:6907:0:3;8118019;Gerlingen;Gerlingen;LB;36;Bus;98;98;30098_;1;30;9,069465938;48,78531437
6910;0;3;eRtg Alte Steige;Gerlingen Falkenweg;de:08118:6910:0:3;8118019;Gerlingen;Gerlingen;LB;36;Bus;635;635;31635_;1;31;9,059172603;48,79203745
6910;0;4;eRtg Richthofenstraﬂe;Gerlingen Falkenweg;de:08118:6910:0:4;8118019;Gerlingen;Gerlingen;LB;36;Bus;635;635;31635_;1;31;9,059172603;48,79203745
6911;0;3;eRtg Winnenden;Leutenbach Winnender Str.;de:08119:6911:0:3;8119042;Leutenbach;Leutenbach;WN;43;Bus;334,335;334,335;31334_,31335_;2;31;9,392574733;48,88429086
6911;0;4;eRtg Rathaus;Leutenbach Winnender Str.;de:08119:6911:0:4;8119042;Leutenbach;Leutenbach;WN;43;"Ruftaxi;Bus";334,335,RT334;334,335,RT334;31334_,31335_,50334_;3;31,5;9,392574733;48,88429086
6912;0;3;eRtg Lerchen‰cker;Backnang K.-Ferd.-Braun-Straﬂe;de:08119:6912:0:3;8119008;Backnang;Backnang;WN;53,54;Bus;360;360;31360_;1;31;9,424102086;48,96353498
6914;0;3;eRtg Birkhof;Vorderst. H¸ttenb.see Abzw.;de:08119:6914:0:3;8119001;Alfdorf;Vordersteinenberg;WN;72;Bus;251,265;251,265;31251_,31265_;2;31;9,703817058;48,89081273
6914;0;4;eRtg;Vorderst. H¸ttenb.see Abzw.;de:08119:6914:0:4;8119001;Alfdorf;Vordersteinenberg;WN;72;Bus;251;251;31251_;1;31;9,703817058;48,89081273
6915;0;3;eRtg Cronh¸tte;Vorderst. Hellershof Kreuzung;de:08119:6915:0:3;8119001;Alfdorf;Vordersteinenberg;WN;72;Bus;251,263,265;251,263,265;31251_,31263_,31265_;3;31;9,690843016;48,90426275
6916;0;3;eRtg Ziegelh¸tte;Kaisersbach T‰le;de:08119:6916:0:3;8119037;Kaisersbach;Kaisersbach;WN;72,73;"Bus;Ruftaxi";251,263,265,RT21;251,263,265,RT21;31251_,31263_,31265_,51021_;4;31,51;9,665661495;48,92161314
6918;0;3;Rtg. Abzw. Mittelbr¸den;Steinbach Oberbr¸dener Str.;de:08119:6918:0:3;8119008;Backnang;Steinbach;WN;53,54;Bus;366;366;31366_;1;31;9,479126543;48,95521737
6918;0;4;Rtg. Lindenplatz;Steinbach Oberbr¸dener Str.;de:08119:6918:0:4;8119008;Backnang;Steinbach;WN;53,54;Bus;366;366;31366_;1;31;9,479126543;48,95521737
6921;0;3;eRtg Kindergarten;Fornsbach Waldsee;de:08119:6921:0:3;8119044;Murrhardt;Fornsbach;WN;73;Bus;375;375;31375_;1;31;9,662114438;48,97733115
6922;0;3;eRtg H¸ttenb¸hler See Abzw.;Vorderst. Abzw. Wahlenheim;de:08119:6922:0:3;8119001;Alfdorf;Vordersteinenberg;WN;72;Bus;265;265;31265_;1;31;9,712810843;48,88843743
6924;0;3;eRtg H¸ttenb¸hl;Kaisersbach Birkhof;de:08119:6924:0:3;8119037;Kaisersbach;Kaisersbach;WN;72,73;Bus;251,257;251,257;31251_,31257_;2;31;9,694146196;48,90048414
6924;0;4;eRtg Heinlesm¸hle/Cronh¸tte;Kaisersbach Birkhof;de:08119:6924:0:4;8119037;Kaisersbach;Kaisersbach;WN;72,73;"Bus;Ruftaxi";251,257,265,RT21;251,257,265,RT21;31251_,31257_,31265_,51021_;4;31,51;9,696090725;48,90005876
6925;0;3;eRtg Cronh¸tte;Vorderst. Hundsberg;de:08119:6925:0:3;8119001;Alfdorf;Vordersteinenberg;WN;72;Bus;257;257;31257_;1;31;9,705854119;48,91440496
6925;0;4;eRtg Hellershof;Vorderst. Hundsberg;de:08119:6925:0:4;8119001;Alfdorf;Vordersteinenberg;WN;72;Bus;257;257;31257_;1;31;9,705854119;48,91440496
6926;0;3;eRtg Hermann-Essig-Straﬂe/Mˆglingen;Schwieberd. Bosch Tor IV;de:08118:6926:0:3;8118067;Schwieberdingen;Schwieberdingen;LB;36,46;Bus;504,531,534;504,531,534;31504_,31531_,31531q,31534_,31534q;5;31;9,092267873;48,88567008
6926;0;4;eRtg Ludwigsburger Straﬂe;Schwieberd. Bosch Tor IV;de:08118:6926:0:4;8118067;Schwieberdingen;Schwieberdingen;LB;36,46;Bus;504,531,534;504,531,534;31504_,31531_,31531q,31534_,31534q;5;31;9,091736031;48,88563454
6929;0;3;eRtg Ludwigsburger Straﬂe;Groﬂsachsh. Lichtenstern Gymn.;de:08118:6929:0:3;8118076;Sachsenheim;Groﬂsachsenheim;LB;55,56,65,66;"Bus;Nachtbus";566,571,571A,N52;566,571,571A,N52;31566_,31566q,31571_,31571a,31571q,34052_;6;31,34;9,074008408;48,95774638
6929;0;4;eRtg Zimmerer Pfad;Groﬂsachsh. Lichtenstern Gymn.;de:08118:6929:0:4;8118076;Sachsenheim;Groﬂsachsenheim;LB;55,56,65,66;Bus;566,571;566,571;31566_,31566q,31571_,31571q;4;31;9,074008408;48,95774638
6930;0;3;Rtg Schwieberdingen / S‰gm¸hle;Hemmingen M¸nchinger Straﬂe;de:08118:6930:0:3;8118027;Hemmingen;Hemmingen;LB;46;Bus;501,612;501,612;31501_,31612_,31612q;3;31;9,039551044;48,86514428
6930;0;4;Rtg Hemmingen;Hemmingen M¸nchinger Straﬂe;de:08118:6930:0:4;8118027;Hemmingen;Hemmingen;LB;46;Bus;501,612;501,612;31501_,31612_,31612q;3;31;9,038474563;48,86548635
6931;0;3;eRtg Sindlingen Ortsmitte;Unterjett. Sindl. Aussiedlerh.;de:08115:6931:0:3;8115053;Jettingen;Unterjettingen;BB;77;Bus;774;774;31774_;1;31;8,815014015;48,5717055
6931;0;4;eRtg Schelmen‰cker;Unterjett. Sindl. Aussiedlerh.;de:08115:6931:0:4;8115053;Jettingen;Unterjettingen;BB;77;Bus;774;774;31774_;1;31;8,815014015;48,5717055
6932;0;3;eRtg M¸nchinger Straﬂe;Hemmingen Schlosshaldenstr.;de:08118:6932:0:3;8118027;Hemmingen;Hemmingen;LB;46;Bus;501;501;31501_;1;31;9,047754232;48,86317183
6932;0;4;eRtg Schwieberdinger Straﬂe;Hemmingen Schlosshaldenstr.;de:08118:6932:0:4;8118027;Hemmingen;Hemmingen;LB;46;Bus;501;501;31501_;1;31;9,047754232;48,86317183
6933;0;3;Rtg Ferd.-Braun-Str.;Backnang Lerchen‰cker;de:08119:6933:0:3;8119008;Backnang;Backnang;WN;53,54;Bus;360;360;31360_;1;31;9,424339397;48,96092639
6933;0;4;Rtg Stresemannstr.;Backnang Lerchen‰cker;de:08119:6933:0:4;8119008;Backnang;Backnang;WN;53,54;Bus;360;360;31360_;1;31;9,424325818;48,96093543
6934;0;3;eRtg Talhˆfe/Unterriexingen;Oberriexingen Rathaus;de:08118:6934:0:3;8118059;Oberriexingen;Oberriexingen;LB;56;"Bus;Nachtbus";532,579,N56;532,579,N56;31532_,31532q,31579_,34056_;4;31,34;9,028805767;48,92627638
6934;0;4;eRtg;Oberriexingen Rathaus;de:08118:6934:0:4;8118059;Oberriexingen;Oberriexingen;LB;56;Nachtbus;N56;N56;34056_;1;34;9,028805767;48,92627638
6935;0;3;Rtg Hof;Sachsenweiler Schule;de:08119:6935:0:3;8119008;Backnang;Sachsenweiler;WN;54,53;Bus;362A;362A;31362a;1;31;9,464412704;48,94405544
6936;0;3;Rtg Rosbergstaffel;Backnang Richard-Wagner-Str.;de:08119:6936:0:3;8119008;Backnang;Backnang;WN;53,54;Bus;362A;362A;31362a;1;31;9,421217294;48,94857368
6937;0;3;Rtg Seehofweg;Backnang Fornsbacher Weg;de:08119:6937:0:3;8119008;Backnang;Backnang;WN;53,54;Bus;362A,367A;362A,367A;31362a,31367a;2;31;9,43003748;48,95817166
6938;0;3;Rtg Rossbergstaffel;Backnang Beim Wasserturm;de:08119:6938:0:3;8119008;Backnang;Backnang;WN;53,54;Bus;362A,367A;362A,367A;31362a,31367a;2;31;9,420900327;48,95632605
6938;0;4;Rtg Dresdener Ring;Backnang Beim Wasserturm;de:08119:6938:0:4;8119008;Backnang;Backnang;WN;53,54;Bus;362A,367A;362A,367A;31362a,31367a;2;31;9,420900327;48,95632605
6940;0;3;Rtg Freiberg;Freiberg (N) Lˆchles‰cker;de:08118:6940:0:3;8118078;Freiberg (N);Freiberg (N);LB;44;"Nachtbus;Bus";446,446A,N44;446,446A,N44;31446_,31446a,34044_;3;31,34;9,175838889;48,93999307
6940;0;4;Rtg Groﬂingersheim;Freiberg (N) Lˆchles‰cker;de:08118:6940:0:4;8118078;Freiberg (N);Freiberg (N);LB;44;"Nachtbus;Bus";446,446A,N44;446,446A,N44;31446_,31446a,34044_;3;31,34;9,175917967;48,93919265
6942;0;3;eRtg Lorcher Straﬂe;Pfahlbronn Abzw. Eisenbachsee;de:08119:6942:0:3;8119001;Alfdorf;Pfahlbronn;WN;72;"Ruftaxi;Bus";251,265,266,RT266;251,265,266,RT266;31251_,31265_,31266_,50266_;4;31,5;9,674609468;48,85047711
6942;0;4;eRtg;Pfahlbronn Abzw. Eisenbachsee;de:08119:6942:0:4;8119001;Alfdorf;Pfahlbronn;WN;72;Bus;251,266;251,266;31251_,31266_;2;31;9,674609468;48,85047711
6943;0;3;eRtg Hauptstraﬂe;Kaisersbach Ziegelh¸tte;de:08119:6943:0:3;8119037;Kaisersbach;Kaisersbach;WN;72,73;"Bus;Ruftaxi";251,263,265,RT21;251,263,265,RT21;31251_,31263_,31265_,51021_;4;31,51;9,650440586;48,92741012
6944;0;3;eRtg Winkels;Groﬂsachsh. Oberriexing. Str.;de:08118:6944:0:3;8118076;Sachsenheim;Groﬂsachsenheim;LB;55,56,65,66;Bus;532,544,566,578;532,544,566,578;31532_,31532q,31544_,31566_,31566q,31578_;6;31;9,061414395;48,9543818
6944;0;4;eRtg Burgfeldschule;Groﬂsachsh. Oberriexing. Str.;de:08118:6944:0:4;8118076;Sachsenheim;Groﬂsachsenheim;LB;55,56,65,66;"Bus;Nachtbus";532,544,566,578,N56;532,544,566,578,N56;31532_,31532q,31544_,31566_,31566q,31578_,34056_;7;31,34;9,061414395;48,9543818
6946;0;3;eRtg Asperg;Asperg Lehenbr¸cke;de:08118:6946:0:3;8118003;Asperg;Asperg;LB;34,36,45,46;Bus;532;532;31532_,31532q;2;31;9,147134288;48,90812928
6946;0;4;eRtg Hohenstaufenstraﬂe;Asperg Lehenbr¸cke;de:08118:6946:0:4;8118003;Asperg;Asperg;LB;34,36,45,46;Bus;532;532;31532_,31532q;2;31;9,147134288;48,90812928
6947;0;3;eRtg Sch‰ferstraﬂe;Asperg Berliner Str.;de:08118:6947:0:3;8118003;Asperg;Asperg;LB;34,36,45,46;Bus;420,433,536A;420,433,536A;31420_,31433_,31536a;3;31;9,133434976;48,90177955
6948;0;3;eRtg Berliner Straﬂe;Asperg Stuttgarter Str.;de:08118:6948:0:3;8118003;Asperg;Asperg;LB;34,36,45,46;Bus;420,433,536A;420,433,536A;31420_,31433_,31536a;3;31;9,136873791;48,90236899
6949;0;3;eRtg Rathaus;Hochdorf (E) Gartenstr.;de:08118:6949:0:3;8118012;Eberdingen;Hochdorf (E);LB;46,56;Bus;595;595;31595_;1;31;8,999370634;48,88689444
6950;0;3;Rtg Pulverdinger Straﬂe;Hochdorf (E) Th.-Heuss-Str.;de:08118:6950:0:3;8118012;Eberdingen;Hochdorf (E);LB;46,56;Bus;595;595;31595_;1;31;9,005110843;48,88347726
6951;0;3;eRtg Keltenmuseum;Hochdorf (E) Pulverdinger Str.;de:08118:6951:0:3;8118012;Eberdingen;Hochdorf (E);LB;46,56;Bus;595;595;31595_;1;31;9,002193196;48,88667859
6952;0;3;eRtg;Hochdorf (E) Am Pfaffenwald;de:08118:6952:0:3;8118012;Eberdingen;Hochdorf (E);LB;46,56;Bus;595;595;31595_;1;31;8,997447922;48,88918743
6952;0;4;eRtg Dorfplatz;Hochdorf (E) Am Pfaffenwald;de:08118:6952:0:4;8118012;Eberdingen;Hochdorf (E);LB;46,56;Bus;595;595;31595_;1;31;8,997447922;48,88918743
6953;1;3;Rtg Bernhaldenstr.;Enzweihingen Rieter Str.;de:08118:6953:1:3;8118073;Vaihingen (E);Enzweihingen;LB;46,56;Bus;595;595;31595_;1;31;8,982056851;48,91630654
6954;0;3;Rtg Unter den Arkaden/Karlstr.;Rommelshausen Lilienstr.;de:08119:6954:0:3;8119093;Kernen i. R.;Rommelshausen;WN;32;Bus;211;211;31211_;1;31;9,317546204;48,81189165
6954;0;4;Rtg Rommelshausen Bf;Rommelshausen Lilienstr.;de:08119:6954:0:4;8119093;Kernen i. R.;Rommelshausen;WN;32;"Nachtbus;Bus";211,N31;211,N31;31211_,34031_;2;31,34;9,317546204;48,81189165
6955;0;3;eRtg Dorfplatz;Enzweihingen Klaiberstr.;de:08118:6955:0:3;8118073;Vaihingen (E);Enzweihingen;LB;46,56;Bus;595;595;31595_;1;31;8,975017015;48,91573876
6955;0;4;eRtg Beerhaldenstraﬂe;Enzweihingen Klaiberstr.;de:08118:6955:0:4;8118073;Vaihingen (E);Enzweihingen;LB;46,56;Bus;595;595;31595_;1;31;8,975017015;48,91573876
6956;0;3;eRtg Albstraﬂe;Groﬂbettlingen Metzinger Str.;de:08116:6956:0:3;8116022;Groﬂbettlingen;Groﬂbettlingen;ES;60,7;"Ruftaxi;Bus";185,187,195,RT185,RT195;185,187,195,RT185,RT195;31185_,31187_,31195_,50185_,50195_;5;31,5;9,31740009;48,58817644
6957;0;3;eRtg Stettiner Straﬂe;Schwieberdingen Breslauer Str.;de:08118:6957:0:3;8118067;Schwieberdingen;Schwieberdingen;LB;36,46;Bus;504;504;31504_;1;31;9,078501862;48,87194924
6958;0;3;eRtg Hermann-Essig-Straﬂe;Schwieberdingen Stettiner Str.;de:08118:6958:0:3;8118067;Schwieberdingen;Schwieberdingen;LB;36,46;Bus;501,504;501,504;31501_,31504_;2;31;9,085153995;48,87190851
6961;0;3;eRtg Vaihinger Straﬂe;Sersheim Fessler M¸hle;de:08118:6961:0:3;8118068;Sersheim;Sersheim;LB;56,66;Bus;566;566;31566_,31566q;2;31;9,018093624;48,96346997
6961;0;4;eRtg Metterbr¸cke;Sersheim Fessler M¸hle;de:08118:6961:0:4;8118068;Sersheim;Sersheim;LB;56,66;Bus;566;566;31566_,31566q;2;31;9,018093624;48,96346997
6962;0;3;eRtg Dorfplatz/B10/Aurich;Nuﬂdorf Vaihinger Str.;de:08118:6962:0:3;8118012;Eberdingen;Nussdorf;LB;56;Bus;502,592,592A;502,592,592A;31502_,31592_,31592a,31592q;4;31;8,941531977;48,8955394
6962;0;4;eRtg Martinstraﬂe;Nuﬂdorf Vaihinger Str.;de:08118:6962:0:4;8118012;Eberdingen;Nussdorf;LB;56;Bus;502,592,592A;502,592,592A;31502_,31592_,31592a,31592q;4;31;8,941531977;48,8955394
6963;0;3;eRtg Jahnstraﬂe;Besigheim Freibad/FitKom;de:08118:6963:0:3;8118007;Besigheim;Besigheim;LB;55,65;Bus;560;560;31560_;1;31;9,153410192;48,99712487
6963;0;4;eRtg Elserring;Besigheim Freibad/FitKom;de:08118:6963:0:4;8118007;Besigheim;Besigheim;LB;55,65;Bus;560;560;31560_;1;31;9,153410192;48,99712487
6964;0;3;eRtg Feuerwehrhaus;Ensingen Altes Schulhaus;de:08118:6964:0:3;8118073;Vaihingen (E);Ensingen;LB;56,66;Bus;590;590;31590_,31590q;2;31;8,953615152;48,97023343
6964;0;4;eRtg Kleinglattbacher Straﬂe;Ensingen Altes Schulhaus;de:08118:6964:0:4;8118073;Vaihingen (E);Ensingen;LB;56,66;Bus;590;590;31590_,31590q;2;31;8,953615152;48,97023343
6965;0;3;eRtg Ortsmitte;Aurich Reitsteige;de:08118:6965:0:3;8118073;Vaihingen (E);Aurich;LB;56,66;Bus;592,592A;592,592A;31592_,31592a,31592q;3;31;8,941318768;48,91476455
6965;0;4;eRtg Abzweig;Aurich Reitsteige;de:08118:6965:0:4;8118073;Vaihingen (E);Aurich;LB;56,66;Bus;592,592A,595;592,592A,595;31592_,31592a,31592q,31595_;4;31;8,941318768;48,91476455
6966;0;3;eRtg Mannenweiler;Murrhardt Steinberg Halde;de:08119:6966:0:3;8119044;Murrhardt;Murrhardt;WN;73;Bus;374;374;31374_;1;31;9,588146536;49,01353886
6966;0;4;eRtg Steinberg;Murrhardt Steinberg Halde;de:08119:6966:0:4;8119044;Murrhardt;Murrhardt;WN;73;Bus;374;374;31374_;1;31;9,588146536;49,01353886
6967;0;3;eRtg Alle Richtungen;Pfahlbronn Pflegeheim;de:08119:6967:0:3;8119001;Alfdorf;Pfahlbronn;WN;72;Bus;268;268;31268_;1;31;9,674399064;48,84293377
6968;0;3;eRtg Petershalde;Pfahlbronn Haubenwasen;de:08119:6968:0:3;8119001;Alfdorf;Pfahlbronn;WN;72;"Ruftaxi;Bus";266,RT268;266,RT268;31266_,50268_;2;31,5;9,674013642;48,84263927
6968;0;4;eRtg Welzheimer Straﬂe;Pfahlbronn Haubenwasen;de:08119:6968:0:4;8119001;Alfdorf;Pfahlbronn;WN;72;"Ruftaxi;Bus";266,RT266,RT268;266,RT266,RT268;31266_,50266_,50268_;3;31,5;9,674013642;48,84263927
6969;0;3;Rtg. Pliensaufriedhof;Pliensauv. Pfeifferklinge;de:08116:6969:0:3;8116019;Esslingen (N);Pliensauvorstadt;ES;31;"Bus;Nachtbus";122,131,N22;122,131,N22;31122_,31131_,34022_;3;31,34;9,297578057;48,73240731
6969;0;4;Rtg. Weilstraﬂe;Pliensauv. Pfeifferklinge;de:08116:6969:0:4;8116019;Esslingen (N);Pliensauvorstadt;ES;31;"Bus;Nachtbus";122,131,N22;122,131,N22;31122_,31131_,34022_;3;31,34;9,297578057;48,73240731
6970;0;3;eRtg Nachbarschaftsschule;Hegenlohe B¸rgerzentrum;de:08116:6970:0:3;8116037;Lichtenwald;Hegenlohe;ES;51;Bus;262;262;31262_,31262q;2;31;9,479400742;48,73865463
6970;0;4;eRtg Thomashardter Straﬂe;Hegenlohe B¸rgerzentrum;de:08116:6970:0:4;8116037;Lichtenwald;Hegenlohe;ES;51;Bus;262;262;31262_,31262q;2;31;9,479387147;48,73865469
6971;0;3;eRtg Kelter;Groﬂbottwar Flickenwiesen;de:08118:6971:0:3;8118021;Groﬂbottwar;Groﬂbottwar;LB;65;"Nachtbus;Bus";460,460A,462,N46;460,460A,462,N46;31460_,31460a,31462_,34046_;4;31,34;9,301675522;49,00717254
6971;0;4;eRtg Sauserhof;Groﬂbottwar Flickenwiesen;de:08118:6971:0:4;8118021;Groﬂbottwar;Groﬂbottwar;LB;65;"Nachtbus;Bus";460,460A,462,463,N46;460,460A,462,463,N46;31460_,31460a,31462_,31463_,34046_;5;31,34;9,301675522;49,00717254
6973;0;3;eRtg Stadtbahn/Ostfriedhof;Aldingen Haus der Feuerwehr;de:08118:6973:0:3;8118081;Remseck (N);Aldingen;LB;32,34;"Bus;Nachtbus";403,405,451,N43;403,405,451,N43;31403_,31405_,31451_,34043_;4;31,34;9,265540154;48,87185808
6973;0;4;eRtg Neckarstraﬂe;Aldingen Haus der Feuerwehr;de:08118:6973:0:4;8118081;Remseck (N);Aldingen;LB;32,34;Bus;403,405,431,451;403,405,431,451;31403_,31405_,31431_,31451_;4;31;9,265540154;48,87185808
6976;0;3;eRtg Hildenstraﬂe;G¸ndelbach Katharinenstr.;de:08118:6976:0:3;8118073;Vaihingen (E);G¸ndelbach;LB;56,66;Bus;592;592;31592_,31592q;2;31;8,939175141;48,99552142
6977;0;3;eRtg Str‰ﬂle;Markgrˆningen Im langen Feld;de:08118:6977:0:3;8118050;Markgrˆningen;Markgrˆningen;LB;36,46;"Nachtbus;Bus";533,533A,N53;533,533A,N53;31533_,31533a,31533q,34053_;4;31,34;9,096667834;48,89754514
6977;0;4;eRtg Markgrˆninger Straﬂe;Markgrˆningen Im langen Feld;de:08118:6977:0:4;8118050;Markgrˆningen;Markgrˆningen;LB;36,46;"Bus;Nachtbus";533,534A,N53;533,534A,N53;31533_,31533q,31534a,34053_;4;31,34;9,096667834;48,89754514
6978;0;3;eRtg Abzweig Bahnhof;Markgrˆningen Steinbeisstr.;de:08118:6978:0:3;8118050;Markgrˆningen;Markgrˆningen;LB;36,46;Bus;531,532;531,532;31531_,31531q,31532_,31532q;4;31;9,098864266;48,90473701
6978;0;4;eRtg Klinik/Schule;Markgrˆningen Steinbeisstr.;de:08118:6978:0:4;8118050;Markgrˆningen;Markgrˆningen;LB;36,46;Bus;531,532;531,532;31531_,31531q,31532_,31532q;4;31;9,098864266;48,90473701
6979;0;3;eRtg Rienharz;Alfdorf Tannhof;de:08119:6979:0:3;8119001;Alfdorf;Pfahlbronn;WN;72;"Ruftaxi;Bus";251,265,266,RT266;251,265,266,RT266;31251_,31265_,31266_,50266_;4;31,5;9,64556496;48,86575064
6979;0;4;eRtg;Alfdorf Tannhof;de:08119:6979:0:4;8119001;Alfdorf;Pfahlbronn;WN;72;Bus;251,259,266;251,259,266;31251_,31259_,31266_;3;31;9,64556496;48,86575064
6980;0;3;eRtg Steinwerk;Vaihingen (E) Jugenddorf;de:08118:6980:0:3;8118073;Vaihingen (E);Vaihingen (E);LB;56,66;Bus;707;707;77707_;1;77;8,953933304;48,93577585
6980;0;4;eRtg Grabenstr. (Stadtm.);Vaihingen (E) Jugenddorf;de:08118:6980:0:4;8118073;Vaihingen (E);Vaihingen (E);LB;56,66;Bus;707;707;77707_;1;77;8,953933304;48,93577585
6981;0;3;eRtg Seem¸hle;Vaihingen (E) Steinwerk;de:08118:6981:0:3;8118073;Vaihingen (E);Vaihingen (E);LB;56,66;Bus;707;707;77707_;1;77;8,950258936;48,93863383
6981;0;4;eRtg Jugenddorf;Vaihingen (E) Steinwerk;de:08118:6981:0:4;8118073;Vaihingen (E);Vaihingen (E);LB;56,66;Bus;707;707;77707_;1;77;8,950258936;48,93863383
6982;0;3;eRtg Realschule Remseck;Pattonville Mitte;de:08118:6982:0:3;8118081;Remseck (N);Pattonville;LB;34;"Ruftaxi;Bus;Nachtbus";402,412,427,533,N43,RT41;402,412,427,533,N43,RT41;31402_,31412_,31427_,31533_,31533q,34043_,51041_;7;31,34,51;9,223068204;48,87274859
6982;0;4;eRtg Berufsschule;Pattonville Mitte;de:08118:6982:0:4;8118081;Remseck (N);Pattonville;LB;34;Bus;402,405,412,427,427A,533;402,405,412,427,427A,533;31402_,31405_,31412_,31427_,31427a,31533_,31533q;7;31;9,223068204;48,87274859
6983;0;3;eRtg Alle Richtungen;Winnenden Rems-Murr-Klinikum;de:08119:6983:0:3;8119085;Winnenden;Winnenden;WN;43;Bus;210,332,335;210,332,335;31210_,31332_,31335_;3;31;9,39204456;48,86881702
6985;0;3;eRtg Friedhof;Poppenweiler Jahnstr.;de:08118:6985:0:3;8118048;Ludwigsburg;Poppenweiler;LB;34,44;"Bus;Nachtbus";430,433,433A,451,N43;430,433,433A,451,N43;31430_,31433_,31433a,31451_,34043_;5;31,34;9,270512961;48,90414651
6985;0;4;eRtg Poppenweiler Straﬂe;Poppenweiler Jahnstr.;de:08118:6985:0:4;8118048;Ludwigsburg;Poppenweiler;LB;34,44;Bus;430,433,433A,451;430,433,433A,451;31430_,31433_,31433a,31451_;4;31;9,270512961;48,90414651
6986;1;3;eRtg Horrenwinkel;Kleinbottwar Seestraﬂe;de:08118:6986:1:3;8118070;Steinheim (M);Kleinbottwar;LB;55,65;Bus;460A,461;460A,461;31460a,31461_;2;31;9,285774354;48,98012007
6986;1;4;eRtg Waldstraﬂe;Kleinbottwar Seestraﬂe;de:08118:6986:1:4;8118070;Steinheim (M);Kleinbottwar;LB;55,65;Bus;460A,461;460A,461;31460a,31461_;2;31;9,285774354;48,98012007
6987;0;3;eRtg Schulzentrum;Steinheim (M) Horrenwinkel;de:08118:6987:0:3;8118070;Steinheim (M);Steinheim (M);LB;55,65;Bus;460A,461;460A,461;31460a,31461_;2;31;9,280706065;48,97283097
6987;0;4;eRtg Seestraﬂe;Steinheim (M) Horrenwinkel;de:08118:6987:0:4;8118070;Steinheim (M);Steinheim (M);LB;55,65;Bus;460A,461;460A,461;31460a,31461_;2;31;9,280706065;48,97283097
6988;0;3;eRtg Hˆpfigheimer Straﬂe;Steinheim (M) Schulzentrum;de:08118:6988:0:3;8118070;Steinheim (M);Steinheim (M);LB;55,65;Bus;460A,461;460A,461;31460a,31461_;2;31;9,272659753;48,97262551
6988;0;4;eRtg Horrenwinkel;Steinheim (M) Schulzentrum;de:08118:6988:0:4;8118070;Steinheim (M);Steinheim (M);LB;55,65;Bus;460A,461;460A,461;31460a,31461_;2;31;9,272659753;48,97262551
6989;0;3;eRtg Zuffenhausen Reibedanz;Zazenhausen Viadukt;de:08111:6989:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;401;401;31401_;1;31;9,194585241;48,83961891
6989;0;4;eRtg Zazenhausen Krone;Zazenhausen Viadukt;de:08111:6989:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;401;401;31401_;1;31;9,194585241;48,83961891
6991;0;3;eRtg Alle Richtungen;Schorndorf Alte Steige;de:08119:6991:0:3;8119067;Schorndorf;Schorndorf;WN;52;Bus;247;247;31247_;1;31;9,5368443;48,79496346
6992;0;3;eRtg Baumwasenstraﬂe;Schorndorf Lederstraﬂe;de:08119:6992:0:3;8119067;Schorndorf;Schorndorf;WN;52;Bus;246;246;31246_;1;31;9,514930367;48,80553069
6992;0;4;eRtg ZOB;Schorndorf Lederstraﬂe;de:08119:6992:0:4;8119067;Schorndorf;Schorndorf;WN;52;Bus;246;246;31246_;1;31;9,514930367;48,80553069
6993;0;3;eRtg Grafenbergweg;Schorndorf Steinbeisstr.;de:08119:6993:0:3;8119067;Schorndorf;Schorndorf;WN;52;Bus;246;246;31246_;1;31;9,510763902;48,80947891
6993;0;4;eRtg Waiblinger Straﬂe;Schorndorf Steinbeisstr.;de:08119:6993:0:4;8119067;Schorndorf;Schorndorf;WN;52;Bus;246;246;31246_;1;31;9,510763902;48,80947891
6994;0;3;eRtg Talstraﬂe;Schorndorf Grafenbergweg;de:08119:6994:0:3;8119067;Schorndorf;Schorndorf;WN;52;Bus;246;246;31246_;1;31;9,517881754;48,81054419
6994;0;4;eRtg Steinbeisstraﬂe;Schorndorf Grafenbergweg;de:08119:6994:0:4;8119067;Schorndorf;Schorndorf;WN;52;Bus;246;246;31246_;1;31;9,517881754;48,81054419
6995;0;3;Rtg Hˆpfigheim;Steinheim (M) Kreuzweg‰cker;de:08118:6995:0:3;8118070;Steinheim (M);Steinheim (M);LB;55,65;Bus;444;444;31444_;1;31;9,262869384;48,9758135
6995;0;4;Rtg Steinheim;Steinheim (M) Kreuzweg‰cker;de:08118:6995:0:4;8118070;Steinheim (M);Steinheim (M);LB;55,65;Bus;444;444;31444_;1;31;9,264587264;48,9751981
6996;0;3;eRtg Hohenbrach;Grab Friedhof;de:08119:6996:0:3;8119024;Groﬂerlach;Grab;WN;73,74;Bus;372,376;372,376;31372_,31376_;2;31;9,578830807;49,03655169
6996;0;4;eRtg Trauzenbach;Grab Friedhof;de:08119:6996:0:4;8119024;Groﬂerlach;Grab;WN;73,74;Bus;372,376;372,376;31372_,31376_;2;31;9,578830807;49,03655169
6997;0;3;Rtg Breitenf¸rst;Welzheim Reizenwiesen;de:08119:6997:0:3;8119084;Welzheim;Welzheim;WN;72;Bus;263;263;31263_;1;31;9,61294266;48,85859113
